"Report ID","Report Version","Reporting Entity","Report Type","Report Month","Report Year","Report Submission Date","VIN","VIN - Unknown","Serial Number","Make","Model","Model - Unknown","Model Year","Model Year - Unknown","Same Vehicle ID","Mileage","Mileage - Unknown","Driver / Operator Type","ADAS/ADS Version","ADAS/ADS Version - Unknown","ADAS/ADS Version CBI","ADS Equipped?","Automation System Engaged?","Operating Entity","Operating Entity - Unknown","Source - Complaint/Claim","Source - Telematics","Source - Law Enforcement","Source - Field Report","Source - Testing","Source - Media","Source - Other","Source - Other Text","Incident Date","Incident Date - Unknown","Notice Received Date","Incident Time (24:00)","Incident Time - Unknown","Same Incident ID","Latitude","Latitude  - Unknown","Longitude","Longitude - Unknown","Address","Address - Unknown","City","City - Unknown","State","Zip Code","Zip Code - Unknown","Roadway Type","Roadway Surface","Roadway Description","Posted Speed Limit (MPH)","Posted Speed Limit - Unknown","Lighting","Weather - Clear","Weather - Snow","Weather - Cloudy","Weather - Fog/Smoke","Weather - Rain","Weather - Severe Wind","Weather - Unknown","Weather - Other","Weather - Other Text","Crash With","Highest Injury Severity","Property Damage?","CP Pre-Crash Movement","CP Any Air Bags Deployed?","CP Was Vehicle Towed?","CP Contact Area - Rear Left","CP Contact Area - Left","CP Contact Area - Front Left","CP Contact Area - Rear","CP Contact Area - Top","CP Contact Area - Front","CP Contact Area - Rear Right","CP Contact Area - Right","CP Contact Area - Front Right","CP Contact Area - Bottom","CP Contact Area - Unknown","SV Pre-Crash Movement","SV Any Air Bags Deployed?","SV Was Vehicle Towed?","SV Were All Passengers Belted?","SV Precrash Speed (MPH)","SV Pre-crash Speed - Unknown","SV Contact Area - Rear Left","SV Contact Area - Left","SV Contact Area - Front Left","SV Contact Area - Rear","SV Contact Area - Top","SV Contact Area - Front","SV Contact Area - Rear Right","SV Contact Area - Right","SV Contact Area - Front Right","SV Contact Area - Bottom","SV Contact Area - Unknown","Data Availability - EDR","Data Availability - Police Rpt","Data Availability - Telematics","Data Availability - Complaints","Data Availability - Video","Data Availability - Other","Data Availability - No Data","Data Availability - Unknown","Law Enforcement Investigating?","Investigating Agency","Investigating Agency - Unknown","Rep Ent Or Mfr Investigating?","Investigating Officer Name","Inv. Officer Name - Unknown","Investigating Officer Phone","Inv. Officer Phone - Unknown","Investigating Officer Email","Inv. Officer Email - Unknown","Within ODD?","Within ODD? - CBI","Narrative","Narrative - CBI?"
"62-2450","1","Honda (American Honda Motor Co.)","1-Day","","","MAR-2022","2HGFC2F6XMH"," ","n/a","Honda","Civic"," ","2021"," ","c119375ae33b743","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","FEB-2022"," ","MAR-2022","","Y","85bb1d04b327a38","","Y","","Y","","Y","Tracy"," ","CA ","","Y","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","No Injuries Reported","Unknown","Unknown","Unknown","Yes"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","Yes","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer side-swiped another vehicle while driving down an off-ramp. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged."," "
"62-2449","1","Honda (American Honda Motor Co.)","1-Day","","","MAR-2022","2HGFC2F87LH"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]","Honda","Civic"," ","2020"," ","5496650877376cc","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","FEB-2022"," ","MAR-2022","","Y","5188cf427926e98","","Y","","Y","","Y","Stockton"," ","CA ","","Y","Intersection","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Moderate","Unknown","Making Left Turn","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Making Left Turn","Yes","No","Unknown","","Y"," ","Y","Y"," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was making a left turn at a three-way intersection. At the same time, another driver was making a left turn, causing a crash with the customer on the vehicle's left front headlight and left side. The customer alleges that he Lane Keep Assist System and Adaptive Cruise Control were engaged."," "
"62-2448","1","Honda (American Honda Motor Co.)","1-Day","","","MAR-2022","19UUB5F41MA"," ","n/a","Acura","TLX"," ","2021"," ","5e38c5087591fc7","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","FEB-2022"," ","MAR-2022","","Y","4c3b0fc9f81bfab","","Y","","Y","","Y","","Y","FL ","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Moderate","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Yes","Unknown","","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was T-boned by another vehicle. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged."," "
"540-2375","2","General Motors, LLC","10-Day Update","","","MAR-2022","1G6KP5R62KU"," ","N/A","Cadillac","CT6"," ","2019"," ","98d1e30fb28769b","86110"," ","Consumer","Level 2"," "," ","No","ADAS",""," "," ","Y","Y"," "," "," "," ","","FEB-2022"," ","FEB-2022","09:41"," ","07213bfb9b1eeb2","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Boca Raton"," ","FL ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","Unknown","65"," ","Daylight"," "," ","Y"," "," "," "," "," ","","Other Fixed Object","Minor","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Lane / Road Departure","No","Yes","No, see Narrative","70"," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," ","Y"," "," "," "," "," ","Unknown","","Y","No","","Y","","Y","","Y","Yes"," ","This single-vehicle crash involved a 2019 Cadillac CT6 that hit a highway median. GM's current understanding of the crash is based on OnStar telematics data and the driver's statements after the crash to an OnStar representative.  Before the crash, the vehicle was proceeding on a highway road with Super Cruise engaged at 70 mph at 09:41:21.  According to the OnStar audio recordings, the driver stated that his knee contacted the steering wheel causing the vehicle to veer left and crash into the highway median.  Telematics data indicates that the vehicle was in Super Cruise ""active"" mode when the steering wheel was manually moved and the vehicle entered a manual override mode 7 seconds prior to the crash.  According to the AACN report, airbags were not deployed and the driver was not buckled.  According to the OnStar Audio recording the driver hit his head on the roof rail and commented that his back hurt and may need an x-ray, however, it is unknown if the driver sought medical attention at a hospital. Contact to the local police station confirmed the vehicle was towed.  There is no updated information for the 10 day report."," "
"13781-2445","1","Tesla, Inc.","1-Day","","","MAR-2022","5YJYGDEE1MF"," ","N/A","Tesla","Model Y"," ","2021"," ","4636ca66a7927be","16892"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","Unknown, see Narrative",""," "," "," ","Y"," "," "," "," ","","MAR-2022"," ","MAR-2022","","Y","5c5929a8c2a2e89","","Y","","Y","","Y","","Y","CA ","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","49"," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Yes","California Highway Patrol"," ","Unknown","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"62-2444","1","Honda (American Honda Motor Co.)","1-Day","","","MAR-2022","19UDE2F8XKA"," ","n/a","Acura","ILX"," ","2019"," ","2f796d4bccdfd0d","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","DEC-2021"," ","MAR-2022","","Y","91850f842065ef9","","Y","","Y","","Y","Palmeda"," ","FL ","","Y","Intersection","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","No Injuries Reported","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","No","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer crashed with another vehicle at an intersection. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged."," "
"1042-2343","3","Porsche Cars North America, Inc.","Other Update","","","MAR-2022","WP0BA2Y12MS"," ","N/A","Porsche","Taycan 4 Cross Turismo"," ","2021"," ","d04eb2cbab51798","3731"," ","Consumer","Level 0 a?? Automatic Emergency Braking"," "," ","No","ADAS",""," ","Y"," "," "," "," "," "," ","","FEB-2022"," ","FEB-2022","","Y","e5ba340558470c4","","Y","","Y","","Y","","Y","UNK","","Y","Unknown","Unknown","Traffic Incident","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","No Injuries Reported","No","Stopped","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","Unknown","Unknown","Unknown","40"," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","Unknown","","Y","No","","Y","","Y","","Y","Unknown, see Narrative"," ","UPDATE 3/[XXX]/2022: This report was submitted in error, the Level 0 ADAS which was active at the time of the crash does not meet the SGO reporting criteria threshold.
Subject vehicle was traveling at 40mph and another vehicle stopped in front of the subject vehicle in the path of the subject vehicle. Customer states that the subject vehicle did not stop as it should have.
Customer Complaint statement: ""Customer states that he was traveling at 40mph and a truck stopped in front of him. The car did not react or brake and he had to swerve to the right to miss the truck and hit another object. Customer states that car did not stop the collision as it should have."""," "
"62-2440","1","Honda (American Honda Motor Co.)","1-Day","","","MAR-2022","5J8TC2H68KL"," ","n/a","Acura","RDX"," ","2019"," ","48a588513879622","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","NOV-2021"," ","MAR-2022","","Y","a748e1e7d928652","","Y","","Y","","Y","Queens"," ","NY ","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","No","Yes","Unknown","","Y"," "," "," ","Y"," ","Y"," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was rear-ended by another driver, and as a result, crash into the vehicle in front of the customer. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged."," "
"62-2439","1","Honda (American Honda Motor Co.)","1-Day","","","MAR-2022","2HKRW2H8XMH"," ","n/a","Honda","CRV"," ","2021"," ","60fe883f6963448","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","OCT-2021"," ","MAR-2022","","Y","a3bbe26a5a0b4c2","","Y","","Y","","Y","Alan Park"," ","MI ","","Y","Intersection","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Yes","Unknown","","Y"," ","Y"," "," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","The customer was driving through an intersection when another driver T-boned the customer on the driver's side. The customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged."," "
"13781-2436","1","Tesla, Inc.","1-Day","","","MAR-2022","5YJYGAEE7MF"," ","N/A","Tesla","Model Y"," ","2021"," ","f1e6ba5d262adca","14055"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","MAR-2022","00:57"," ","dc4dbf9cb5940a6","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Los Angeles"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2435","1","Tesla, Inc.","1-Day","","","MAR-2022","5YJSA1E46HF"," ","N/A","Tesla","Model S"," ","2017"," ","b45aa9d095f7212","139808"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","MAR-2022","04:30"," ","0f727e73232e26f","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Mountain View"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2371","2","Tesla, Inc.","10-Day Update","","","MAR-2022","5YJ3E1EA7KF"," ","N/A","Tesla","Model 3"," ","2019"," ","55a8eb5e94b8d51","44189"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","06:41"," ","c72bb89e9df24eb","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Corona"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Dry","No Unusual Conditions","55"," ","Dark - Lighted","Y"," "," "," "," "," "," "," ","","Other Fixed Object","Unknown","Yes","","",""," "," "," "," "," "," "," "," "," "," "," ","Proceeding Straight","Yes","Unknown","Unknown","29"," "," "," ","Y"," "," ","Y"," "," ","Y"," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"502-2354","2","Ford Motor Company","10-Day Update","","","MAR-2022","1FMCU9J9XLU"," ","N/A","Ford","Escape"," ","2020"," ","f6617bfe417a14a","","Y","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," ","Y"," "," "," "," "," "," ","","FEB-2022"," ","FEB-2022","12:33"," ","0c245b93719a23b","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Middleburg"," ","FL ","","Y","Intersection","Dry","No Unusual Conditions","","Y","Dawn / Dusk"," "," ","Y"," "," "," "," "," ","","Heavy Truck","Moderate","Yes","Stopped","No","No","Y"," "," ","Y"," "," "," "," "," "," "," ","Proceeding Straight","Yes","Yes","Yes","35"," "," "," "," "," ","Y","Y","Y","Y","Y"," "," "," ","Y"," "," "," "," "," "," ","Yes","Florida Highway Patrol"," ","Yes","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"1042-2343","2","Porsche Cars North America, Inc.","10-Day Update","","","MAR-2022","WP0BA2Y12MS"," ","N/A","Porsche","Taycan 4 Cross Turismo"," ","2021"," ","d04eb2cbab51798","3731"," ","Consumer","","Y"," ","Yes","ADAS",""," ","Y"," "," "," "," "," "," ","","FEB-2022"," ","FEB-2022","","Y","e5ba340558470c4","","Y","","Y","","Y","","Y","UNK","","Y","Unknown","Unknown","Traffic Incident","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","No Injuries Reported","No","Stopped","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Proceeding Straight","Unknown","Unknown","Unknown","40"," "," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","Unknown","","Y","No","","Y","","Y","","Y","Unknown, see Narrative"," ","Subject vehicle was traveling at 40mph and another vehicle stopped in front of the subject vehicle in the path of the subject vehicle. Customer states that the subject vehicle did not stop as it should have.
Customer Complaint statement: ""Customer states that he was traveling at 40mph and a truck stopped in front of him. The car did not react or brake and he had to swerve to the right to miss the truck and hit another object. Customer states that car did not stop the collision as it should have."""," "
"13781-2430","1","Tesla, Inc.","1-Day","","","MAR-2022","5YJSA1H2XFF"," ","N/A","Tesla","Model X"," ","2015"," ","db28e242bbdb499","63380"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," ","Y"," "," "," "," "," "," ","","SEP-2021"," ","FEB-2022","21:36"," ","4e1b076a6ba368a","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Bellevue"," ","WA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","60"," ","Unknown"," "," "," "," "," "," ","Y"," ","","Passenger Car","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","62"," "," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," ","Y"," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2429","1","Tesla, Inc.","1-Day","","","FEB-2022","5YJXCBE27GF"," ","N/A","Tesla","Model X"," ","2016"," ","e728e14d471b5df","85519"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","15:26"," ","9fc0e8a7e1d6fc8","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","The Colony"," ","TX ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2428","1","Tesla, Inc.","1-Day","","","FEB-2022","5YJSA1E25GF"," ","N/A","Tesla","Model S"," ","2016"," ","fa94ab356dad109","50310"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","00:42"," ","c4a5c024a7d1a59","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Truckee"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Yes","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2427","1","Tesla, Inc.","1-Day","","","FEB-2022","5YJ3E1EA8MF"," ","N/A","Tesla","Model 3"," ","2021"," ","4a0a7714e4632c5","22631"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","18:49"," ","efd5a15b7a1f5a1","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Burbank"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","No","Yes","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y","Y"," "," "," "," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"62-2426","1","Honda (American Honda Motor Co.)","1-Day","","","FEB-2022","5FNYF6H90MB"," ","n/a","Honda","Pilot"," ","2021"," ","878e1744f22fb5d","","Y","Consumer","","Y"," ","No","Unknown, see Narrative",""," ","Y"," "," "," "," "," "," ","","FEB-2022"," ","FEB-2022","","Y","47b8da4d03f1f38","","Y","","Y","","Y","Gainesville"," ","FL ","","Y","Unknown","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Unknown","No Injuries Reported","Unknown","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Making U-Turn","Yes","Yes","Unknown","","Y"," "," "," "," "," "," "," "," ","Y"," "," "," "," "," ","Y"," "," "," "," ","No",""," ","No",""," ",""," ",""," ","Unknown, see Narrative"," ","Customer was making a U-turn when another vehicle crash into the customer's front right tire. Customer alleges that the Lane Keep Assist System and Adaptive Cruise Control were engaged."," "
"13781-2423","1","Tesla, Inc.","1-Day","","","FEB-2022","5YJ3E1EB8KF"," ","N/A","Tesla","Model 3"," ","2019"," ","3324489fc5694e4","","Y","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","Unknown, see Narrative",""," ","Y"," "," "," "," ","Y"," ","","MAY-2020"," ","FEB-2022","22:37"," ","55c3d3c5cee6cc3","","Y","","Y","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Tracy"," ","CA ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Highway / Freeway","Unknown","Unknown","","Y","Unknown"," "," "," "," "," "," ","Y"," ","","Pickup Truck","Fatality","Yes","Unknown","Unknown","Unknown"," "," "," "," "," "," "," "," "," "," ","Y","Unknown","Unknown","Unknown","Unknown","","Y"," "," "," "," "," "," "," "," "," "," ","Y"," "," "," ","Y"," "," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
"13781-2374","2","Tesla, Inc.","10-Day Update","","","FEB-2022","5YJSA1E65MF"," ","N/A","Tesla","Model S"," ","2021"," ","7fb9c41d27c4cf0","2016"," ","Consumer","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]"," ","Y","No","ADAS",""," "," ","Y"," "," "," "," "," ","","FEB-2022"," ","FEB-2022","14:04"," ","b6961e05ee914d1","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","North Richland Hills"," ","TX ","[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION]"," ","Street","Dry","No Unusual Conditions","50"," ","Daylight","Y"," "," "," "," "," "," "," ","","Passenger Car","Unknown","Yes","Entering Traffic","Unknown","Unknown"," "," ","Y"," "," "," "," "," "," "," "," ","Proceeding Straight","No","Yes","Unknown","8"," "," "," "," "," "," "," "," "," ","Y"," "," ","Y"," ","Y"," ","Y"," "," "," ","Unknown","","Y","Unknown","","Y","","Y","","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y","[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Y"
