cd Datawconfid,pctid,x,y,z
1,65,1.129,-1.500,-0.027
1,65,0.949,-0.047,0.023
1,65,0.758,0.305,-0.461
1,65,0.840,0.570,-0.016
1,65,0.773,0.141,-0.078
1,65,0.980,-1.391,0.055
1,65,0.867,-0.086,0.035
1,65,0.660,0.047,-0.426
1,65,0.781,0.430,0.023
1,65,0.773,-0.004,0.031
1,65,1.266,-1.281,-0.180
1,65,0.797,-0.070,0.039
1,65,0.695,0.172,-0.441
1,65,0.762,0.535,0.027
1,65,0.813,0.047,-0.043
1,65,1.117,-1.559,-0.074
1,65,0.855,0.172,0.047
1,65,0.602,0.141,-0.473
1,65,0.914,0.762,0.004
1,65,0.898,-0.027,0.051
1,65,1.281,-1.320,-0.031
1,65,0.848,-0.090,0.004
1,65,0.762,0.070,-0.406
1,65,0.813,0.781,-0.109
1,65,0.953,0.125,0.016
1,65,1.176,-1.418,-0.020
1,65,0.922,0.000,0.070
1,65,0.875,0.246,-0.473
1,65,0.902,0.852,-0.234
1,65,0.789,0.145,0.035
1,65,1.238,-1.328,-0.078
1,65,0.945,-0.082,0.023
1,65,0.809,0.281,-0.508
1,65,0.859,0.719,-0.121
1,65,0.934,-0.066,0.023
1,65,1.187,-1.484,-0.164
1,65,0.813,-0.074,0.043
1,65,0.930,0.168,-0.430
1,65,0.844,0.445,-0.031
1,65,0.852,0.113,-0.125
1,65,0.973,-1.348,-0.059
1,65,1.047,-0.148,-0.035
1,65,1.086,0.102,-0.484
1,65,0.848,0.426,-0.352
1,65,1.137,0.098,0.047
1,65,0.473,-1.023,-0.070
1,65,1.148,-0.289,-0.066
1,65,0.965,-0.012,-0.465
1,65,1.000,0.102,-0.223
1,65,1.070,0.461,0.285
1,65,0.832,-0.391,-0.051
1,65,0.969,-0.207,0.016
1,65,1.031,0.059,-0.445
1,65,1.137,-0.016,-0.160
1,65,0.906,0.633,0.223
1,65,1.391,-0.320,0.055
1,65,0.863,-0.039,-0.016
1,65,1.156,-0.059,-0.551
1,65,0.969,0.129,-0.152
1,65,1.070,0.586,0.434
1,65,1.199,-0.262,0.031
1,65,0.871,-0.109,-0.230
1,65,0.973,0.277,-0.461
1,65,1.020,0.129,-0.234
1,65,0.973,0.629,0.383
1,65,1.293,0.070,0.098
1,65,0.988,-0.133,-0.133
1,65,1.008,0.125,-0.566
1,65,0.922,0.168,-0.133
1,65,0.859,0.594,0.457
1,65,1.402,-0.348,0.000
1,65,0.840,-0.109,-0.047
1,65,0.977,0.250,-0.480
1,65,0.988,0.129,-0.191
1,65,1.016,0.660,0.414
1,65,1.293,-0.156,-0.012
1,65,0.949,-0.270,-0.250
1,65,0.949,0.254,-0.590
1,65,1.031,0.109,-0.273
1,65,1.082,0.582,0.332
1,65,1.102,0.082,0.117
1,65,0.883,-0.324,-0.187
1,65,0.871,0.227,-0.500
1,65,0.910,0.121,-0.168
1,65,1.137,0.613,0.422
1,65,1.184,-0.187,0.035
1,65,0.957,-0.113,-0.211
1,65,0.941,0.285,-0.477
1,65,0.969,0.145,-0.238
1,65,1.027,0.508,0.348
1,65,1.215,-0.039,0.094
1,65,0.824,-0.270,-0.250
1,65,0.883,0.227,-0.422
1,65,1.055,0.063,-0.273
1,65,1.117,0.500,0.328
1,65,1.250,0.039,0.094
1,65,0.824,-0.277,-0.195
1,65,0.926,0.203,-0.484
1,65,0.926,0.148,-0.234
1,65,1.016,0.582,0.418
1,65,1.406,-0.168,0.039
1,65,0.867,-0.156,-0.129
1,65,0.945,0.344,-0.418
1,65,1.012,0.195,-0.273
1,65,1.078,0.566,0.383
1,65,1.215,-0.211,0.102
1,65,0.879,-0.250,-0.191
1,65,0.914,0.301,-0.480
1,65,0.910,0.133,-0.250
1,65,1.156,0.516,0.461
1,65,1.215,-0.051,0.031
1,65,0.961,-0.219,-0.199
1,65,0.949,0.402,-0.578
1,65,0.930,0.152,-0.223
1,65,1.020,0.527,0.379
1,65,1.199,-0.137,0.109
1,65,0.965,-0.301,-0.273
1,65,0.848,0.277,-0.566
1,65,1.020,0.156,-0.262
1,65,1.059,0.656,0.336
1,65,1.109,0.117,0.148
1,65,0.934,-0.336,-0.191
1,65,0.961,0.211,-0.527
1,65,0.887,0.141,-0.176
1,65,1.098,0.641,0.430
1,65,1.191,-0.066,0.039
1,65,0.824,-0.187,-0.211
1,65,0.977,0.371,-0.441
1,65,0.957,0.203,-0.242
1,65,1.152,0.430,0.363
1,65,1.223,0.020,0.141
1,65,0.887,-0.180,-0.187
1,65,1.059,0.187,-0.563
1,65,0.992,0.082,-0.160
1,65,1.168,0.410,0.457
1,65,1.391,-0.098,0.012
1,65,0.809,-0.035,-0.195
1,65,0.957,0.199,-0.516
1,65,0.922,0.164,-0.203
1,65,1.031,0.633,0.383
1,65,1.324,-0.172,0.109
1,65,0.848,-0.133,-0.133
1,65,0.879,0.348,-0.434
1,65,1.012,0.207,-0.254
1,65,1.078,0.563,0.457
1,65,1.180,-0.172,-0.047
1,65,1.020,-0.262,-0.266
1,65,0.848,0.301,-0.512
1,65,1.098,0.086,-0.254
1,65,1.148,0.320,0.363
1,65,1.008,0.004,0.141
1,65,1.004,-0.199,-0.184
1,65,0.992,0.238,-0.613
1,65,0.965,0.180,-0.199
1,65,1.113,0.441,0.379
1,65,1.215,-0.125,0.117
1,65,0.879,-0.309,-0.281
1,65,0.859,0.277,-0.445
1,65,1.023,0.141,-0.250
1,65,1.125,0.645,0.309
1,65,1.090,0.121,0.129
1,65,0.875,-0.320,-0.203
1,65,0.977,0.187,-0.543
1,65,0.918,0.125,-0.184
1,65,1.109,0.602,0.402
1,65,1.141,-0.117,0.039
1,65,0.852,-0.160,-0.227
1,65,0.965,0.352,-0.426
1,65,0.984,0.203,-0.250
1,65,1.078,0.441,0.371
1,65,1.215,-0.016,0.082
1,65,0.879,-0.176,-0.187
1,65,0.848,0.219,-0.418
1,65,0.969,0.113,-0.258
1,65,1.117,0.383,0.355
1,65,1.254,-0.090,-0.016
1,65,1.023,-0.371,-0.258
1,65,0.785,0.344,-0.473
1,65,1.102,0.016,-0.195
1,65,1.309,0.355,0.355
1,65,1.027,0.082,0.129
1,65,0.973,-0.254,-0.254
1,65,0.813,0.312,-0.598
1,65,0.996,0.223,-0.262
1,65,1.102,0.520,0.336
1,65,1.086,0.129,0.121
1,65,0.922,-0.270,-0.203
1,65,1.008,0.238,-0.496
1,65,0.910,0.105,-0.195
1,65,1.121,0.563,0.465
1,65,1.172,-0.016,0.035
1,65,1.043,-0.223,-0.184
1,65,0.980,0.332,-0.469
1,65,0.926,0.187,-0.211
1,65,1.141,0.453,0.375
1,65,1.191,-0.074,0.125
1,65,0.984,-0.258,-0.273
1,65,0.773,0.266,-0.445
1,65,1.047,0.191,-0.242
1,65,1.082,0.551,0.355
1,65,1.223,0.102,0.160
1,65,0.875,-0.391,-0.195
1,65,0.977,0.223,-0.555
1,65,0.906,0.125,-0.207
1,65,1.020,0.680,0.375
1,65,1.328,-0.074,0.070
1,65,0.797,-0.156,-0.156
1,65,0.918,0.367,-0.426
1,65,0.930,0.227,-0.223
1,65,1.066,0.660,0.332
1,65,1.187,-0.148,0.148
1,65,0.977,-0.160,-0.199
1,65,0.824,0.246,-0.480
1,65,0.984,0.063,-0.238
1,65,1.191,0.422,0.438
1,65,1.172,-0.070,0.008
1,65,0.969,-0.320,-0.195
1,65,0.949,0.473,-0.543
1,65,0.957,0.141,-0.230
1,65,1.109,0.547,0.375
1,65,1.117,-0.117,0.094
1,65,0.887,-0.219,-0.301
1,65,0.820,0.375,-0.594
1,65,0.992,0.262,-0.230
1,65,1.168,0.590,0.375
1,65,1.152,0.098,0.168
1,65,0.855,-0.316,-0.211
1,65,1.051,0.301,-0.516
1,65,0.957,0.105,-0.234
1,65,1.047,0.563,0.410
1,65,1.187,0.055,0.102
1,65,0.824,-0.129,-0.156
1,65,0.945,0.230,-0.574
1,65,1.047,0.043,-0.184
1,65,1.148,0.629,0.445
1,65,1.227,-0.109,-0.008
1,65,0.922,-0.145,-0.266
1,65,0.770,0.305,-0.492
1,65,1.023,0.258,-0.227
1,65,1.129,0.398,0.316
1,65,1.164,-0.090,0.156
1,65,0.977,-0.387,-0.207
1,65,0.816,0.395,-0.559
1,65,0.988,0.070,-0.191
1,65,1.113,0.551,0.375
1,65,1.160,-0.043,0.109
1,65,0.973,-0.203,-0.270
1,65,0.918,0.359,-0.609
1,65,0.977,0.254,-0.133
1,65,1.195,0.465,0.379
1,65,1.180,0.023,0.199
1,65,0.902,-0.223,-0.207
1,65,1.156,0.250,-0.512
1,65,1.020,0.055,-0.215
1,65,1.043,0.445,0.426
1,65,1.227,0.012,0.043
1,65,0.805,-0.059,-0.164
1,65,0.875,0.293,-0.496
1,65,1.059,0.066,-0.199
1,65,1.051,0.547,0.438
1,65,1.258,-0.102,0.004
1,65,0.969,-0.152,-0.219
1,65,1.043,0.141,-0.504
1,65,1.074,-0.008,-0.238
1,65,1.219,0.504,0.336
1,65,1.070,0.113,0.141
1,65,0.859,-0.348,-0.215
1,65,1.047,0.352,-0.492
1,65,1.016,0.074,-0.223
1,65,1.219,0.469,0.406
1,65,1.145,0.113,0.121
1,65,0.961,-0.125,-0.195
1,65,0.969,0.246,-0.543
1,65,1.055,0.047,-0.215
1,65,1.078,0.613,0.445
1,65,1.199,0.016,-0.004
1,65,0.828,-0.223,-0.211
1,65,1.074,0.187,-0.535
1,65,1.059,-0.004,-0.215
1,65,1.062,0.418,0.324
1,65,1.125,-0.082,0.000
1,65,1.027,-0.434,-0.211
1,65,0.852,0.434,-0.543
1,65,0.996,0.094,-0.180
1,65,1.172,0.523,0.344
1,65,1.098,-0.047,0.109
1,65,0.977,-0.199,-0.266
1,65,0.828,0.375,-0.586
1,65,1.000,0.207,-0.184
1,65,1.148,0.461,0.371
1,65,1.195,0.027,0.141
1,65,0.934,-0.176,-0.199
1,65,1.020,0.316,-0.512
1,65,1.062,0.047,-0.273
1,65,1.082,0.379,0.434
1,65,1.145,-0.031,0.035
1,65,0.977,-0.324,-0.219
1,65,0.887,0.332,-0.488
1,65,1.039,0.117,-0.207
1,65,1.141,0.523,0.395
1,65,1.098,-0.105,0.125
1,65,0.902,-0.277,-0.250
1,65,0.754,0.371,-0.527
1,65,1.020,0.262,-0.164
1,65,1.043,0.480,0.340
1,65,1.062,0.109,0.148
1,65,0.891,-0.199,-0.203
1,65,0.953,0.363,-0.465
1,65,1.016,0.086,-0.262
1,65,1.008,0.465,0.371
1,65,1.230,0.000,0.059
1,65,0.957,-0.109,-0.227
1,65,0.879,0.297,-0.465
1,65,1.047,0.102,-0.297
1,65,0.871,0.547,0.426
1,65,1.336,-0.121,0.051
1,65,0.879,-0.281,-0.094
1,65,1.129,0.312,-0.445
1,65,1.062,0.051,-0.250
1,65,0.969,0.516,0.402
1,65,1.219,-0.219,0.012
1,65,0.926,-0.094,-0.145
1,65,0.875,0.367,-0.563
1,65,0.938,0.191,-0.195
1,65,1.051,0.473,0.426
1,65,1.203,-0.238,0.039
1,65,0.805,-0.230,-0.168
1,65,0.859,0.441,-0.566
1,65,1.074,0.098,-0.312
1,65,1.012,0.555,0.418
1,65,1.102,0.039,0.000
1,65,0.883,-0.293,-0.109
1,65,0.883,0.355,-0.504
1,65,0.949,0.156,-0.230
1,65,1.004,0.570,0.449
1,65,1.133,-0.211,0.047
1,65,0.836,-0.148,-0.191
1,65,0.926,0.242,-0.465
1,65,0.988,0.168,-0.242
1,65,1.102,0.539,0.426
1,65,1.164,-0.023,0.055
1,65,0.797,-0.230,-0.250
1,65,0.965,0.262,-0.438
1,65,1.047,0.047,-0.273
1,65,1.184,0.406,0.379
1,65,1.297,-0.023,0.078
1,65,0.930,-0.199,-0.250
1,65,0.898,0.406,-0.543
1,65,1.109,0.012,-0.211
1,65,1.066,0.555,0.375
1,65,1.156,-0.246,0.156
1,65,0.895,-0.242,-0.227
1,65,0.855,0.375,-0.578
1,65,1.020,0.070,-0.121
1,65,1.113,0.559,0.383
1,65,1.090,0.027,0.063
1,65,0.879,-0.289,-0.176
1,65,0.934,0.309,-0.461
1,65,0.949,0.066,-0.270
1,65,1.055,0.551,0.422
1,65,1.191,-0.129,0.066
1,65,0.930,-0.109,-0.195
1,65,0.895,0.391,-0.570
1,65,0.965,0.191,-0.168
1,65,1.062,0.488,0.391
1,65,1.109,-0.121,0.086
1,65,0.941,-0.285,-0.254
1,65,0.809,0.277,-0.574
1,65,1.012,0.164,-0.258
1,65,1.160,0.574,0.398
1,65,1.055,0.090,0.133
1,65,0.941,-0.387,-0.180
1,65,0.992,0.187,-0.531
1,65,0.926,0.113,-0.215
1,65,1.039,0.621,0.395
1,65,1.082,-0.086,0.063
1,65,0.844,-0.215,-0.254
1,65,0.883,0.355,-0.426
1,65,0.961,0.273,-0.223
1,65,1.219,0.500,0.375
1,65,1.109,0.094,0.141
1,65,0.875,-0.215,-0.211
1,65,1.102,0.246,-0.512
1,65,0.992,0.066,-0.230
1,65,1.066,0.484,0.453
1,65,1.176,0.051,0.059
1,65,0.965,-0.105,-0.160
1,65,0.879,0.215,-0.543
1,65,1.070,0.059,-0.195
1,65,1.027,0.586,0.438
1,65,1.387,-0.066,0.023
1,65,0.828,-0.187,-0.203
1,65,1.051,0.137,-0.566
1,65,1.086,-0.020,-0.211
1,65,1.043,0.477,0.336
1,65,1.121,-0.078,0.023
1,65,0.953,-0.406,-0.223
1,65,0.813,0.328,-0.547
1,65,0.988,0.086,-0.207
1,65,1.133,0.539,0.375
1,65,1.074,0.070,0.121
1,65,0.867,-0.180,-0.199
1,65,0.910,0.312,-0.469
1,65,1.078,0.039,-0.199
1,65,1.070,0.633,0.438
1,65,1.129,0.000,0.012
1,65,0.801,-0.227,-0.094
1,65,0.883,0.238,-0.484
1,65,0.980,0.137,-0.238
1,65,1.074,0.629,0.352
1,65,1.270,-0.250,0.035
1,65,0.855,-0.055,-0.172
1,65,0.918,0.270,-0.504
1,65,1.023,0.113,-0.223
1,65,1.121,0.465,0.422
1,65,1.242,-0.105,0.051
1,65,0.922,-0.215,-0.250
1,65,1.043,0.168,-0.480
1,65,1.094,0.008,-0.277
1,65,0.988,0.566,0.406
1,65,1.102,0.000,0.063
1,65,0.828,-0.234,-0.125
1,65,0.789,0.199,-0.563
1,65,0.984,0.098,-0.168
1,65,1.008,0.582,0.430
1,65,1.215,-0.211,0.035
1,65,0.871,-0.148,-0.230
1,65,0.930,0.285,-0.508
1,65,1.039,0.129,-0.246
1,65,0.914,0.605,0.438
1,65,1.324,0.039,0.055
1,65,1.012,-0.129,-0.109
1,65,0.910,0.105,-0.539
1,65,0.965,0.121,-0.125
1,65,0.973,0.586,0.449
1,65,1.336,-0.164,0.012
1,65,0.848,-0.063,-0.043
1,65,0.926,0.238,-0.547
1,65,1.031,0.141,-0.184
1,65,1.035,0.680,0.430
1,65,1.395,-0.215,-0.004
1,65,0.902,-0.250,-0.223
1,65,0.980,0.375,-0.559
1,65,1.047,0.094,-0.277
1,65,1.074,0.594,0.395
1,65,1.102,0.086,0.094
1,65,0.895,-0.301,-0.137
1,65,0.918,0.340,-0.488
1,65,0.930,0.125,-0.164
1,65,1.027,0.609,0.430
1,65,1.227,-0.102,0.051
1,65,0.863,-0.133,-0.207
1,65,0.906,0.234,-0.480
1,65,1.008,0.152,-0.234
1,65,0.922,0.555,0.387
1,65,1.195,0.016,0.094
1,65,0.816,-0.156,-0.109
1,65,0.992,0.070,-0.551
1,65,0.992,0.063,-0.113
1,65,1.195,0.430,0.441
1,65,1.297,-0.184,-0.004
1,65,0.938,-0.254,-0.246
1,65,0.926,0.445,-0.539
1,65,1.090,0.066,-0.254
1,65,1.086,0.535,0.344
1,65,1.133,-0.215,0.176
1,65,0.848,-0.207,-0.258
1,65,0.848,0.352,-0.570
1,65,1.020,0.055,-0.125
1,65,1.152,0.523,0.375
1,65,1.145,0.098,0.078
1,65,0.809,-0.250,-0.172
1,65,0.965,0.285,-0.453
1,65,0.973,0.055,-0.262
1,65,1.098,0.504,0.438
1,65,1.301,-0.070,0.027
1,65,0.934,-0.164,-0.211
1,65,0.969,0.391,-0.555
1,65,0.941,0.145,-0.191
1,65,1.012,0.488,0.395
1,65,1.187,-0.148,0.066
1,65,0.961,-0.277,-0.250
1,65,0.832,0.258,-0.574
1,65,1.043,0.148,-0.293
1,65,1.164,0.531,0.348
1,65,1.016,0.023,0.105
1,65,0.980,-0.316,-0.207
1,65,0.879,0.246,-0.473
1,65,0.918,0.133,-0.250
1,65,1.055,0.609,0.398
1,65,1.148,-0.168,0.047
1,65,0.836,-0.172,-0.215
1,65,0.832,0.352,-0.391
1,65,0.980,0.199,-0.281
1,65,1.156,0.465,0.395
1,65,1.117,0.000,0.094
1,65,0.910,-0.152,-0.180
1,65,1.008,0.164,-0.563
1,65,0.965,0.094,-0.191
1,65,1.121,0.414,0.441
1,65,1.246,-0.074,0.016
1,65,0.793,-0.027,-0.184
1,65,0.977,0.219,-0.504
1,65,0.957,0.129,-0.223
1,65,1.039,0.570,0.387
1,65,1.328,-0.176,0.090
1,65,0.898,-0.152,-0.148
1,65,0.852,0.312,-0.430
1,65,1.078,0.242,-0.242
1,65,1.016,0.465,0.359
1,65,1.258,-0.121,0.000
1,65,0.883,-0.328,-0.203
1,65,0.910,0.328,-0.477
1,65,0.969,0.086,-0.242
1,65,1.051,0.566,0.418
1,65,1.203,-0.023,0.055
1,65,1.027,-0.230,-0.211
1,65,0.906,0.332,-0.586
1,65,0.918,0.195,-0.203
1,65,1.125,0.422,0.344
1,65,1.141,-0.055,0.145
1,65,0.961,-0.320,-0.266
1,65,0.828,0.270,-0.469
1,65,1.004,0.211,-0.246
1,65,1.207,0.531,0.348
1,65,1.043,0.105,0.156
1,65,1.004,-0.410,-0.199
1,65,0.902,0.277,-0.547
1,65,0.941,0.098,-0.207
1,65,1.137,0.547,0.363
1,65,1.074,-0.016,0.121
1,65,0.902,-0.238,-0.262
1,65,0.816,0.348,-0.461
1,65,0.984,0.266,-0.215
1,65,0.980,0.484,0.367
1,65,1.117,0.102,0.195
1,65,0.875,-0.312,-0.199
1,65,1.023,0.246,-0.531
1,65,1.051,0.043,-0.215
1,65,1.027,0.402,0.398
1,65,1.305,0.055,0.086
1,65,0.906,-0.098,-0.145
1,65,0.949,0.215,-0.547
1,65,1.043,0.070,-0.187
1,65,0.883,0.539,0.414
1,65,1.387,-0.035,0.039
1,65,0.820,-0.152,-0.070
1,65,1.098,0.133,-0.492
1,65,1.094,-0.016,-0.258
1,65,0.984,0.461,0.406
1,65,1.109,-0.020,0.066
1,65,0.957,-0.418,-0.246
1,65,0.926,0.312,-0.512
1,65,1.031,0.074,-0.215
1,65,1.145,0.570,0.391
1,65,1.078,0.090,0.156
1,65,0.820,-0.199,-0.219
1,65,0.891,0.348,-0.484
1,65,1.086,0.070,-0.234
1,65,0.992,0.668,0.406
1,65,1.105,0.047,0.027
1,65,0.832,-0.281,-0.109
1,65,0.887,0.312,-0.504
1,65,0.977,0.113,-0.129
1,65,1.090,0.676,0.441
1,65,1.262,-0.195,0.023
1,65,0.879,-0.121,-0.176
1,65,0.848,0.312,-0.535
1,65,1.031,0.164,-0.187
1,65,1.051,0.516,0.422
1,65,1.199,-0.063,0.055
1,65,0.852,-0.289,-0.215
1,65,0.984,0.145,-0.480
1,65,1.098,0.035,-0.270
1,65,1.066,0.488,0.383
1,65,1.352,0.020,0.070
1,65,0.879,-0.234,-0.141
1,65,0.898,0.172,-0.563
1,65,0.973,0.102,-0.152
1,65,1.070,0.559,0.414
1,65,1.473,-0.223,0.047
1,65,0.898,-0.137,-0.254
1,65,0.969,0.285,-0.469
1,65,1.039,0.137,-0.254
1,65,1.000,0.547,0.355
1,65,1.324,-0.211,0.074
1,65,0.742,-0.211,-0.129
1,65,0.957,0.246,-0.426
1,65,0.984,0.047,-0.281
1,65,1.078,0.496,0.434
1,65,1.273,-0.109,0.039
1,65,0.910,-0.148,-0.195
1,65,0.988,0.383,-0.551
1,65,0.973,0.148,-0.211
1,65,0.996,0.531,0.410
1,65,1.203,-0.121,0.086
1,65,0.922,-0.301,-0.262
1,65,0.930,0.289,-0.551
1,65,1.023,0.145,-0.285
1,65,1.082,0.578,0.355
1,65,1.012,0.145,0.125
1,65,0.879,-0.348,-0.160
1,65,0.820,0.211,-0.453
1,65,0.926,0.125,-0.152
1,65,1.160,0.590,0.410
1,65,1.223,-0.141,0.055
1,65,0.840,-0.156,-0.215
1,65,0.988,0.328,-0.461
1,65,1.008,0.176,-0.242
1,65,1.156,0.445,0.367
1,65,1.215,0.004,0.070
1,65,0.977,-0.129,-0.160
1,65,1.086,0.164,-0.500
1,65,0.969,0.090,-0.203
1,65,1.129,0.449,0.449
1,65,1.230,-0.051,0.027
1,65,0.836,-0.023,-0.176
1,65,1.004,0.195,-0.535
1,65,0.965,0.141,-0.184
1,65,1.047,0.598,0.363
1,65,1.391,-0.172,0.074
1,65,0.852,-0.137,-0.152
1,65,0.832,0.344,-0.438
1,65,1.059,0.238,-0.270
1,65,1.012,0.484,0.348
1,65,1.238,-0.145,-0.004
1,65,1.027,-0.266,-0.250
1,65,0.867,0.305,-0.453
1,65,1.105,0.082,-0.285
1,65,1.219,0.336,0.363
1,65,1.070,0.043,0.160
1,65,0.992,-0.246,-0.211
1,65,0.965,0.324,-0.598
1,65,0.984,0.160,-0.230
1,65,1.230,0.441,0.363
1,65,1.152,-0.039,0.113
1,65,0.934,-0.281,-0.262
1,65,0.801,0.277,-0.473
1,65,1.023,0.187,-0.266
1,65,1.234,0.539,0.379
1,65,1.035,0.160,0.168
1,65,0.930,-0.414,-0.187
1,65,1.012,0.258,-0.543
1,65,0.977,0.113,-0.215
1,65,1.066,0.621,0.391
1,65,1.121,-0.016,0.090
1,65,0.863,-0.219,-0.266
1,65,0.918,0.363,-0.434
1,65,0.957,0.238,-0.219
1,65,1.023,0.512,0.355
1,65,1.227,0.039,0.156
1,65,0.883,-0.219,-0.191
1,65,1.066,0.187,-0.555
1,65,1.027,0.047,-0.184
1,65,0.898,0.445,0.445
1,65,1.316,0.000,0.047
1,65,0.969,-0.148,-0.113
1,65,0.953,0.176,-0.531
1,65,1.113,0.055,-0.141
1,65,0.969,0.566,0.422
1,65,1.316,-0.191,0.012
1,65,0.871,-0.117,-0.023
1,65,1.012,0.098,-0.617
1,65,1.086,-0.035,-0.184
1,65,1.031,0.523,0.441
1,65,1.191,-0.094,-0.004
1,65,1.098,-0.223,-0.301
1,65,0.855,0.281,-0.422
1,65,1.086,0.098,-0.250
1,65,1.297,0.234,0.391
1,65,0.992,0.008,0.121
1,65,1.012,-0.266,-0.227
1,65,0.957,0.332,-0.578
1,65,0.934,0.187,-0.207
1,65,1.133,0.492,0.324
1,65,1.141,-0.082,0.160
1,65,0.914,-0.316,-0.262
1,65,0.793,0.266,-0.477
1,65,1.020,0.234,-0.254
1,65,1.211,0.527,0.332
1,65,1.203,0.129,0.160
1,65,0.852,-0.379,-0.211
1,65,0.891,0.289,-0.477
1,65,0.992,0.082,-0.242
1,65,1.187,0.559,0.359
1,65,1.324,-0.008,0.098
1,65,0.871,-0.148,-0.250
1,65,0.930,0.391,-0.488
1,65,0.969,0.250,-0.234
1,65,1.059,0.480,0.375
1,65,1.172,-0.066,0.156
1,65,0.883,-0.219,-0.211
1,65,0.754,0.230,-0.527
1,65,1.051,0.145,-0.250
1,65,1.117,0.465,0.449
1,65,1.207,0.035,0.055
1,65,0.801,-0.066,-0.141
1,65,0.938,0.293,-0.496
1,65,1.098,0.133,-0.207
1,65,0.988,0.590,0.426
1,65,1.285,-0.148,0.031
1,65,0.926,-0.164,-0.184
1,65,1.020,0.297,-0.461
1,65,1.102,-0.031,-0.238
1,65,1.250,0.539,0.355
1,65,1.070,0.145,0.191
1,65,0.914,-0.410,-0.191
1,65,1.012,0.328,-0.484
1,65,1.023,0.066,-0.223
1,65,1.152,0.539,0.391
1,65,1.145,0.078,0.090
1,65,0.863,-0.098,-0.160
1,65,0.992,0.145,-0.445
1,65,1.098,0.012,-0.207
1,65,1.062,0.598,0.426
1,65,1.238,-0.023,0.023
1,65,0.855,-0.176,-0.187
1,65,1.047,0.148,-0.551
1,65,1.102,-0.016,-0.199
1,65,0.977,0.523,0.363
1,65,1.187,0.086,0.133
1,65,0.867,-0.039,-0.242
1,65,0.938,0.277,-0.574
1,65,0.996,0.102,-0.195
1,65,1.137,0.574,0.340
1,65,1.336,-0.020,0.113
1,65,0.902,-0.152,-0.172
1,65,0.863,0.340,-0.434
1,65,1.082,0.242,-0.215
1,65,1.066,0.598,0.355
1,65,1.215,-0.082,-0.008
1,65,1.090,-0.281,-0.285
1,65,0.793,0.391,-0.441
1,65,1.047,0.160,-0.250
1,65,1.336,0.336,0.379
1,65,0.977,0.012,0.133
1,65,1.031,-0.324,-0.211
1,65,0.887,0.445,-0.574
1,65,0.973,0.129,-0.219
1,65,1.152,0.457,0.336
1,65,1.105,-0.141,0.129
1,65,0.949,-0.262,-0.254
1,65,0.750,0.336,-0.473
1,65,1.023,0.242,-0.238
1,65,1.219,0.551,0.328
1,65,1.098,0.133,0.160
1,65,0.914,-0.387,-0.207
1,65,0.914,0.312,-0.461
1,65,1.023,0.066,-0.246
1,65,1.199,0.523,0.391
1,65,1.152,0.031,0.117
1,65,0.836,-0.133,-0.187
1,65,0.926,0.191,-0.535
1,65,1.082,0.031,-0.227
1,65,1.047,0.645,0.414
1,65,1.191,-0.027,0.031
1,65,0.824,-0.199,-0.184
1,65,1.133,0.203,-0.520
1,65,1.090,0.008,-0.234
1,65,1.035,0.418,0.430
1,65,1.324,0.051,0.047
1,65,0.879,-0.066,-0.094
1,65,0.910,0.211,-0.559
1,65,1.066,0.078,-0.184
1,65,1.062,0.504,0.438
1,65,1.375,-0.133,0.039
1,65,0.879,-0.070,-0.207
1,65,1.008,0.109,-0.543
1,65,1.098,-0.008,-0.223
1,65,0.973,0.621,0.438
1,65,1.129,-0.035,0.035
1,65,0.891,-0.320,-0.250
1,65,1.035,0.184,-0.461
1,65,1.066,0.047,-0.211
1,65,1.148,0.477,0.391
1,65,1.172,0.121,0.102
1,65,0.832,-0.086,-0.148
1,65,0.895,0.285,-0.477
1,65,1.066,0.051,-0.187
1,65,1.047,0.563,0.410
1,65,1.281,-0.051,0.016
1,65,0.918,-0.156,-0.184
1,65,1.078,0.098,-0.469
1,65,1.090,-0.035,-0.203
1,65,1.285,0.551,0.359
1,65,0.980,0.113,0.137
1,65,0.891,-0.406,-0.262
1,65,0.961,0.320,-0.566
1,65,1.020,0.078,-0.215
1,65,1.113,0.570,0.348
1,65,1.133,0.043,0.117
1,65,0.949,-0.164,-0.164
1,65,0.910,0.152,-0.605
1,65,1.090,0.023,-0.199
1,65,1.039,0.652,0.418
1,65,1.195,-0.039,-0.004
1,65,0.941,-0.254,-0.187
1,65,0.813,0.234,-0.449
1,65,1.066,0.199,-0.230
1,65,0.969,0.449,0.375
1,65,1.203,0.012,0.047
1,65,0.855,-0.055,-0.102
1,65,0.965,0.266,-0.516
1,65,1.121,0.105,-0.191
1,65,1.066,0.559,0.332
1,65,1.305,-0.180,0.027
1,65,0.934,-0.172,-0.191
1,65,0.805,0.305,-0.453
1,65,1.121,-0.031,-0.234
1,65,1.242,0.484,0.355
1,65,1.117,0.164,0.164
1,65,0.895,-0.320,-0.203
1,65,1.074,0.309,-0.512
1,65,1.031,0.047,-0.223
1,65,1.117,0.492,0.379
1,65,1.207,0.043,0.051
1,65,0.793,-0.125,-0.172
1,65,0.922,0.234,-0.457
1,65,1.105,0.012,-0.211
1,65,1.070,0.555,0.422
1,65,1.258,-0.066,0.004
1,65,0.906,-0.129,-0.203
1,65,1.156,0.137,-0.531
1,65,1.078,-0.016,-0.207
