course_id,course_title,url,price,num_subscribers,num_reviews,num_lectures,level,Rating,content_duration,published_timestamp,subject
784544,HTML Introduction Course: Learn HTML in 2 hours!!!,https://www.udemy.com/html-introduction-course-learn-html-in-2-hours/,0,7304,368,28,Beginner Level,0.64,2,2016-03-08T15:24:31Z,Subject: Web Development
718426,Create a Dynamic User Registration Form from scratch,https://www.udemy.com/create-a-dynamic-user-registration-form-from-scratch/,100,7213,50,38,All Levels,0.73,3,2016-01-09T04:31:40Z,Subject: Web Development
481696,Code & Grow Rich: Earn More As An Entrepreneur Or Developer,https://www.udemy.com/code-grow-rich-earn-more-as-an-entrepreneur-or-developer/,200,7211,52,491,All Levels,0.29,57,2016-02-10T01:09:19Z,Subject: Web Development
1241518,Node Package Manager Course: Build and Publish NPM Modules,https://www.udemy.com/node-package-manager-course-build-and-publish-npm-modules/,30,7196,8,38,All Levels,0.47,6.5,2017-06-06T17:56:50Z,Subject: Web Development
928858,Learn How To Build A Professional Web Site By Using Joomla,https://www.udemy.com/learn-how-to-build-a-professional-web-site-by-using-joomla/,70,7184,22,29,All Levels,0.34,4,2016-08-11T21:03:21Z,Subject: Web Development
989452,Complete JQuery And JQuery UI Course For Beginner,https://www.udemy.com/complete-jquery-and-jquery-ui-course-for-beginner/,80,7169,277,20,All Levels,0.16,1,2016-10-27T21:56:49Z,Subject: Web Development
531954,Projects in AngularJS - Learn by building 10 Projects,https://www.udemy.com/learn-angularjs-development/,40,7146,629,77,Beginner Level,0.89,14.5,2015-06-25T19:00:56Z,Subject: Web Development
716310,Create a Powerful Website with the Cool Bootstrap Framework,https://www.udemy.com/e107-tutorial-for-beginner-build-bootstrap-website/,0,7142,41,25,All Levels,0.18,4,2016-02-02T23:35:43Z,Subject: Web Development
65493,Kids Coding - Beginners CSS,https://www.udemy.com/kids-coding-beginners-css/,100,7130,30,17,Intermediate Level,0.8,1,2013-07-25T19:55:43Z,Subject: Web Development
584786,JavaScript HTML CSS Project make a Quiz Tutorial,https://www.udemy.com/javascript-html-css-project-make-a-quiz-tutorial/,95,7130,39,24,Intermediate Level,0.3,2,2015-08-18T18:37:17Z,Subject: Web Development
106178,Become a Heroku Rails Ninja: Expert Level Deployment Tools,https://www.udemy.com/become-a-heroku-rails-ninja/,50,7090,52,30,All Levels,0.78,8.5,2014-02-15T16:03:28Z,Subject: Web Development
1217948,Learn How To Become a Web Developer From Scratch,https://www.udemy.com/learn-how-to-become-a-front-end-web-developer-from-scratch/,200,7062,72,172,Beginner Level,0.61,11,2017-05-28T19:38:52Z,Subject: Web Development
1252630,React JS - Mastering Redux,https://www.udemy.com/react-js-mastering-redux/,100,7059,116,58,Beginner Level,0.75,5,2017-06-19T21:39:14Z,Subject: Web Development
1009254,"Beginner API development in Node, Express, ES6, & MongoDB",https://www.udemy.com/api-development/,165,7057,655,65,Beginner Level,0.74,18.5,2016-11-12T18:53:51Z,Subject: Web Development
1041426,How To Build And Make A Wordpress Website From Scratch 2017,https://www.udemy.com/how-to-build-and-make-a-wordpress-website-from-scratch-2017/,0,7055,166,24,All Levels,0.96,2,2017-01-24T04:59:20Z,Subject: Web Development
389018,How to Create a Wordpress Website from Scratch - No Coding,https://www.udemy.com/how-to-create-a-wordpress-website-from-scratch-no-coding/,20,7018,28,38,All Levels,0.16,3,2015-07-30T18:16:29Z,Subject: Web Development
462668,How To Build A Website From Scratch + Blogging Blueprint,https://www.udemy.com/how-to-build-a-website-from-scratch-blogging-blueprint/,20,7017,37,28,Intermediate Level,0.71,3.5,2015-04-08T17:39:03Z,Subject: Web Development
11153,Learn jQuery: An In-depth Course For Beginners,https://www.udemy.com/jquery/,50,7014,95,62,All Levels,0.54,4.5,2011-11-29T01:29:11Z,Subject: Web Development
1227322,React vs Angular vs Vue.js by Example,https://www.udemy.com/react-vs-angular-vs-vuejs-by-example/,0,6958,132,30,All Levels,0.53,3.5,2017-06-02T21:57:07Z,Subject: Web Development
451938,How To Setup a Micro-Blog in 3 Easy Steps,https://www.udemy.com/setup-your-own-micro-blog-in-3-easy-steps/,25,6937,22,7,Beginner Level,0.76,1,2015-03-20T18:49:20Z,Subject: Web Development
1191946,Getting Started with Angular 2+,https://www.udemy.com/getting-started-with-angular-2/,0,6909,401,14,Beginner Level,0.78,2,2017-04-27T22:25:40Z,Subject: Web Development
511838,The Advanced Web Developer Course,https://www.udemy.com/the-advanced-web-developer-course/,100,6890,99,90,Beginner Level,0.96,10.5,2015-06-03T18:21:21Z,Subject: Web Development
1024888,How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,https://www.udemy.com/how-to-make-a-modern-wordpress-blog-2017-create-your-blog/,0,6856,137,19,All Levels,0.62,2,2016-11-29T23:01:43Z,Subject: Web Development
140238,Become a Professional Web Developer | Version 3.0,https://www.udemy.com/web-development-tutorials/,200,6851,276,454,All Levels,0.94,60,2014-01-21T12:31:24Z,Subject: Web Development
125806,Comprehensive JavaScript Programming,https://www.udemy.com/comprehensive-javascript-programming/,20,6760,84,27,Beginner Level,0.47,3,2013-11-26T23:59:20Z,Subject: Web Development
288466,Become a Kick-Ass Web Developer: From Newbie to Pro,https://www.udemy.com/become-a-web-developer/,200,6751,44,353,Intermediate Level,0.17,48.5,2014-10-02T15:47:45Z,Subject: Web Development
730542,Introduction to Voice Design with Amazon's Alexa,https://www.udemy.com/amazonalexa/,0,6742,1036,6,Beginner Level,0.63,0.6833333333,2016-01-18T00:18:08Z,Subject: Web Development
1105778,A-Frame WebVR Programming Tutorial Series (Virtual Reality),https://www.udemy.com/a-frame-webvr/,40,6648,16,22,All Levels,0.15,1.5,2017-05-24T05:25:53Z,Subject: Web Development
812588,The Complete jQuery Course: From Beginner To Advanced!,https://www.udemy.com/jquery-tutorial/,195,6636,302,50,All Levels,0.66,6,2016-05-26T19:10:29Z,Subject: Web Development
65492,Kids Coding - Beginner HTML,https://www.udemy.com/kids-coding-beginner-html/,20,6628,53,19,Beginner Level,0.82,1,2013-07-19T20:44:50Z,Subject: Web Development
670034,Advanced Javascript,https://www.udemy.com/top-javascript-interview-questions-and-answers/,200,6601,1304,26,Beginner Level,0.15,3.5,2015-11-21T06:56:33Z,Subject: Web Development
242574,Object Oriented Programming (OOP) in PHP - Build An OOP Site,https://www.udemy.com/object-oriented-programming-in-php/,20,6588,721,36,Beginner Level,0.43,2,2014-06-17T07:34:03Z,Subject: Web Development
1027812,Build A Weather App With Ajax Using Open Weather Map API,https://www.udemy.com/build-a-weather-app-with-ajax-using-open-weather-map-api/,20,6548,44,38,All Levels,0.79,4,2016-12-01T21:49:26Z,Subject: Web Development
832862,Meteor and React for Realtime Apps,https://www.udemy.com/meteor-react-tutorial/,140,6527,1384,111,All Levels,0.24,9,2016-05-23T16:51:48Z,Subject: Web Development
565282,Learn To Create Different Website Layouts & Media Queries,https://www.udemy.com/websitelayouts/,195,6510,45,22,All Levels,0.27,2,2015-08-11T22:26:38Z,Subject: Web Development
611308,Complete PHP and MySql Course: From Beginner to Professional,https://www.udemy.com/complete-php-mysql-course-for-beginners-start-to-finish/,200,6508,137,90,Beginner Level,0.87,6.5,2015-10-05T21:01:37Z,Subject: Web Development
473548,PHP OOP: Object Oriented Programming for beginners + Project,https://www.udemy.com/oop-php-object-oriented-programing-with-project-1-course/,200,6497,901,221,Intermediate Level,0.11,18,2015-06-03T22:40:09Z,Subject: Web Development
552598,WordPress in under an hour - Create/manage your own website!,https://www.udemy.com/learn-wordpress-in-57-minutes/,0,6474,86,15,Beginner Level,0.05,1,2015-07-15T00:21:56Z,Subject: Web Development
1161118,Dive Into Docker: The Docker Course for Developers,https://www.udemy.com/dive-into-docker-the-complete-docker-course-for-developers/,0,6437,313,22,All Levels,0.34,1.5,2017-04-14T22:57:32Z,Subject: Web Development
877124,The Complete jQuery Course - From Beginner to Professional!,https://www.udemy.com/complete-jquery-developer-course-beginner-to-pro/,200,6420,134,188,All Levels,0.75,22.5,2016-06-20T22:59:31Z,Subject: Web Development
389240,How to Make a Website Without Coding- WordPress & Web Skills,https://www.udemy.com/make-a-website-without-code-wordpress-course/,30,6413,107,123,All Levels,0.31,9,2015-04-28T17:32:23Z,Subject: Web Development
1109926,GraphQL with React: The Complete Developers Guide,https://www.udemy.com/graphql-with-react-course/,150,6412,987,114,Beginner Level,0.77,13,2017-02-14T22:55:58Z,Subject: Web Development
883706,Wordpress Beginner Tutorial: Build Your First Website,https://www.udemy.com/wordpress-beginner-tutorial-build-your-first-website/,0,6402,104,23,Beginner Level,0.5,1.5,2016-06-21T03:29:46Z,Subject: Web Development
366720,CSS Image filters - The modern web images color manipulation,https://www.udemy.com/super-awesome-images-with-css-image-filters/,0,6315,53,16,All Levels,0.06,1.5,2014-12-10T19:43:40Z,Subject: Web Development
651780,jQuery For Beginners : A Basic Introduction,https://www.udemy.com/jquery-for-beginners-a-basic-introduction/,65,6293,165,8,Beginner Level,0.6,1,2015-11-03T18:17:38Z,Subject: Web Development
73080,Step-by-step HTML and CSS for Absolute Beginners,https://www.udemy.com/step-by-step-html-and-css-for-absolute-beginners/,120,6162,324,43,Expert Level,0,4,2013-08-26T19:10:57Z,Subject: Web Development
477702,Python for Beginners: Python Programming Language | Tutorial,https://www.udemy.com/python-course/,150,6153,125,84,All Levels,0,5,2015-06-14T18:18:57Z,Subject: Web Development
823996,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",https://www.udemy.com/fullstack-javascript/,50,6134,93,15,Beginner Level,0.98,2,2016-04-17T20:13:31Z,Subject: Web Development
959586,Javascript from Beginner to Advanced Level,https://www.udemy.com/javascript-from-beginner-to-advanced-level/,195,6134,160,50,All Levels,0.14,6.5,2016-12-19T14:40:00Z,Subject: Web Development
326244,"Installing Wordpress 4 - Installation, Registrars & Hosting",https://www.udemy.com/installing-wordpress-domain-registrars-and-web-hosting/,45,6117,188,28,All Levels,0.76,2.5,2014-10-31T07:21:32Z,Subject: Web Development
1009452,Build Enterprise Applications with Angular 2 (and Angular 4),https://www.udemy.com/angular2-advanced/,190,6082,848,135,Beginner Level,0.3,9.5,2016-11-22T14:55:35Z,Subject: Web Development
328476,Complete ASP NET MVC Web Development - Newbie to Ninja!,https://www.udemy.com/better-web-development-pro-techniques-for-success/,195,6073,627,66,All Levels,0.51,9,2014-11-24T21:10:49Z,Subject: Web Development
399640,Intro To HTML & CSS: Web Development For Beginners,https://www.udemy.com/intro-to-html-and-css-basics/,20,6008,203,35,All Levels,0.76,4,2015-01-24T18:32:40Z,Subject: Web Development
628430,JavaScript project Learn to create a memory Game and more,https://www.udemy.com/javascript-project-learn-to-create-a-memory-game-and-more/,95,6000,21,25,All Levels,0.2,1.5,2015-10-02T17:26:20Z,Subject: Web Development
665042,8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive,https://www.udemy.com/8-beautiful-ruby-on-rails-apps-in-30-days/,100,5962,466,132,Beginner Level,1,16,2016-03-08T07:36:40Z,Subject: Web Development
178640,Introduction to Web Development,https://www.udemy.com/introduction-to-web-development2/,50,5921,35,42,All Levels,0.01,4.5,2014-03-11T19:43:30Z,Subject: Web Development
886614,Accelerated ES6 JavaScript Training,https://www.udemy.com/es6-bootcamp-next-generation-javascript/,110,5811,850,114,All Levels,0.76,6,2016-07-12T18:22:37Z,Subject: Web Development
818990,Git a Web Developer Job: Mastering the Modern Workflow,https://www.udemy.com/git-a-web-developer-job-mastering-the-modern-workflow/,200,5809,1445,61,All Levels,0.36,15,2016-08-28T17:54:07Z,Subject: Web Development
537008,Be a Bootstrap Developer from scratch,https://www.udemy.com/be-a-bootstrap-developer-from-scratch/,100,5800,185,32,Intermediate Level,0.88,3.5,2015-07-20T20:38:56Z,Subject: Web Development
98140,Introduction to Bootstrap 3,https://www.udemy.com/introduction-to-bootstrap-3/,20,5795,79,29,All Levels,0,2.5,2013-09-27T03:11:22Z,Subject: Web Development
1140532,Explore JavaScript Beginners Guide to Coding JavaScript,https://www.udemy.com/javascript-beginners-course/,200,5739,26,29,Beginner Level,0.94,2.5,2017-03-12T21:38:57Z,Subject: Web Development
1254172,Responsive PHP Registration Form: From Scratch,https://www.udemy.com/responsive-php-registration-form/,95,5738,9,35,All Levels,0.5,4,2017-06-28T23:35:31Z,Subject: Web Development
476408,"Learn HTML, A practical guide from scratch to HTML 5",https://www.udemy.com/learn-html-a-practical-guide-from-scratch-to-html-5/,100,5715,52,31,Intermediate Level,0.89,3,2015-04-26T12:35:16Z,Subject: Web Development
945602,PHP User Login Registration Script With All Features,https://www.udemy.com/php-user-login-registration-system/,200,5603,46,47,Beginner Level,0.76,4,2016-10-02T19:14:23Z,Subject: Web Development
1181900,Interactive Dynamic JavaScript for beginners DOM,https://www.udemy.com/javascript-dom/,200,5559,35,21,All Levels,0.88,2,2017-04-18T17:16:33Z,Subject: Web Development
32649,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,https://www.udemy.com/learning-php-and-mysql-development-the-easy-way/,50,5549,92,143,All Levels,0.76,15.5,2012-12-15T15:22:52Z,Subject: Web Development
309370,Bootstrap 3 -> Profitable WordPress Theme Development!,https://www.udemy.com/bootstrap-wordpress/,40,5547,80,40,All Levels,0.8,3.5,2014-10-22T17:39:21Z,Subject: Web Development
1248974,Learn Bootstrap 4 by Example,https://www.udemy.com/learn-bootstrap-4-by-example/,0,5542,54,9,All Levels,0.18,1,2017-06-12T20:30:50Z,Subject: Web Development
380178,Web Hosting Introduction: How to Publish Your Website Online,https://www.udemy.com/web-hosting-introduction/,0,5533,137,11,Beginner Level,0.14,1,2015-02-09T00:55:50Z,Subject: Web Development
760752,JavaScript Basics for Beginners Introduction to coding,https://www.udemy.com/learn-javascript-for-beginners-introduction-to-coding-course/,150,5495,52,18,Beginner Level,0.89,1.5,2016-02-17T04:53:50Z,Subject: Web Development
426196,JavaScript from Beginner to Expert,https://www.udemy.com/javascript-from-beginner-to-expert-bring-life-to-your-site/,125,5484,439,92,All Levels,0.67,12.5,2015-05-18T21:54:08Z,Subject: Web Development
72262,1 hour jQuery,https://www.udemy.com/1-hour-jquery/,100,5456,133,25,Beginner Level,0.8,1,2013-08-03T14:20:52Z,Subject: Web Development
1229274,WP Plugin Development - Build your own plugin!,https://www.udemy.com/wp-plugin-development-build-your-own-plugin/,200,5439,22,24,Beginner Level,0.94,4,2017-06-13T18:39:12Z,Subject: Web Development
374590,Create a Professional Website Without Programming/Coding,https://www.udemy.com/create-professional-websites/,0,5421,93,20,Beginner Level,0.34,1.5,2015-01-17T09:15:37Z,Subject: Web Development
297044,Learn WCF And Web APIs From Scratch,https://www.udemy.com/learn-wcf-and-web-apis-from-scratch/,50,5398,358,83,Beginner Level,0.58,10.5,2014-10-08T02:50:31Z,Subject: Web Development
1127988,Angular Tutorial For Beginners,https://www.udemy.com/angular-tutorial-for-beginners/,0,5397,112,36,All Levels,0.14,2.5,2017-02-28T04:07:50Z,Subject: Web Development
342084,Start Your Own Forum Website in 15 Minutes,https://www.udemy.com/forum-web-development/,40,5387,38,15,All Levels,0.96,1,2015-01-26T16:19:40Z,Subject: Web Development
573716,Learn PHP Programming for Absolute Beginners,https://www.udemy.com/learn-php-programming-for-absolute-beginners/,35,5368,78,20,All Levels,0.32,2,2015-08-05T18:47:48Z,Subject: Web Development
846210,Learn HTML in 2 hours!,https://www.udemy.com/learn-html5-in-2-hours/,0,5351,235,13,Intermediate Level,0.76,1.5,2016-05-17T19:11:43Z,Subject: Web Development
921474,The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,https://www.udemy.com/the-complete-devops-engineer-course-20-java-kubernetes/,195,5335,105,117,All Levels,0.7,14,2016-08-06T20:53:04Z,Subject: Web Development
1144726,Build a Real-world App with ASP.NET Core and Angular 2 (4+),https://www.udemy.com/aspnet-core-angular/,190,5332,828,160,Beginner Level,0.52,10.5,2017-03-27T21:58:48Z,Subject: Web Development
629044,Inspirational Web Development - A Beginner Approach -,https://www.udemy.com/inspirational-web-development-level-0/,20,5328,47,28,Beginner Level,0.78,3.5,2016-01-24T22:03:49Z,Subject: Web Development
1103448,Learn how to convert PSD to HTML and CSS responsive,https://www.udemy.com/learn-how-to-convert-psd-to-html-and-css-responsive/,30,5324,52,14,All Levels,0.47,2.5,2017-02-10T16:51:09Z,Subject: Web Development
504316,Learn Jquery from Scratch 2-Hour Training,https://www.udemy.com/jquery_complete/,20,5318,56,13,All Levels,0.78,1.5,2015-07-16T00:40:57Z,Subject: Web Development
1054814,Learn to Create Responsive Layouts in 30 Minutes,https://www.udemy.com/learn-to-create-responsive-layouts-in-30-minutes/,0,5301,174,6,Beginner Level,0.58,0.5,2017-01-17T22:26:51Z,Subject: Web Development
904462,The Complete Elixir and Phoenix Bootcamp,https://www.udemy.com/the-complete-elixir-and-phoenix-bootcamp-and-tutorial/,50,5279,1375,123,Beginner Level,0.33,14.5,2016-10-27T22:44:29Z,Subject: Web Development
554570,"Building a Portfolio in 90 minutes ( HTML, CSS, Js )",https://www.udemy.com/build-a-portfolio-website-in-90-minutes-html-css-js/,20,5272,111,24,Beginner Level,0.47,2,2015-07-28T18:09:41Z,Subject: Web Development
951060,Web Design How to Create a Website HTML CSS Bootstrap,https://www.udemy.com/how-to-create-a-website-html-css-bootstrap/,75,5263,29,29,All Levels,0.14,2,2016-09-12T13:14:13Z,Subject: Web Development
581256,Django Tutorial: Build Your First App Fast & Free!,https://www.udemy.com/create-your-first-django-website-fast-free/,20,5228,180,27,All Levels,0.3,2.5,2015-09-08T00:17:23Z,Subject: Web Development
997814,Angular 2 & TypeScript Beginner Web Development,https://www.udemy.com/angular2/,200,5211,414,133,All Levels,0.46,19.5,2016-11-14T00:44:48Z,Subject: Web Development
1068590,Wordpress Website Mastery 2017,https://www.udemy.com/wordpress-website-mastery-2017/,0,5181,64,22,Beginner Level,0.37,2.5,2017-01-18T17:01:40Z,Subject: Web Development
554384,Spring Framework 4 (Java Enterprise JEE) with AngularJS,https://www.udemy.com/java-spring-mvc-framework-with-angularjs-by-google-and-html5/,95,5177,318,70,Beginner Level,0.67,13.5,2015-09-21T23:12:59Z,Subject: Web Development
970600,REST APIs with Flask and Python,https://www.udemy.com/rest-api-flask-and-python/,110,5151,737,115,All Levels,0.14,12.5,2016-11-06T19:00:38Z,Subject: Web Development
883002,Learn Angular 2 Development By Building 12 Apps,https://www.udemy.com/learn-angular-2-development-by-building-10-apps/,50,5143,941,80,Beginner Level,0.66,12,2016-07-01T21:20:38Z,Subject: Web Development
507992,Wordpress For Beginners: Create a Professional Website,https://www.udemy.com/learn-how-to-create-a-website-with-wordpress/,200,5129,183,35,Beginner Level,0.68,1.5,2015-06-07T18:57:30Z,Subject: Web Development
874960,"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",https://www.udemy.com/build-a-responsive-website-with-html5-css3-and-bootstrap-4/,20,5125,395,53,Expert Level,0.74,7,2016-08-09T17:53:33Z,Subject: Web Development
527952,PHP for Beginners: How to Build an E-Commerce Store,https://www.udemy.com/php-for-beginners-how-to-build-an-ecommerce-store/,100,5117,463,138,Beginner Level,0.53,14.5,2015-07-17T18:52:45Z,Subject: Web Development
780056,How To Create Your Very First Website With HTML and CSS,https://www.udemy.com/how-to-create-a-website-with-html-and-css/,100,5097,196,37,Beginner Level,0.56,2,2016-04-09T01:56:01Z,Subject: Web Development
405818,Javascript for Beginners Learn by Doing Practical Exercises,https://www.udemy.com/javascript-for-beginners-introduction-learn-fast-easy/,100,5089,685,29,All Levels,0.74,3.5,2015-01-31T02:24:19Z,Subject: Web Development
151956,Responsive Web Design: Made Easy,https://www.udemy.com/responsive-web-design-made-easy/,195,5085,106,27,All Levels,0.64,6.5,2014-02-13T08:32:31Z,Subject: Web Development
543090,Introduction to Coding with Ruby,https://www.udemy.com/newbie-to-ruby/,45,5077,126,66,All Levels,0.99,3.5,2015-07-22T18:23:06Z,Subject: Web Development
642696,Build a Website in 30 Minutes,https://www.udemy.com/30-minute-website/,95,5065,40,12,All Levels,0.99,0.5333333333,2015-11-13T18:02:28Z,Subject: Web Development
358508,Create Jekyll blog and host it on Github like a Ninja,https://www.udemy.com/create-free-jekyll-blog-on-github-pages-like-a-ninja/,20,5056,74,11,All Levels,0.99,2,2014-12-13T04:48:15Z,Subject: Web Development
375136,Rock Solid Wordpress Security - Secure Web Development,https://www.udemy.com/rock-solid-wordpress-security-secure-wordpress-easily/,0,5052,92,23,Intermediate Level,0.99,1.5,2014-12-28T01:13:28Z,Subject: Web Development
1218130,React VR - Creating Virtual Reality Apps,https://www.udemy.com/react-vr/,80,5026,72,43,Intermediate Level,0.99,3,2017-05-17T20:36:49Z,Subject: Web Development
861122,Bootstrap 4: Exploring New Features,https://www.udemy.com/bootstrap-40exploring-new-features/,75,5022,38,13,Beginner Level,0.99,1,2016-05-27T21:28:29Z,Subject: Web Development
576722,Simple And Easy: Wordpress For Beginners,https://www.udemy.com/simple-and-easy-wordpress-101/,0,5014,196,32,Intermediate Level,0.99,3,2015-08-09T23:12:40Z,Subject: Web Development
708558,Learn HTML Basics From Scratch,https://www.udemy.com/learn-html-from-scratch/,0,5004,52,21,All Levels,0.99,3,2015-12-29T19:01:04Z,Subject: Web Development
306556,Backbone Tutorial: Learn Backbonejs from Scratch,https://www.udemy.com/backbonejs-tutorial/,90,4957,634,60,Beginner Level,0.99,5.5,2014-10-27T07:29:00Z,Subject: Web Development
988982,Laravel Deployment - Launch your Laravel Application Online,https://www.udemy.com/laravel-deployment/,0,4905,101,13,Beginner Level,0.99,1,2016-10-22T20:12:05Z,Subject: Web Development
918870,HTML CSS Learn to create a website from scratch,https://www.udemy.com/html-css-learn-to-create-a-website-from-scratch/,50,4892,49,32,Beginner Level,0.99,2,2016-08-04T21:40:35Z,Subject: Web Development
1002030,Web Development w/ Google’s Go (golang) Programming Language,https://www.udemy.com/go-programming-language/,65,4872,662,171,All Levels,0.99,19,2017-01-17T22:30:33Z,Subject: Web Development
806020,Create Your First Wordpress Site in Under an Hour,https://www.udemy.com/how-to-install-wordpress-/,20,4867,128,12,All Levels,0.99,1,2016-03-30T00:41:00Z,Subject: Web Development
903526,HTML Web Development Crash Course,https://www.udemy.com/html-tutorials/,20,4848,33,17,Beginner Level,0.99,1.5,2016-08-02T21:33:39Z,Subject: Web Development
1115222,Learn and Understand React,https://www.udemy.com/learn-and-understand-react-and-redux-i/,30,4848,105,123,All Levels,0.99,16.5,2017-03-23T16:20:05Z,Subject: Web Development
657710,Ruby on Rails for Complete Beginners,https://www.udemy.com/ruby-on-rails-tutorial-for-complete-beginners/,35,4839,129,84,Beginner Level,0.99,4,2015-11-02T23:07:56Z,Subject: Web Development
575644,Building a Ruby on Rails Application with Neo4j,https://www.udemy.com/building-a-ruby-on-rails-application-with-neo4j/,0,4830,38,7,Beginner Level,0.99,0.5333333333,2015-08-18T19:23:56Z,Subject: Web Development
687466,The complete JavaScript developer: MEAN stack zero-to-hero,https://www.udemy.com/the-complete-javascript-developer-mean-stack-zero-to-hero/,75,4820,983,53,All Levels,0.99,11.5,2015-12-16T00:07:00Z,Subject: Web Development
653754,Css Positioning For Absolute Beginners: A Basic Introduction,https://www.udemy.com/learn-how-css-positioning-works-a/,65,4797,97,11,All Levels,0.99,1,2015-10-30T21:14:58Z,Subject: Web Development
1124970,Javascript ES6! A Complete Reference Guide to Javascript ES6,https://www.udemy.com/javascript-es6-a-complete-reference-guide-to-javascript-es6/,175,4783,41,48,All Levels,0.99,7,2017-04-20T16:22:34Z,Subject: Web Development
53256,Bootstrap Basics: Program Responsive Websites,https://www.udemy.com/code-responsive-website-twitter-bootstrap/,75,4743,393,28,All Levels,0.99,3,2013-08-09T13:02:39Z,Subject: Web Development
837950,Customizr - Learn WordPress with the ultimate creative theme,https://www.udemy.com/wpcustomizrcourse/,0,4735,81,69,Intermediate Level,0.99,5,2016-05-05T19:08:34Z,Subject: Web Development
484872,Learn How to Create Your Own Social Network,https://www.udemy.com/create-your-own-social-network/,50,4732,5,14,All Levels,0.99,2,2015-04-24T23:54:06Z,Subject: Web Development
886300,Accelerated JavaScript Training,https://www.udemy.com/javascript-bootcamp-2016/,110,4720,1017,126,Beginner Level,0.99,7.5,2016-07-12T18:23:35Z,Subject: Web Development
552198,Complete Login and Registration System in PHP and MYSQL,https://www.udemy.com/login-and-registration-system-in-php-and-mysql-step-by-step/,200,4714,149,28,Beginner Level,0.99,4,2015-07-16T22:09:55Z,Subject: Web Development
970874,"Complete AJAX Using Bootstrap, PHP From Basic To Advanced.",https://www.udemy.com/complete-ajax-using-bootstrap-php-from-basic-to-advanced/,195,4708,111,18,Beginner Level,0.21,2.5,2016-10-06T04:49:57Z,Subject: Web Development
,,,,,,,,,,,Subject: Web Development
303514,Projects in CSS,https://www.udemy.com/projects-in-css/,60,4689,216,54,Beginner Level,0.52,10,2014-09-23T06:13:59Z,Subject: Web Development
959604,Angular JS Essentials,https://www.udemy.com/angular-js-crash-course/,195,4687,99,24,All Levels,0.14,4,2017-01-03T15:31:13Z,Subject: Web Development
416282,How to Build Your Own Website with WordPress: A Step-by-Step Guide,https://www.udemy.com/build-your-own-website-with-wordpress-a-step-by-step-guide/,95,4675,15,56,Beginner Level,0.15,6,2015-03-05T01:18:27Z,Subject: Web Development
1114060,Flask Tutorial Step by Step,https://www.udemy.com/python-flask-tutorial-step-by-step/,0,4645,171,19,All Levels,0.96,2,2017-02-28T16:27:45Z,Subject: Web Development
621022,Projects in MongoDB - Learn MongoDB Building Projects,https://www.udemy.com/projects-in-mongodb/,50,4628,247,93,Intermediate Level,0.2,12,2015-09-28T20:22:39Z,Subject: Web Development
1023070,Creating FaceBook Design Using Bootstrap - Handson Project,https://www.udemy.com/facebook-design-using-bootstrap/,80,4616,20,19,All Levels,0.45,2,2016-12-06T23:46:15Z,Subject: Web Development
495484,JavaScript for beginners with live examples,https://www.udemy.com/javascript-from-basic-fundamentals-to-advanced/,195,4587,46,49,Beginner Level,0.14,4,2015-09-29T21:41:16Z,Subject: Web Development
1178394,Devtools 2017: The Basics of Chrome Developer Tools,https://www.udemy.com/devtools-2017-the-basics-of-chrome-developer-tools/,0,4569,108,18,All Levels,0.11,1,2017-04-14T16:58:12Z,Subject: Web Development
669536,Hit the ground running with AngularJS with Dion Yang,https://www.udemy.com/hit-the-ground-running-with-angularjs-with-dion-yang/,100,4563,49,13,Beginner Level,0.89,1.5,2015-11-26T17:16:53Z,Subject: Web Development
576694,Ultimate WordPress Plugin Course,https://www.udemy.com/wordpress-plugin-course/,100,4537,415,49,Beginner Level,0.89,9,2015-08-20T20:32:31Z,Subject: Web Development
681514,Complete PHP Course with OOP Start to Finish!,https://www.udemy.com/complete-object-oriented-programming-in-php-start-to-finish/,200,4529,54,29,All Levels,0.89,2,2015-11-26T22:25:33Z,Subject: Web Development
764076,Learn Bootstrap3 With Multi Purposes Single Page Layout,https://www.udemy.com/single-page-layout-with-bootstrap/,0,4503,146,122,All Levels,0.89,21,2016-02-16T21:59:01Z,Subject: Web Development
1106646,Laravel Blog Development Starter,https://www.udemy.com/laravel-blog-development/,0,4499,138,20,Beginner Level,0.89,2,2017-02-14T00:38:18Z,Subject: Web Development
982860,Django + AngularJS for a Powerful Web Application,https://www.udemy.com/django-angularjs/,95,4463,59,36,Beginner Level,0.89,5.5,2016-10-13T17:34:00Z,Subject: Web Development
825354,React.js Quickly: Developing Scalable Web User Interfaces,https://www.udemy.com/react-quickly/,50,4447,76,24,Beginner Level,0.89,4,2016-04-19T17:27:00Z,Subject: Web Development
791030,Power up HTML5 with JavaScript,https://www.udemy.com/power-up-html5-with-javascript/,100,4442,23,28,Beginner Level,0.89,2,2016-03-15T18:03:33Z,Subject: Web Development
