tweet,date,time,timezone,urls,language
Blockchain Indexing Startup nxyz Raises $40M In Funding Led By Paradigm  https://t.co/75xdvLXVoF,2022-10-13,03:57:02,0,['http://dlvr.it/SZztW2'],en
Our team won the IU Idea to Startup pitch competition! 💪Very proud of how far we have come. Internal funding➡️ screens➡️lead compounds➡️in vivo assays. Led by two (previously) NTT women faculty 👩‍🔬👩‍🔬 and experiments by students!   Stay tuned…company startup to be announced soon!,2022-10-13,22:33:54,0,[],en
"that literally the diversity people are chasing and want?  We read countless stories about how startup founders didn't get funding because their skin was the wrong colour, they were the wrong gender or lived in the wrong places.   Why not fully embrace this medium for what it is?",2022-10-13,22:30:55,0,[],en
Check out the latest article in my newsletter: Stand out of the crowd @money2020 /20   https://t.co/3EJMFrHDwu via @LinkedIn #fintech #payments #innovation #fintechstartup #FinTechNews #FintechConf2022 #paymentsolutions @Fintechnext1 #startups #funding #VentureCapital #founder,2022-10-13,22:25:57,0,['https://www.linkedin.com/pulse/stand-out-crowd-money-2020-sheela-ursal'],en
"@TheRealDavey2 Agreed, payments is a race to the bottom on margins as there is no stickiness/real variety to the products.  Mortgage startups is the other one that baffles me. Small lenders taking on banks with much lower funding costs.",2022-10-13,22:23:21,0,[],en
Invest India – Assistant Manager – States Engagement – Startup India (2-4 yrs)  https://t.co/HxS5gDrEyY,2022-10-13,22:20:53,0,['https://hindi.mehramedia.com/2022/10/14/invest-india-assistant-manager-states-engagement-startup-india-2-4-yrs/'],en
"6 AI startups and the pitch decks they used to raise funding from investors like Goldman Sachs, Tiger Global, and Microsoft's M12 Artificial-intelligence, machine-learning, and data-analysis AI technologi...  https://t.co/RZl2pAGnyD  https://t.co/KKn8tbqDCK",2022-10-13,22:18:07,0,['https://www.businessinsider.com/pitch-decks-ai-startups-raise-funding-from-vc-investors-2022-9'],en
"If you enjoyed this thread: 1. Follow @makers_fellow for more tips and simplified news about tech, #startups and VC 🙌 2. RT and share this content with your audience ✔️ 4. Share your thoughts 💬  https://t.co/wrfdmkvQlW",2022-10-13,22:17:14,0,['https://twitter.com/makers_fellow/status/1580596986889191424?s=20&t=I4xT5oEpVC-7OYKRsJgWqQ'],en
"3 trends I’m following in the healthcare industry:  1. Increased digital health funding into workflow startups   2. Retailers (cvs, Walmart, Walgreens) launching clinical trials vertical  3. Increased attention and investment into home health",2022-10-13,22:14:51,0,[],en
Starting out in venture capital and finding ways to make revenue for your startup is crucial. But how do you start? Easy answer? By reading this blog!  Read more 👉  https://t.co/rUQLoyL7hY  #Revenue #Startups #Monetize #BusinessSuccess #EssentialTips  https://t.co/ZuFETOOR7U,2022-10-13,22:13:11,0,['https://lttr.ai/3VqC'],en
"My answer to the Quora question ""Do I need to have a revenue to get an angel funding?""  https://t.co/Md3NYi6Wr9 #angelinvesting #startup",2022-10-13,22:11:48,0,['https://qr.ae/pG61iF'],en
"We shouldn’t conflate lower valuations with the quality of startups. Digitization continues across all sectors, founders continue to build solid companies, and VCs continue to invest. #venturecapital   https://t.co/jymt0wzKsa",2022-10-13,22:11:18,0,['https://on.ft.com/3esIIMa'],en
Brigade REAP to boost investment in prop-tech startups - Construction Week India  https://t.co/OK3TePcavh,2022-10-13,22:08:38,0,['http://dlvr.it/Sb2cnV'],en
Financial technology startup NorthOne secures $67M in fresh funding – SiliconANGLE  https://t.co/1o5jww0lyV,2022-10-13,22:05:20,0,['https://nerdshala.com/financial-technology-startup-northone-secures-67m-in-fresh-funding-siliconangle/'],en
"@Coder_E_Gamer @EFRocha1981 @djanck @luix_socialista @jonesjohnnny @guugaluiiz @delucca na nossa sociedade é normal mesmo, mas pra vc que trabalha, é legal não ganhar o justo? é mais ou menos isso, o 'normal' não é justo  E muitas startups que dão certo acabam sendo vendidas pros grandes donos de conglomerados...os burgueses, é o nosso sistema",2022-10-13,22:04:17,0,[],pt
"Refinance or consolidate the merchant cash advance(s) into a lower-rate financing, you'll need to obtain a payoff letter from the current funding company:  https://t.co/a2Ic5RgvYQ #Business #Startup #SmallBiz #Finance #Entrepreneur #Startups #Fintech #Marketing  https://t.co/agSI31E9lC",2022-10-13,22:03:06,0,['https://gudcapital.com/10-best-merchant-cash-advance-tips/'],en
🟢 Comparison of the Top 5 Startup Incubator and Accelerator Programs 🟢  Learn about the pros and cons of the top accelerator/ incubator programs that are designed to mentor startups and provide access to funding sources.  Read the article here: ⬇️⬇️⬇️  https://t.co/SrcXAzghZv  https://t.co/Se6oLh7zNr,2022-10-13,22:01:53,0,['https://predictabledesigns.com/comparison-of-the-top-5-startup-incubator-and-accelerator-programs/'],en
India pilots blockchain-based web portal for police complaints - Tech in Asia #BlockChain #Startups  Use Https to open  https://t.co/fhymKrGjgO,2022-10-13,22:01:49,0,['https://ift.tt/oAWmI01'],en
2️⃣‼️ WEEKS‼️ LEFT‼️⁠ ⁠ Startup Battle USVI is 2 weeks away❗️🔥⁠ ⁠ Are you ready to see the next winner of Startup Battle USVI? RSVPs are open at ⏩️  https://t.co/bgI4c2phRd 🚀  https://t.co/NH7TkYHvQZ,2022-10-13,22:01:26,0,['https://startupbattle.vc'],en
"As part of your expansion plan, you want to know ways to fund your business. #Canada is a great place to explore this option, from angel investment to government grants. #Canada101 will shed a light on the funding options available for you.   🤑  https://t.co/h2TxgND23v  https://t.co/iiXaWbgSku",2022-10-13,22:01:14,0,['https://latamstartups.org/events/'],en
@hackSultan The solution is to bring back @forloopAfrica and @weCodeNG meetups and have seniors volunteer to blitzscale training and development of junior devs by building POCs for startups iteratively for idea labs in Nigerian tech hubs funding these ideas from crowdfunding + perks,2022-10-13,22:00:56,0,[],en
Satispay becomes Italy’s second unicorn after Lee Fixel leads €320m Series D #tech #startups   https://t.co/Jp6vM6j9Ur  https://t.co/PbJ9a38wfi,2022-10-13,22:00:54,0,['https://sifted.eu/articles/satispay-italy-unicorn-lee-fixel-news/'],en
"#Invest in a #homeimprovements #startup bringing transparency, honesty &amp; #privacy to #homeowners with real-time job bidding. #Investing #SaaS #VC #angelinvesting #stocks #investments. https://t.co/c4pAYoYpqq",2022-10-13,22:00:21,0,['https://bit.ly/3RpQVOV'],en
 https://t.co/MSLC4KBRpZ    Gourmey grabs $48 million to keep working on lab-grown foie gras    French startup Gourmey just raised a Series A funding round led by Earlybird Venture...,2022-10-13,22:00:04,0,['https://techcrunch.com/2022/10/05/gourmey-grabs-48-million-to-keep-working-on-lab-grown-foie-gras/?scid=TtinPDscn61m'],en
"Read the latest deals &amp; trends in the tech, consumer &amp; healthcare  https://t.co/E6UhUJku4y  including @Kneron_AI @_HwyHaul @redwirespace @Incyte @sctpackaging @iFoodDS @TractorZoom @eatgourmey   #venturecapital #privateequity #innovation #IP #startups #funding #investmentbanking  https://t.co/MSWwJCWIAu",2022-10-13,21:56:11,0,['https://bit.ly/35DBrVG'],en
Energize's @mcclain_k joined a #VC panel to discuss finding and funding the best #digital industrial tech startups this afternoon at the Dealmakers: Industrial Tech 2022 Salon. Thank you to @Landmark for organizing this event!  https://t.co/Ac4Z1hg8Kw,2022-10-13,21:53:49,0,[],en
"Rain welcomed us to this beautiful City @InsideOsogbo. Fam, let's meet at the Community Meetup with @nickjrowland happening @OpoloGlobal hub, UNIOSUN on Friday 10am. We will be discussing cross-border opportunities in innovation, entrepreneurship &amp; startup funding. See you there!  https://t.co/dHZJyqQOjS",2022-10-13,21:51:20,0,[],en
"@leandro842 @Gomani02670191 @KimKataguiri Sim, um defende mst, invasoes, imposto sindical, fim das reformas, maior corrupção da história, desarmamento, foi contra os Marcos das startups, portos, cabotagem, liberdade econômica, SANEAMENTO...  O outro, o oposto disso  Vc já perdeu a caapcidade de raciocínio próprio, só",2022-10-13,21:50:39,0,[],pt
".@Foxglovedev, a startup building an infrastructure stack for robotics, raised $15 million in Series A funding with participation from StepStone platform manager @AmplifyPartners. More on Foxglove here:  https://t.co/dpRGMvU3eb",2022-10-13,21:50:01,0,['https://bit.ly/3CRnUr0'],en
"Cryptyd Inc., an Egyptian gaming startup obtains funding  https://t.co/jS2ywBQo4r via @Techpressionews",2022-10-13,21:48:38,0,['https://techpression.com/cryptyd-inc-gaming-startup-obtains-funding/'],en
BNB Chain to boost European Web3 startups with DApp incubator program   Cointelegraph By  Savannah Fortis   https://t.co/47LhfKTJLa,2022-10-10,14:11:37,0,['https://cointelegraph.com/news/bnb-chain-to-boost-european-web3-startups-with-dapp-incubator-program'],en
"I’m responding to protect the Working Group Leaders Substantial startup packages, core funding, outstanding environment and",2022-10-13,21:47:32,0,[],en
"News via @TechCrunch: Nigerian Data and Intelligence Company Stears Raises $3.3 Million, Backed by Mac VC and Serena Ventures:   https://t.co/Q7ALpTqaem  @SerenaVentures @MaCVentureCap #data #technology #tech #business #finance #economy #Africa #startup  https://t.co/nRJwAtmRla",2022-10-13,21:45:13,0,['https://bit.ly/3MpvAUy'],en
Here is a website for venture capital which I have NOT researched  Is it legit. Post other VC sources for everyone please   https://t.co/fTrZkGjBRL  #VC #VentureCapital  #startup #startupmoney,2022-10-13,21:33:58,0,['https://www.hustlefund.vc'],en
"Pro tip when building your #startup.  Imagine the wants and needs of your future #clients.  Admittedly, that's much easier when you can actually see them when looking outside.  #vc #banking #CanaryWharf  https://t.co/mMgb7ZmBWa",2022-10-13,21:34:11,0,[],en
London-based @tatum_io raises $41.5 million for the blockchain development platform. via @tech_eu   https://t.co/MV24pLh3rm   #London #UnitedKingdom #blockchain #Web3 #funding #startup  https://t.co/xIpdqrKZmX,2022-10-13,21:30:07,0,['https://tech.eu/2022/10/12/tatum-raises-415-million-for-blockchain-development-platform'],en
"Congratulations to our portfolio company @Metalenz, the market leader in metasurface optics for high-performance 3D sensing solutions, which just announced the closing of its $30M Series B funding round.  https://t.co/TKz2nLStEm #funding #metasurfaceoptics #startup #vcfunding",2022-10-13,21:29:53,0,['https://prn.to/3CXB6ei'],en
Resonance is a new $150 million VC fund based in Paris  https://t.co/55b2go9Pk7 via @techcrunch  #tech #fintech #europe #startups #smbs #venturecapital #europeantech #seedinvestment #seriesa #investments,2022-10-13,21:24:24,0,['https://tcrn.ch/3SVNdOk'],en
"Getaway launches a way for you to enjoy, and own, vacation homes: Being in the business of convincing people that they deserve a vacation is hard. Being in the business of convincing people that they can…  https://t.co/0nfuf0ATJf &gt;  https://t.co/RJlKlxhbhS #tech #startups #VC  https://t.co/viKeMVWp1R",2022-10-13,21:23:33,0,"['http://dlvr.it/Sb2XDG', 'http://cpa.click/news']",en
@NdamukongSuh @mattturck @oceans_xyz As an agency recruiter that focuses in the attorney space (specifically within the tech/vc space) the market has been incredibly interesting. Would be happy to discuss further if you guys had any questions. Our “in-house” arm works with startups and VCs.   https://t.co/Cnyz3YOUCt,2022-10-13,21:22:50,0,['https://www.whistlerpartners.com/home-page'],en
"👎 Per capita funding in Italy is still relatively small compared to other European countries. Only $18/per capita has been raised by Italian startups in the first half of 2022, compared to $750 for Estonia and $300 for UK.  🤯🤯🤯  https://t.co/g65sjU9HDH",2022-10-13,21:19:19,0,['https://lnkd.in/dD-BTbjb'],en
"Thank you @barandbench for this wonderful feature on our student! Our tech #LLM program, and @skalantry's India Ctr for Law and Justice, give Bhavya Kandala the right skillset to serve startup clients  #indianlawyer #lawstudents   https://t.co/daDOdR0C6c",2022-10-13,21:16:55,0,['https://www.barandbench.com/apprentice-lawyer/apprentice-lawyerexactly-what-i-wanted-bhavya-kandala-llm-seattle-university-tech-innovation-entrepreneurship'],en
Seeing startups that raised Pre-Seed and Seed rounds early in 2022 with teams that are up to 10+ people now.  Feels like a big gamble that funding will be flowing more freely again by mid 2023.,2022-10-13,21:16:10,0,[],en
"Sonali Kulkarni has arrived in Peterborough from India through our STARTup Visa Program Canada!   She is the Co-founder of Krixicare Canada Inc., a comprehensive suite of secure, scalable, and extensible telemedicine and telehealth solutions.   #startupvisa #entrepreneur  https://t.co/M3AlYe0528",2022-10-13,21:10:03,0,[],en
Protocol Labs is hiring remote for the following role:  ⚡ Startup Operator - Public Goods Funding  Apply now 👇  https://t.co/VpQW3M7JoM #blockchainjobs #cryptojobs,2022-10-09,21:00:02,0,['https://cryptocurrencyjobs.co/other/protocol-labs-startup-operator-public-goods-funding/'],en
How RBI’s Regulatory Sandbox Is Shaping The Future Of India’s Fintech Startups #payments #fintech #paymentsolutions  @chrismessina @ChristopherIsak @davidwkenny @debashis_dutta @petitegeek @fabiomoioli @GaryMarcus @asokan_telecom  https://t.co/IXOMWwvZ6w  https://t.co/clGVjgo94Q,2022-10-13,21:01:48,0,['http://ow.ly/WuvT30srPJL'],en
"📈 This week's StartUp Health Insights reported health innovation funding led by Nested Therapeutics, a company developing a next-gen precision medicine platform to address hard-to-treat cancers that raised a $90 million Series A.  https://t.co/LSCnouqKqZ",2022-10-13,21:01:40,0,['http://ow.ly/vEU250L9lAS'],en
RSVPs are still open for Startup Battle USVI‼️🌴  Grab your FREE tickets at ⏩️  https://t.co/ByoTLolEKo 🚀  https://t.co/VnzWDOAHfe,2022-10-13,21:01:39,0,['https://startupbattle.vc/'],en
Top 8 Gifting Startups in India – Entrepreneurs Woods #EnWoods  https://t.co/iv76jJ5cIe,2022-10-13,20:57:21,0,['https://entrepreneurswoods.co.in/top-8-gifting-startups-in-india-entrepreneurs-woods-enwoods/'],en
@withmattkim I wonder if they have a secret VC fund they use to invest in startups that post up at their shops,2022-10-13,20:54:49,0,[],en
7 launch decks that sports startups have used to raise millions in funding  https://t.co/QPtmMgKtEn,2022-10-13,20:47:25,0,['https://shatta-news.com/7-launch-decks-that-sports-startups-have-used-to-raise-millions-in-funding/'],en
Startup financing in India at two-year low: PwC India  https://t.co/4kcR51rskX,2022-10-13,20:51:40,0,['https://huntdailynews.in/startup-financing-in-india-at-two-year-low-pwc-india/'],en
5 new deals and $245M+ in funding for NYC Tech ft:  STARTUPS: @NorthOneApp @uniswap @myaidin  FOUNDERS: @eytanbensoussan @thejustinadler @haydenzadams @wileycerilli @JananR @russgraney    https://t.co/8o7B0th8VB   #NYCtech #startup #funding #VC,2022-10-13,20:51:16,0,['https://www.alleywatch.com/2022/10/the-alleywatch-startup-daily-funding-report-10-13-2022/'],en
How do you increase your chances of a successful next funding raise?  Startups that provide regular investor updates are 3x more likely to receive follow-on funding.   #startups #funding    https://t.co/R59NFXMUe1,2022-10-13,20:49:12,0,['https://burklandassociates.com/2022/10/10/the-importance-of-investor-updates/'],en
TIL that it becomes harder for female founders to raise further rounds if another female VC has anchorered their first round. This is not the case of a female VC invests in a male led startup. Sad!,2022-10-13,20:47:42,0,[],en
"How A VC, Angel Investor and Entrepreneur Work Together To Build The Next Big Thing  https://t.co/XscCUs1jWs #smallbusiness #startup #entrepreneur",2022-10-13,20:46:03,0,['https://www.inc.com/heather-wilde/how-a-vc-angel-investor-entrepreneur-work-together-to-build-the-next-big-thing.html?cid=sf01001'],en
"The media in the DR🇩🇴 comment on Pich At The Beach  ""... international experts, investors, representatives of the entrepreneurship and business ecosystem from both LatAm and the world, the event sought to create a networking experience...""  #startups #entrepreneur #investors #VC  https://t.co/J9azLjbov2",2022-10-13,20:35:10,0,[],en
@thefaadguy Seems startups in India growing. Very well!🥳,2022-10-13,20:33:22,0,[],en
All the usual suspects in there. Small countries in Europe seriously outplay larger ones in the #startup world. Well done to our neighbours in the #UK for being the only large European country that’s attracting a lot of #VC #investment per capita.,2022-10-13,20:27:56,0,[],en
[TECH] Nigeria’s heath-tech startup Lifestores Healthcare has raised $3M: Nigerian health-tech startup Lifestores Healthcare has raised $3M for expansion across the country in a pre-Series A funding round...  https://t.co/gQdte2w6OM via @TechTrendsKe,2022-10-13,20:26:42,0,['https://techtrendske.co.ke/nigerias-heathcare-lifestores-healthcare-has-raised-3m-to-expand-portfolio/'],en
"Is the venture market slowing or did crossover funds just bounce?: How much of the VC slowdown is predicated on investors cutting check sizes and slowing deal-making cadence, and what fraction comes from…  https://t.co/I2gQZeRYEy &gt;  https://t.co/RJlKlxhbhS #tech #startups #VC  https://t.co/1Hml8E5lhC",2022-10-13,20:25:09,0,"['http://dlvr.it/Sb2Q81', 'http://cpa.click/news']",en
"Under Burns Funding, my Millennial Queenmaker and Startup Kings programs help #entrepreneurs gain the #funding, knowledge and practical experience they need to succeed.   https://t.co/7ClvmWDvVN",2022-10-13,20:21:03,0,['https://peterburnsiii.medium.com/how-burns-funding-is-making-a-big-impact-right-now-ab63bfefdeb'],en
Thank you @KyleSamani Managing Partner at @multicoincap for talking with our startups yesterday.   OnePiece Labs. Batch#1.  #OnePieceLabs #vc #web3  https://t.co/ruhfK1kNyf,2022-10-13,20:20:31,0,[],en
Are you a start up looking for funding?  Some good insight here… #startup #seedfunding #venturecapital  https://t.co/Xa2xLUp8NG,2022-10-13,20:19:39,0,['https://lnkd.in/gW8mRvVK'],en
"Meet one of our Investor Judges for Startup Battle ATL, Dr. Christine Izuakor  Dr. Izuakor is the founder and CEO of @CyberPopUpShop as well as the winner of Startup Battle ATL 9.0!   RSVP for FREE at ⏩️  https://t.co/bgI4c2phRd  https://t.co/MFcfZ6txFF",2022-10-13,20:15:40,0,['https://startupbattle.vc'],en
#India startup Pillow: Crypto Savings App Raises $18M Series A Round  https://t.co/JRwK8inLvZ,2022-10-13,20:15:03,0,['http://parsers.vc/startup/pillow.fund/?utm_source=twitter&utm_medium=api&utm_campaign=fundraising&utm_content=Pillow:CryptoSavingsApp'],en
#France startup TEHTRIS Raises $42.72M  https://t.co/FSniMhZfnp,2022-10-13,14:35:01,0,['http://parsers.vc/startup/tehtris.com/?utm_source=twitter&utm_medium=api&utm_campaign=fundraising&utm_content=TEHTRIS'],et
"Come see companies pitch for funding just like #SharkTank and #DragonsDen. This is going to be epic! I got a taste of some of the startups lined up and they will not disappoint. You don’t have to be an investor to watch, just join in on the day! See you there 👀 #startups #canada",2022-10-13,20:13:02,0,[],en
"Egyptian Fintech Firm Telda secures $20 million in seed funding - The North Africa Post: Cairo-based fintech startup, Telda, has landed $20 million in seeding funding from several investors including Jack Dorsey, former Twitter Chief…  https://t.co/SpiYL5P4e9 #finpeform #fintech",2022-10-13,20:12:35,0,['http://dlvr.it/Sb2NmD'],en
"[TECH] African tech startups have so far raised $2.7bn in funding this year, report: A report by pan-African tech publication Disrupt Africa has revealed that African tech startups raised $2.7bn in funding i..  https://t.co/gM3dUXy1wt via @TechTrendsKe",2022-10-13,20:10:42,0,['https://techtrendske.co.ke/african-tech-startups-have-so-far-raised-2-7bn-in-funding-this-year-report/'],en
"@UCI_cycling @letouryorkshire @Cyclingnewsfeed A hard working cycling man cycles 280 km at 40km speed every fortnightly on terrible cycle to save money for his kids.. we all cycle for health, he cycles for life. Dont show him mercy, give him respect &amp; opp  https://t.co/8qWkiJ96bn",2022-10-13,20:10:03,0,['https://youtu.be/xttY-RoVenM'],en
“Rule No. 1: Never lose money.  Rule No. 2: Never forget rule No.1”  - Warren Buffett ❤📈💵🧑‍💼💼💫 #formallook #engineer #entrepreneur #optionstrader #stocktrader #Crypto #bitcoin #bseindia #trading #investing #profits #losses #risktaker #startup #vanture #unicorns #india  https://t.co/JW0hdoJKJw,2022-10-13,20:09:28,0,[],en
"Relocate to India if needed or bring workers in; help reduce population density, economic &amp; talent disparities. Global trade, global order, global village. 🇺🇳🏳️‍🌈 No time for revenge economics.☮️ Startups start: bottom-up. 🤖🫡👽 Onwards.☝️🚀🌌 Namaste🧠🙏🫀",2022-10-13,20:09:19,0,[],en
"@Deepanshubhate5 There are a bunch of startups doing great work in India. I don't think, startup 'bubble' is over. There might be reduction in FDI &amp; VC funding scene based on current economic scenario... but that doesn't necessarily mean startups won't grow.",2022-10-13,20:08:57,0,[],en
We are thankful for everyone who has rallied behind us here at Edsoma. We are closing our first round of seed funding THIS FRIDAY and would love your help in reaching our new goal.   INVEST IN EDSOMA NOW! 📚 https://t.co/xr24znjMxC    #literacy #invest #workout #ceo #startup  https://t.co/FWZYV1ncoR,2022-10-13,20:00:40,0,['http://ow.ly/TJI150L0pkP'],en
"@MorolongZA Not all startups will be able to attract VC interest and funding.   However, for those that can, the rewards can be immense if and only if the startup is able to deliver on its growth promises.",2022-10-13,19:59:11,0,[],en
Had another postponement. Fretted that this was because of the review. Chatted with Bobby Phillips. Attended two parents' evenings. Got back to some founders.  #founders #startups #venturecapital #buildinginpublic #investinginpublic,2022-10-13,19:58:53,0,[],en
@elamadej As the founder of a CAD startup let me tell you that you easily might be the only VC on the planet who will soon have first hand experience with the domain and what an incredible amount of opportunity there is 🚀,2022-10-13,19:58:01,0,[],en
Meet these five emerging #startups at TC Sessions: #Crypto  https://t.co/8YSc4HAHjL #CryptoInvestor #business #blockchain @CryptoArabNFT #Dubai #arvindkejrival #india,2022-10-13,19:56:47,0,['https://techcrunch.com/2022/10/13/meet-these-five-emerging-startups-at-tc-sessions-crypto/'],en
"@BamaBonds Of course, not all startups are destined to fail just because they raised a lot of money.   But it is definitely worth taking a closer look at any startup that has raised an unusually high amount of funding, to see if there are any red flags indicating trouble down the road.",2022-10-13,19:56:40,0,[],en
Are you as excited as we are for this year's #TechCrunchDisrupt Battlefield! Our own @EmmalynShaw will be sharing her wisdom and judging some of the most exciting startups from around the world. Can't wait to see you there!  https://t.co/PRAkl0pPsE,2022-10-13,19:52:46,0,[],en
#Fintech #SmallBusiness owners may get the leg up they need to thrive as lending changes develop. @RyanDeffenbaugh and team at @Protocol share the story. #Startups #Fintechs #FintechNews #Startup #Unicorn   https://t.co/7fsQlDbuFi  https://t.co/d8oMBVZ4u6,2022-10-13,19:51:43,0,['https://www.protocol.com/newsletters/protocol-fintech/smb-fintech-lending-biden?rebelltitem=1#rebelltitem1'],en
"@CAChirag Along with this, the valuation seems to have been done based on the student earnings and not the average profit earnings. Being on the startup side, I assume this is the only way the valuation could have arrived.   Would love to know your thoughts around it Sir.",2022-10-13,19:51:26,0,[],en
"@d_feldman Naw, I avoided that, even with 3 decades in Silicon Valley. A VC backed startup is like a lottery where the game is tilted to those who run the game.",2022-10-13,19:48:34,0,[],en
"Red flag when a startup says in pitch deck says ""trillion dollar....."" or ""can I check your investments"" I'm no longer interested.",2022-10-13,19:46:14,0,[],en
"HUGE congratulations to one of our previous Startup Battle Winners, @Cove_Tool for winning the @StartupAtlanta Best #B2B Startup Category! 🚀  This is how you Build Something From Nothing‼️💥  https://t.co/NjpFgaOXdg",2022-10-13,19:45:38,0,[],en
@matt_levine’s #moneystuff is 🔥today with another spotlight on tech founder &lt;&gt; VC dynamics building on @kevinakwok’s thesis that “What the top VC firms are selling today isn’t money—they’re lending their own brand to startups” - it explains why @Twitter is “the new social club”  https://t.co/itH63x63DG,2022-10-13,19:45:04,0,[],en
"Nationwide Funding Up To $5Million! Bad Credit! 15 Second App! Startup Funding, Line of Credit, Equipment, SBA, AR Financing, Merchant Cash Advance, Franchise, Asset Based, Fix N Flip &amp; More!   https://t.co/OSMfVaPSWM  https://t.co/9axoK1n36E",2022-10-13,19:44:44,0,"['https://bit.ly/3TfpeJF', 'http://bit.ly/3TfpeJF']",en
"Catch SIV general partners John &amp; Tyler talking about ""Positioning Your Startup for Funding"" next Wednesday October 19th at 5pm over at the Kiln Lehi space. RSVP over on @thewcollectiveco event page  https://t.co/Y2lWMljz6T",2022-10-13,19:43:37,0,['https://www.eventbrite.com/e/position-your-company-for-funding-tickets-431186629817'],en
"There's a parallel situation involving Bing Energy, a fuel cell startup out of Florida State, with inventions made by Jian-Ping Zheng and others. Loads of federal funding in the lab.   https://t.co/GlN405QHuG",2022-10-13,19:40:01,0,['https://www.oilmonster.com/company/bing-energy-inc/43395'],en
The Secret Sauce to Your Fundraising Tool Kit — The Investment Memo  https://t.co/Xo9F11i8G8 by @Trustventure #investment memo can make an even stronger case for your #fundraising #strategy... sometimes more important that pitch deck! #nextscaleup #startup #funding #playbook  https://t.co/4pMiWyv1yx,2022-10-13,19:38:19,0,['https://buff.ly/3EIVLnt'],en
There’s now a Seed+? #startups #vc #marketplace #venturecapital,2022-10-13,19:31:51,0,[],en
Congrats to @QunnectInc on their new funding award &amp; in joining experiments to test protocols for sharing info across a #Quantum network. Read the full article from @FastCompany to learn more about the former @CEWIT_SBU startup:  https://t.co/sJLlFZgooK,2022-10-13,19:31:24,0,['https://biz.crast.net/a-new-quantum-network-in-brooklyn-opens-the-door-to-an-untappable-internet/'],en
"Meet one of our Investor Judges for Startup Battle ATL, Blaine Davis!  @BlaineRDavis is a Partner at @OutlanderVC, and we are so excited to have him as one of our Investor Judges for Startup Battle ATL! ⁠🔥⁠  RSVP for FREE at ⏩️  https://t.co/bgI4c2phRd  https://t.co/Esnv2UHj7U",2022-10-13,19:30:53,0,['https://startupbattle.vc'],en
"Oh you're a VC?  Meaning you only invest in women founded startups praying they'll sleep with you for in exchange for a pun-intended seed round?  More like vagina capital, legalized prostitution",2022-10-13,19:29:20,0,[],en
"Receptions, parties and more at TechCrunch Disrupt: Hey, party people! As if you won’t find plenty to keep you occupied at TechCrunch Disrupt — which kicks off in less than a week on October 18–20 — take a…  https://t.co/nuBxYzxAOB &gt;  https://t.co/RJlKlxhbhS #tech #startups #VC  https://t.co/HWTa5ytSE2",2022-10-13,19:29:03,0,"['http://dlvr.it/Sb2Hvw', 'http://cpa.click/news']",en
"2/n African startup funding recently passed the $4Bn mark, while doing so in record time (39 wks Vs. 46 wks in '21). To put this in context, total funding raised in 2020 was $1.7Bn - (Credit Africa: The Big Deal for the data)",2022-10-13,19:26:07,0,[],en
"While today's worse than expected CPI print has caused further turmoil in the markets , African startups and VC investors can both celebrate a few milestones that may see them buck the public market trend, as well as doom and gloom predictions. 1/n",2022-10-13,19:26:06,0,[],en
the real startup incubator:  Philz,2022-10-13,19:23:37,0,[],en
💰 Is your BIPOC-led #climatetech #startup in need of product development funds?  🙌Apply for the opportunity to gain up to $25K in non-dilutive funding via @forgemass Product Development Grant.  APPLY HERE ➡️ English:  https://t.co/A8z8bYuhNf  *  Spanish:  https://t.co/FSIt0Z3jPp  https://t.co/JZGhOL8yQ7,2022-10-08,13:00:29,0,"['https://bit.ly/FPDG-hml', 'https://bit.ly/FPDG-hml-s']",en
"@sailrsp1 @SAILsteel @SteelMinIndia @PIBBhubaneswar @PibSteel @PIB_India @PBNS_India @DicRsp want to supply RHA powder and pallets to STeel industries ,if any scope there,are the manufacturer from odisha,help us through startup Odisha @CMO_Odisha @Vkpandianfancl1 @sailrsp1 @SAILBSL2 @MPNaveenJindal @JSPLCorporate @TataSteelLtd @FollowCII @minmsme @MsmeDepartment",2022-10-13,19:18:30,0,[],en
@blklaunch I once read that startups are the buyer and VC is the seller. Not sure I agree but if true then it seems VCs should be cold emailing startups.,2022-10-13,19:17:33,0,[],en
@skgreen Just saw a blip about a VC doing a Founder/CEO retreat in Ibiza. 🙄🤦‍♂️,2022-10-13,19:16:46,0,[],en
"Join the next event in our 32nd program year ""Friends &amp; Family and Other Seed #Funding"" @BostonENET Oct 18 7p ET! RSVP:  https://t.co/7vcAyOQBJ5 ENET Community: Education and Networking for Entrepreneurs, Founders, Startups, and Investors! @eMinutePITCH  #enet3204 #pitch3204  https://t.co/z4S4McP2Nj",2022-10-11,23:56:35,0,['https://bit.ly/3Vc2JHBThe'],en
"Shark tank usa is such a good show, india was great but why do i feel like 80% startups in india are just a cheap copy of what they already made.",2022-10-13,19:14:56,0,[],en
@blaamazon You ARE the reason for this idea and  people should be investing in black and minority founders and startups.,2022-10-13,19:05:59,0,[],en
"3) More women-led startups are raising capital, representing nearly ⅓ of capital invested in the region  LAVCA Research Director Emanuel Hernandez presents the latest VC data at #LAVCAWeek2022  https://t.co/XRas5yBDae",2022-10-13,19:05:56,0,[],en
@thealexbanks @SaveToNotion #thread #pitchdeck #startup #vc,2022-10-13,19:03:17,0,[],qme
