,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
189,Ford,Aspire,1.5 Tdci Titanium,"Rs. 8,17,400",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,,,26.1 km/litre,,1053-1080 kg,5,,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,195/55R15,195/55R15,Electric Power,All Windows,,Remote,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,195/55R15,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",,,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors,,Yes,,,,,Yes,,,Manual Adjustment,Yes,,,Yes,,,,,,,,,,,,,,,,,,,
190,Ford,Aspire,1.5 Tdci Titanium Plus,"Rs. 8,62,400",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,,,26.1 km/litre,,1053-1080 kg,5,,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,195/55R15,195/55R15,Electric Power,All Windows,,Remote,100PS@3700RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Leather,Manual,2490 mm,195/55R15,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,6,,Rake,,,,,Yes,,,,Touch Sensitive,Yes,,,Manual Adjustment,Yes,,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,
191,Ford,Aspire,1.2 Ti-Vct Titanium Plus,"Rs. 7,82,400",1194 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,,,19.4 km/litre,,,5,,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,195/55R15,195/55R15,Electric Power,All Windows,,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2490 mm,195/55R15,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag",Yes,Yes,Yes,Yes,6,,Rake,,,Rear sensors,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,
192,Ford,Aspire,1.2 Ti-Vct Titanium,"Rs. 7,37,400",1194 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,,,19.4 km/litre,,1016-1043 kg,5,,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,195/55R15,195/55R15,Electric Power,All Windows,,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,195/55R15,,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",,,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors,,Yes,,,,Touch Sensitive,Yes,,,Manual Adjustment,Yes,,,Yes,,,,,,,,,,,,,,,,,,,
193,Ford,Aspire,1.2 Trend Plus Cng,"Rs. 7,58,314",1194 cc,4,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,CNG,1525 mm,3995 mm,1704 mm,Sedan,4,,,,20.4 km/kg,1016-1043 kg,5,,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,175/65R14,175/65R14,Electric Power,All Windows,,Remote,96PS@6300rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,175/65R14,,Yes,CD Player with USB & Aux-in,,,,Yes,Manual,,Yes,Yes,Yes,Digital,Yes,Yes,Front,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,"Rear sensors with camera, Rear sensors",,Yes,,,,Yes,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,
194,Ford,Aspire,1.2 Ti-Vct Blu,"Rs. 7,62,400",1194 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,,,19.4 km/litre,,1016-1043 kg,5,,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,195/55R15,195/55R15,Electric Power,All Windows,,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,195/55R15,Yes,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",,,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,Yes,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors,,Yes,Yes,Yes,,Touch Sensitive,Yes,,,Manual Adjustment,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,,
195,Ford,Aspire,1.5 Tdci Blu,"Rs. 8,42,400",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,,,26.1 km/litre,,1053-1080 kg,5,,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,195/55R15,195/55R15,Electric Power,All Windows,,Remote,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,195/55R15,Yes,Yes,CD Player with USB & Aux-in,Yes,,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",,,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors,,Yes,Yes,Yes,,Touch Sensitive,Yes,,,Manual Adjustment,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,,
196,Toyota,Platinum Etios,G,"Rs. 6,27,100",1496 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,"13,6 km/litre",16.3 km/litre,16.78 km/litre,,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,175/70R15,175/70R15,Electric Power,All Windows,,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,175/70R15,,Yes,Not on offer,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,592 litres,,Yes,Yes,Digital,Front,,Front & Rear,Yes,,,With Remote,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1285 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,Rake,,,,Yes,,,,,,,,,Manual Adjustment,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,
197,Toyota,Platinum Etios,V,"Rs. 7,18,600",1496 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,"13,6 km/litre",16.7 km/litre,16.78 km/litre,,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1285 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,
198,Toyota,Platinum Etios,Gd,"Rs. 7,34,700",1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,20.32 km/litre,23.59 km/litre,23.59 km/litre,,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,175/70R15,175/70R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,175/70R15,,Yes,Not on offer,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,592 litres,,Yes,Yes,Digital,Front,,Front & Rear,Yes,,,With Remote,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1650 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,Rake,,,,Yes,,,,,,,,,Manual Adjustment,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
199,Toyota,Platinum Etios,Vd,"Rs. 8,28,600",1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,20.3 km/litre,23.6 km/litre,23.59 km/litre,,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1650 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
200,Toyota,Platinum Etios,Vxd,"Rs. 8,88,400",1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,20.32 km/litre,23.08 km/litre,23.59 km/litre,,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Yes,,,Yes,,,Yes,,,,Yes,,,,,,,,,
201,Toyota,Platinum Etios,Vx,"Rs. 7,78,400",1496 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,"13,6 km/litre",16.3 km/litre,16.78 km/litre,,990 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Hydraulic Power,All Windows,,Yes,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,,Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Yes,,Front & Rear,,,Yes,With Remote,Digital,Manual,Analog,Yes,4.8 meter,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,Air Conditioner : Standard,Rear sensors,,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Yes,,,Yes,,,,Yes,,,Yes,,,,,,,,,
202,Toyota,Platinum Etios,Gx,"Rs. 6,89,600",1496 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,13.6 km/litre,16.3 km/litre,16.78 km/litre,,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,175/70R15,175/70R15,Electric Power,All Windows,,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,175/70R15,,Yes,Not on offer,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,592 litres,,Yes,Yes,Digital,Front,,Front & Rear,Yes,,,With Remote,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1285 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,Rake,,,,Yes,,,,,,,,,Manual Adjustment,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,
203,Toyota,Platinum Etios,Gxd,"Rs. 7,99,600",1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,20.3 km/litre,23.6 km/litre,23.59 km/litre,,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1650 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.5:1,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
204,Toyota,Platinum Etios,Vxd Limited Edition,"Rs. 9,13,400",1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,20.32 km/litre,23.08 km/litre,23.59 km/litre,,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Yes,,,Yes,,,Yes,,,,Yes,,,,,,,,,
205,Toyota,Platinum Etios,Vx Limited Edition,"Rs. 8,03,400",1496 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,13.6 km/litre,16.3 km/litre,16.78 km/litre,,990 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Hydraulic Power,All Windows,,Yes,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,,Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Yes,,Front & Rear,,,Yes,With Remote,Digital,Manual,Analog,Yes,4.8 meter,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,Air Conditioner : Standard,Rear sensors,,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Yes,,,Yes,,,,Yes,,,Yes,,,,,,,,,
206,Toyota,Etios Cross,V,"Rs. 8,02,000",1496 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1555 mm,3895 mm,1735 mm,Hatchback,5,15 km/litre,16 km/litre,16.78 km/litre,,950 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,,,,,,,,Yes,,,,,,,,,
207,Toyota,Etios Cross,G,"Rs. 6,50,000",1197 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1555 mm,3895 mm,1735 mm,Hatchback,5,"16,78 km/litre",,17.71 km/litre,,935 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,185/60R15,,Yes,CD Player with USB & Aux-in,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,,2,,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
208,Toyota,Etios Cross,Vd,"Rs. 7,97,500",1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1555 mm,3895 mm,1735 mm,Hatchback,5,18.1 km/litre,22.5 km/litre,23.59 km/litre,,1030 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,185/60R15,,Yes,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,,,,,,,,,,Yes,,,,,,,,,
209,Toyota,Etios Cross,Gd,"Rs. 7,66,000",1364 cc,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1555 mm,3895 mm,1735 mm,Hatchback,5,18.1 km/litre,22.5 km/litre,23.59 km/litre,,1015 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,,,185/60R15,185/60R15,Electric Power,All Windows,,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,185/60R15,,Yes,CD Player with USB & Aux-in,,,3 years /100000 Kms (years/distance whichever comes first),,Internal,251 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
