repositories,stars_count,forks_count,issues_count,pull_requests,contributors
iamakshat01/Responsive-Bootstrap-Website,0,0,0,0,0
iamakshat01/REST-API-for-PollingApp,0,0,0,0,0
iamakshat01/reviewing-a-pull-request,0,0,0,0,8
iamakshat01/rigel-social,2,0,0,0,0
iamakshat01/SamVedah,0,0,0,0,0
iamakshat01/shaka-player,0,0,0,0,0
Sunainacode/AccessDeniedRepo,0,2,0,0,0
Sunainacode/Algorithms-Cpp,0,0,0,0,0
Sunainacode/Car-Performance-Prediction,0,1,0,0,0
Sunainacode/CSS-basics,0,0,0,0,0
Sunainacode/css-clock-interface,0,0,0,0,0
Sunainacode/data-mining-techniques-project-document,0,0,0,0,0
Sunainacode/designaina,0,0,0,0,0
Sunainacode/E-Cart-Fruit-Sellers,0,0,0,0,0
Sunainacode/happy-birthday.github.io,0,935,0,0,0
Sunainacode/Java-basics,0,0,0,0,0
Sunainacode/Java-JUnit-Testing,0,0,0,0,0
Sunainacode/JavaScript-Basics,0,0,0,0,0
Sunainacode/len-den,0,0,0,0,0
Sunainacode/portfolio.github.io,0,0,0,0,0
Sunainacode/restaurant-html-template,0,36,0,0,0
Sunainacode/Stats-Preview-Card.github.io,0,0,0,0,0
Sunainacode/Sunainacode,0,0,0,0,0
Sunainacode/text-to-speech-convertor,0,0,0,0,0
Sunainacode/to-do-list,0,0,0,0,0
Sunainacode/winter-of-contributing,0,0,0,0,0
LeaveNhA/Acronym-javascript,0,0,0,0,0
LeaveNhA/AIIPP---Week-2,0,0,0,0,0
LeaveNhA/AIIPP---Week-3,0,0,0,0,0
LeaveNhA/AIIPP---Week-4,0,0,0,0,0
LeaveNhA/AIIPP---Week-5,0,0,0,0,0
LeaveNhA/AIIPP-Week-5,0,0,0,0,0
LeaveNhA/Allergies-Clojure,0,0,0,0,0
LeaveNhA/Armstrong-Numbers-Clojure,1,0,0,0,0
LeaveNhA/Bank-Account-Clojure,0,0,0,0,0
LeaveNhA/Bank-Account-Elixir,0,0,0,0,0
LeaveNhA/Binary-Search-Tree-Javascript,0,0,0,0,0
LeaveNhA/Bracket-Push-Purescript,0,0,0,0,0
LeaveNhA/Circular-Buffer-D,0,0,0,0,0
LeaveNhA/Clock-Clojure,0,0,0,0,0
LeaveNhA/Clock-Elixir,0,0,0,0,0
LeaveNhA/clojure-style-guide,0,273,0,0,0
LeaveNhA/clojurescript,0,780,0,0,0
LeaveNhA/clojurescript-track,0,11,0,0,0
LeaveNhA/cloudera-docker-wordcount,0,0,0,0,0
LeaveNhA/CodeMirror,0,0,0,0,0
LeaveNhA/Collatz-Conjecture-Clojure,1,0,0,0,0
LeaveNhA/Crypto-Square-Clojure,0,0,0,0,0
LeaveNhA/Dg-Docker,0,0,0,0,0
LeaveNhA/Diamond-SML,0,0,0,0,0
LeaveNhA/Diffie-Hellman-JavaScript,0,0,0,0,0
LeaveNhA/DOT-DSL-Elixir,0,0,0,0,0
LeaveNhA/dropdown,0,23,0,0,0
LeaveNhA/Ege-CPP-Quiz-1,0,0,0,0,0
LeaveNhA/Ege-CPP-Quiz-2,0,0,0,0,0
LeaveNhA/Ege-CPP-Quiz-3,0,0,0,0,0
tkmagesh/3Pillars-Angular2-Jun-2016,1,2,0,0,0
tkmagesh/500lines,0,0,0,0,0
tkmagesh/Accenture-React-Apr-2015,0,1,0,0,0
tkmagesh/Accenture-React-Jun-2016,0,1,0,0,0
tkmagesh/Adobe-AdvJs-Apr-2018,0,3,0,0,0
tkmagesh/Adobe-AdvJs-Apr-2019,0,2,0,0,0
tkmagesh/Adobe-AdvJs-Aug-2014,0,1,0,0,0
tkmagesh/Adobe-AdvJs-Mar-2015,0,3,0,0,0
tkmagesh/Adobe-AdvJs-May-2019,0,0,0,0,0
tkmagesh/Adobe-AdvJs-Nov-2014,1,0,0,0,0
tkmagesh/Adobe-Angular-Apr-2015,0,2,0,0,0
tkmagesh/Adobe-Angular-Aug-2015,0,5,0,0,0
tkmagesh/Adobe-Angular-Jun-2015,0,3,0,0,0
tkmagesh/Adobe-Angular-Jun-2018-1,0,0,0,0,0
tkmagesh/Adobe-Angular-Jun-2018-2,0,3,0,0,0
tkmagesh/Adobe-Backbone-Jan-2016,0,1,0,0,0
tkmagesh/Adobe-Go-Jun-2022,0,0,0,0,0
tkmagesh/Adobe-HTML5-Apr-2015,0,2,0,0,0
tkmagesh/Adobe-HTML5-Aug-2014,0,2,0,0,0
tkmagesh/Adobe-HTML5-Jun-2015,0,1,0,0,0
tkmagesh/Adobe-HTML5-Mar-2015,0,1,0,0,0
tkmagesh/Adobe-Jun-2014,0,0,0,0,0
tkmagesh/Adobe-React-Apr-2018,0,3,0,0,0
tkmagesh/Adobe-React-Apr-2018-2,0,3,0,0,0
tkmagesh/Adobe-React-Aug-2020,2,2,0,0,0
tkmagesh/Adobe-React-Aug-2020-2,1,1,0,0,0
tkmagesh/Adobe-React-Dec-2018,0,0,0,0,0
tkmagesh/Adobe-React-Dec-2018-2,0,1,0,0,0
tkmagesh/Adobe-React-Feb-2020,0,3,0,51,0
tkmagesh/Adobe-React-Jan-2018,1,1,0,0,0
donnemartin/air-pollution,20,14,0,0,0
donnemartin/android-tdd-playground,6,123,0,0,0
donnemartin/awesome-aws,0,0,5,60,70
donnemartin/coding-interview-university,351,0,0,0,0
donnemartin/data-science-ipython-notebooks,0,0,11,13,12
donnemartin/dev-setup,0,0,23,10,16
donnemartin/dev-setup-resources,20,18,0,0,0
donnemartin/donnemartin.github.io,51,20,2,2,0
donnemartin/elevator-simulator,55,16,0,0,0
donnemartin/gh,8,8,0,0,0
donnemartin/gitflow,23,19,0,1,0
donnemartin/gitsome,0,460,43,14,28
donnemartin/google-maps-tracker,35,21,0,0,0
donnemartin/haxor-news,0,177,34,5,9
donnemartin/hospital-quality,21,15,0,0,0
donnemartin/interactive-coding-challenges,0,0,32,36,42
donnemartin/notes,48,28,0,0,0
donnemartin/photo-gallery,27,16,0,0,0
donnemartin/poker,18,10,0,0,0
donnemartin/r-snippets,19,12,0,0,0
donnemartin/sandbox,7,6,0,0,0
donnemartin/saws,0,278,30,6,8
donnemartin/spiders,108,32,0,0,0
donnemartin/stocks,58,32,0,0,0
donnemartin/system-design-primer,0,0,164,164,115
donnemartin/viz,759,123,6,0,0
donnemartin/xonsh,7,576,0,0,0
Arghyahub/Arghyahub,0,0,0,0,2
Arghyahub/My-Favourite-Questions-from_LetUsC,0,0,0,0,0
pratik2315/aws-nice-dcv,0,0,0,0,0
pratik2315/basketball-app,0,1,0,0,2
pratik2315/BasketBallCounterApp,1,0,0,0,0
pratik2315/Covid19-Tracker-App,0,0,0,0,0
pratik2315/Covi_resources,0,0,0,0,0
pratik2315/covi_socials,0,0,0,0,0
pratik2315/Creators_compound,3,0,0,0,0
pratik2315/dev-shop-website,0,0,0,0,0
pratik2315/dummy-template,0,0,0,0,0
pratik2315/Earth-Quake-Network,0,0,0,0,0
pratik2315/esamwad-user-service,0,6,0,0,0
pratik2315/generator,0,133,0,0,0
pratik2315/Good-Reads,1,1,0,0,0
pratik2315/html-template,0,37,0,0,0
pratik2315/info,0,26,0,0,0
pratik2315/metabase,0,0,0,0,0
pratik2315/NIPUN-Lakshya-App,0,2,0,0,0
pratik2315/port2,0,0,0,0,2
pratik2315/portfolio,0,0,0,0,0
pratik2315/pratik2315,0,0,0,0,0
pratik2315/Python-OpenCV-Object-detection,0,0,0,0,0
pratik2315/Realtime-Database-Template-for-Android,0,0,0,0,0
pratik2315/RecyclerView_API,0,0,0,0,0
pratik2315/room-database-crud,0,0,0,0,0
pratik2315/shopping_website,0,0,0,0,0
pratik2315/Smart-news,0,0,0,0,0
pratik2315/Task-Management-App,0,0,0,0,0
pratik2315/telemetry-documentation,0,1,0,0,0
pratik2315/template-pratik,0,0,0,0,0
pratik2315/templater-docs,0,5,0,0,0
aviaryan/2016.opentechsummit.net,0,9,0,0,0
aviaryan/aavi.me,2,0,0,0,0
aviaryan/abc,0,49,0,0,0
aviaryan/Ahk-Best-Practices,30,5,3,0,2
aviaryan/Ahk-CI-Example,14,1,1,1,0
aviaryan/alfred-clc,16,1,1,1,0
aviaryan/alfred-google-search,32,1,3,0,0
aviaryan/alfred-last2imgur,14,1,1,1,2
aviaryan/algorithms-course,5,0,0,0,2
aviaryan/AutoHotkey,32,16,0,0,3
aviaryan/autohotkey-scripts,109,40,0,0,3
aviaryan/aviaryan.github.com-retired-2018,9,12,0,0,2
aviaryan/awesome,8,0,0,1,0
aviaryan/awesome-awesomeness,1,0,0,0,0
aviaryan/awesome-hacking,3,0,0,1,0
aviaryan/awesome-no-login-web-apps,0,198,9,29,65
aviaryan/awesome-speakers,2,170,0,0,0
aviaryan/BigEval.js,49,17,0,0,2
aviaryan/bitmex-position-size-calculator,2,0,0,0,0
aviaryan/bootstrap-chm,12,5,0,0,0
aviaryan/BrainGames,45,11,5,1,0
aviaryan/buildspace-projects,1,723,0,0,0
aviaryan/cc-licenses-parser-scancode,1,1,0,0,0
aviaryan/CFBuddy,2,1,3,0,0
aviaryan/chattt,248,20,1,0,0
aviaryan/chattt-backend,18,3,0,0,2
aviaryan/classifier,1,133,0,0,0
aviaryan/Clipjump,332,58,42,2,3
aviaryan/clipjump-addons,9,4,2,0,2
aviaryan/CloseFolder,9,2,1,0,0
kajalj3098/covid19india-react,0,0,0,0,0
kajalj3098/coWEase,0,0,0,0,0
kajalj3098/CoWin-Termux,0,20,0,1,0
kajalj3098/cpp-questions,0,0,0,0,0
kajalj3098/hangman-in-reactjs,0,0,0,0,0
kajalj3098/projects,0,0,0,0,0
kajalj3098/quizapp-react,0,0,0,0,0
kajalj3098/react-data-export,0,164,0,0,0
kajalj3098/react-google-maps-api,0,243,0,0,0
kajalj3098/songify,0,0,0,0,0
kajalj3098/trello-in-js,0,0,0,0,0
kajalj3098/typeorm-notes,0,0,0,0,0
ak7550/C-codes,0,0,0,0,0
ak7550/competitive-codes,0,0,0,0,0
ak7550/cpp-codes,0,0,0,0,0
ak7550/DogAPI,0,1,0,0,0
ak7550/Ecommerce-static-website,0,0,0,0,0
ak7550/garments-store,0,4,5,0,0
ak7550/hack-and-chill-project-frontend,1,1,0,0,0
ak7550/Java-Assignement_Codes,0,0,0,0,0
ak7550/Java-Codes,0,0,0,0,0
ak7550/mern-assignment,0,0,0,0,0
ak7550/MERN-bootcamp-backend,0,0,0,0,0
ak7550/MERN-bootcamp-frontend,0,0,0,0,0
ak7550/namaste-javascript-notes,0,212,0,0,0
ak7550/Portfolio-project,0,0,0,0,0
ak7550/Programming,0,287,0,0,0
ak7550/Project-Frontend,0,1,0,0,0
ak7550/save-notes,0,14,0,0,0
ak7550/to-do,0,19,0,0,0
ak7550/url-shortener,0,6,0,0,0
ak7550/usage-monitor,0,9,0,0,0
ErinFinnegan/AdobeApplication,0,1,0,0,0
ErinFinnegan/animate,1,0,0,3,0
ErinFinnegan/ArcadeController,0,0,0,0,0
ErinFinnegan/Backscratcher,0,0,0,0,0
ErinFinnegan/BackScratcherGame,0,0,0,0,0
ErinFinnegan/BackscratcherGame2013,0,0,0,0,0
ErinFinnegan/BouncingBall,0,0,0,0,0
ErinFinnegan/cc-developer-platform-pages,0,3,0,0,0
ErinFinnegan/ccq,0,1,0,0,0
ErinFinnegan/CEP-Resources,0,742,0,0,0
ErinFinnegan/cepgo,0,1,0,0,0
ErinFinnegan/clmtrackr,0,0,0,0,0
ErinFinnegan/CommLabWeb,0,14,0,0,0
ErinFinnegan/CthulhuAnimation,0,0,0,0,0
ErinFinnegan/dev-site-cc-marketing-content,0,0,0,0,0
ErinFinnegan/dogewalker,0,0,0,0,0
ErinFinnegan/Doge_Box2d,0,0,0,0,0
ErinFinnegan/ErinFinnegan.github.io,0,0,0,0,2
ErinFinnegan/fartscroll.js,0,240,0,0,0
ErinFinnegan/gatsby-theme-aio,0,33,0,0,0
ErinFinnegan/Getting-Started-guides,0,80,0,0,0
ErinFinnegan/GitPlayground,0,13,0,0,0
ErinFinnegan/HauntedHouseLights2,0,0,0,0,0
ErinFinnegan/HauntedHouseLightTest1,0,0,0,0,0
ErinFinnegan/HugGame3,0,0,0,0,0
ErinFinnegan/HugGameScripts,0,0,0,0,0
ErinFinnegan/isTheFloorFeeding,0,1,0,0,0
ErinFinnegan/LeftRightButtons,0,0,0,0,0
ErinFinnegan/NoC-Midterm,0,0,0,0,0
ErinFinnegan/NoCFinal,0,0,0,0,0
Arka2001/100-Days-Of-Python,1,0,0,0,0
Arka2001/2020-Reports,0,25,0,0,0
Arka2001/450-dsa-solutions,0,0,0,0,0
Arka2001/android-basics-kotlin-dogglers-app,0,106,0,0,0
Arka2001/android-basics-kotlin-lemonade-app,0,214,0,0,0
Arka2001/android-basics-kotlin-words-app,0,318,0,0,0
Arka2001/AppDev-Hacktoberfest,0,37,0,0,0
Arka2001/Arka2001,2,0,0,0,0
Arka2001/awesome-portfolio-websites,0,0,0,0,0
Arka2001/bitcoin-ticker-flutter,0,413,0,0,0
Arka2001/bmi-calculator-flutter,0,776,0,0,0
Arka2001/boilerplate-npm,0,0,0,0,0
Arka2001/calculator-app-flutter,0,0,0,0,0
Arka2001/camera-demo,0,9,0,0,0
Arka2001/cat-photo-app,0,0,0,0,0
Arka2001/CC-Practise,0,26,0,0,0
Arka2001/Clima-Flutter,0,680,0,0,0
Arka2001/Codingwithmitch-Chat,0,99,0,0,0
Arka2001/contacts-api-django,0,0,0,0,0
Arka2001/daily-inspiration-app,0,0,0,0,0
Arka2001/Data-Structures-and-Algorithms,0,26,0,0,0
Arka2001/destini-challenge-starting,0,613,0,0,0
Arka2001/dice-roller-kotlin,0,0,0,0,0
Arka2001/dicee-flutter,0,0,0,0,0
Arka2001/Discord_C2,0,3,0,0,0
Arka2001/Dive-into-Deep-Learning-Notes,1,0,0,0,0
Arka2001/DSA-Bootcamp-Java,0,0,0,0,0
Arka2001/emwaves-project,0,0,0,0,0
Arka2001/flappy-bird-react-native,0,0,0,0,0
Arka2001/flash-chat-flutter,0,622,0,0,0
vinit-churi/codedamn-course-project-massively,0,0,0,0,0
vinit-churi/dev-jobs-premium-replecating,0,0,0,0,0
vinit-churi/folioverone,0,0,0,0,0
vinit-churi/fylo-landing-page,0,0,0,0,0
vinit-churi/huddle_landing_page,0,0,0,0,0
vinit-churi/intro-section-with-dropdown-navigation-main,0,0,0,0,0
vinit-churi/ip-address-tracker-master,0,0,0,0,0
vinit-churi/portfolio-001,0,0,0,0,0
vinit-churi/rest-countries-api,0,0,0,0,0
vinit-churi/rock-paper-scissors-master,0,0,0,0,0
vinit-churi/templatemo_561_purple_buzz,0,0,0,0,0
vinit-churi/todo-app-main,0,0,0,0,0
astha2412/30-days-of-Code,0,0,0,0,0
astha2412/50projects50days,0,0,0,0,0
astha2412/All-in-one,0,1,0,0,0
astha2412/Amazing-Css-Effects,1,231,0,0,0
astha2412/astha2412,0,1,0,0,0
astha2412/Blood-Buddy,0,93,0,0,0
astha2412/cellwebsite,0,5,0,0,0
astha2412/CES,0,0,0,0,0
astha2412/CES-Web-D-Material,0,0,0,0,0
astha2412/Chakravyuh,0,0,0,0,0
astha2412/CodeSmashers,0,0,0,0,0
astha2412/CodingEasy,0,100,0,0,0
astha2412/Cool-Front-End_Templates,0,296,0,0,0
astha2412/Cpp-Codes-Topicwise,2,1,0,0,3
astha2412/Debugger-King,0,0,0,0,0
astha2412/developerFolio,0,0,0,0,0
astha2412/DSA-Bootcamps,0,65,0,0,0
astha2412/DSA-Path-And-Important-Questions,0,30,0,0,0
astha2412/DSC-MMMUT-2021,0,6,0,0,0
astha2412/Events_Website,0,0,0,0,0
astha2412/Event_DeBugger_King,0,2,0,0,3
astha2412/Fashion_Designer_Portfolio,2,0,0,0,0
astha2412/Getting-Started-with-open-source,0,93,0,0,0
astha2412/hacktoberfest-practice,0,0,0,0,0
astha2412/HacktoberFest2020-1,0,37,0,0,0
astha2412/Hacktoberfest2021,0,869,0,0,0
astha2412/HacktoberFest21,0,429,0,0,0
astha2412/Hacktoberfest2k18,0,34,0,0,0
astha2412/Learning-platforms,0,0,0,0,0
astha2412/masterPortfolio,0,747,0,0,0
nikita9604/Analytics-of-COVID-19-w.r.t-Environmental-Conditions,3,0,0,0,0
nikita9604/Arduino-Projects,2,4,0,0,4
nikita9604/Automated-Voice-Controlled-Email-Sender,1,0,0,0,0
nikita9604/Automatic-Car-Parking-System,2,0,0,0,0
nikita9604/Beginner-Edition-Spring-Boot-in-IntelliJ,0,0,0,0,0
nikita9604/Blogging-Website-using-Flask,2,3,1,0,0
nikita9604/CRUD-Operations-using-Spring-Webflux-in-IntelliJ,0,0,0,0,0
nikita9604/Custom-Query-in-Spring-Boot-with-IntelliJ,1,1,0,0,0
nikita9604/Custom-Query-in-Spring-WebFlux-with-IntelliJ,0,0,0,0,0
nikita9604/Dekker-s-Algorithm,2,0,0,0,0
nikita9604/Detecting-Phishing-Websites-on-IBM-Cloud,1,0,0,0,0
nikita9604/Distance-by-Disk-Scheduling-Algorithms,2,0,0,0,0
nikita9604/dynamic-programming,0,8,0,0,0
nikita9604/GitHubGraduation-2022,0,0,0,0,0
nikita9604/hello-world,2,0,0,0,0
nikita9604/Movie-Recommendation-Website,2,1,0,0,2
nikita9604/Movie-Recommendation-Website-based-on-Genre,0,0,0,0,0
nikita9604/Multi-Language-Classifier,3,0,0,0,0
nikita9604/nikita9604,2,0,0,0,0
nikita9604/Page-Replacement-Algorithms,1,1,0,0,0
nikita9604/Performance-Testing-of-Spring-using-JMeter,1,0,0,0,0
nikita9604/Pharmacy-Benefit-Management-Portal,0,1,0,0,4
nikita9604/Piano-Note-Recognition,12,4,0,0,0
nikita9604/Pose-Transfer-Market1501,0,158,0,0,0
nikita9604/PracticeCode,0,12,0,0,0
nikita9604/Scientific-Calculator-with-Keypad,11,9,0,0,0
nikita9604/Style-Transfer-onto-Real-Time-Images,3,0,0,0,0
nikita9604/TCP-Congestion-Control,2,0,0,0,0
nikita9604/Youtube-Downloader,2,0,0,0,0
PremChapagain/premchapagain,39,9,1,2,0
AYIDouble/Binary-Calculator-Android-Java-App,15,5,1,1,3
AYIDouble/Binary-Calculator-JavaScript,48,9,8,0,6
AYIDouble/Blazor-Razor-Playground-C-Sharp,14,0,0,0,2
AYIDouble/BMI-Calculator-Android-Java-App,14,10,0,1,2
AYIDouble/BMI-Calculator-JavaScript,18,7,2,0,2
AYIDouble/Brainfuck-Code-Samples,8,1,0,0,2
AYIDouble/Brainfuck-Interpreter-Node.js,10,0,1,0,2
AYIDouble/btcrelay,6,174,0,0,0
AYIDouble/Cat-Face-Detector-with-OpenCV-and-JavaFX,24,7,4,0,2
AYIDouble/Customizable-Crypto-Currency-Dashboard-with-Chart,69,22,0,0,2
AYIDouble/dapp-styles,6,52,0,0,0
AYIDouble/dcs,6,37,0,0,0
AYIDouble/Decentralized-World-Wide-Web-ERC-721,13,5,1,1,2
AYIDouble/Deep-Learning-Machine-Learning-AI-TensorFlow-Python,19,8,2,0,2
AYIDouble/devp2p,6,253,0,0,0
AYIDouble/Ethereum-Solidity-inline-Assembly,11,6,0,0,0
AYIDouble/Forex-USD-Currency-Market-Chart,11,0,0,0,2
AYIDouble/ghidra,7,0,0,1,0
AYIDouble/go-ethereum,10,0,0,0,0
AYIDouble/Gold-Silver-Ratio-Metal-Chart,6,0,0,0,2
AYIDouble/HTML-Crypto-Currency-Chart-Snippets,99,28,0,0,2
AYIDouble/IoT-Arduino-Game-Controller-Java,16,2,2,0,2
AYIDouble/IOTA-Arbitrage,13,6,1,0,2
AYIDouble/ioweb2015,5,122,0,0,0
AYIDouble/IPA-2018-Informatiker-EFZ-Applikationsentwicklung-Alpay-Yildirim,27,45,0,0,2
AYIDouble/JNF_NEAT,6,12,0,0,0
AYIDouble/JSON-XML-REST-SOAP-Playground,8,2,0,0,0
AYIDouble/Kernel-Memory-Reading-Writing,23,5,0,0,0
AYIDouble/Keyboard,8,1,2,0,0
AYIDouble/Market-Overview-Indexes-Forex-Metals-Crypto,18,1,0,1,0
Gauravdarkslayer/addiction_project,0,0,0,0,2
Gauravdarkslayer/AngularRoutingBook,0,6,0,0,0
Gauravdarkslayer/AQI-Project,0,197,0,0,0
Gauravdarkslayer/biobert,0,400,0,0,0
Gauravdarkslayer/Chat-Application,0,1,0,0,0
Gauravdarkslayer/CLI-Bank-application,0,0,0,0,0
Gauravdarkslayer/content,0,0,0,0,0
Gauravdarkslayer/Contributions,0,7,0,0,0
Gauravdarkslayer/cricketapp,0,0,0,0,0
Gauravdarkslayer/data-science,0,15,0,0,0
Gauravdarkslayer/dataScienceWorkshop-MAISM,2,0,0,0,0
Gauravdarkslayer/Devops,0,0,0,0,0
Gauravdarkslayer/devops_docker_jenkins,0,0,0,0,0
Gauravdarkslayer/dhiwise-nodejs,0,52,0,0,0
Gauravdarkslayer/django-otp,0,71,0,0,0
Gauravdarkslayer/django-phone-verify,0,47,0,0,0
Gauravdarkslayer/django_asynchronous_send_mail,0,9,0,0,0
Gauravdarkslayer/Docker-project,1,0,0,2,0
Gauravdarkslayer/ExpertNode,0,1,0,0,0
Gauravdarkslayer/Face_recognition-using-transfer-learning,1,0,0,0,0
Gauravdarkslayer/fucking-awesome-python,1,225,0,0,0
Gauravdarkslayer/Fusion,0,368,0,0,0
Gauravdarkslayer/gaurav,1,0,0,0,0
Gauravdarkslayer/gauravdarkslayer.github.io,0,0,0,0,0
Gauravdarkslayer/Gbook-social-network,0,0,0,0,0
Gauravdarkslayer/git_learn,0,0,0,0,0
Gauravdarkslayer/HacktoberFest-2021,0,516,0,0,0
Gauravdarkslayer/HacktoberFest2021,0,84,0,0,0
Gauravdarkslayer/HACK_JAIPUR_PROJECT,0,0,0,0,2
Gauravdarkslayer/interview-question-data-science-,0,735,0,0,0
devraj/devraj,0,0,0,0,0
devraj/google-diff-match-patch,0,0,57,0,0
devraj/isowords,0,142,0,0,0
devraj/now,0,0,0,0,0
devraj/PassCodeInput,21,2,11,0,3
devraj/zoom,0,0,0,0,0
kdeldycke/awesome-billing,385,39,0,1,3
kdeldycke/awesome-engineering-team-management,0,89,0,0,4
kdeldycke/awesome-falsehood,0,469,1,1,32
kdeldycke/awesome-iam,831,82,0,0,9
kdeldycke/cherrypy_mako_formish_ooop_boilerplate,5,3,0,0,0
kdeldycke/chessboard,7,4,9,0,0
kdeldycke/click-extra,9,2,6,4,5
kdeldycke/click-log,0,27,0,0,0
kdeldycke/cli_helpers,0,23,0,0,0
kdeldycke/cool-blue,0,0,0,0,0
kdeldycke/cool-cavemen-e107-theme,0,0,0,0,0
kdeldycke/cool-cavemen-k2-theme,0,0,0,0,0
kdeldycke/coolkevmen,0,0,0,0,0
kdeldycke/cqlengine-relation-columns,1,1,3,0,0
kdeldycke/dotfiles,109,19,0,0,5
kdeldycke/drupify-fork,0,0,0,0,0
kdeldycke/e107-importer,3,0,0,0,0
kdeldycke/feed-tracking-tool,1,0,0,0,0
kdeldycke/funky-storm,0,0,0,0,0
kdeldycke/furo,0,176,0,0,0
kdeldycke/github-issue-templates,0,0,0,0,0
kdeldycke/homebrew-core,1,0,0,0,0
kdeldycke/kdeldycke,2,3,6,0,2
kdeldycke/kdenlive-tools,6,1,3,0,0
kdeldycke/kevin-deldycke-blog,34,15,3,11,5
kdeldycke/live_browser,1,1,0,0,0
kdeldycke/mail-deduplicate,127,34,6,10,18
kdeldycke/mandriva-specs,0,0,0,0,0
kdeldycke/mdx_titlecase,1,3,2,0,2
kdeldycke/meta-package-manager,272,27,18,7,15
ankit-kumar886/30DaysOfJavaScript,0,259,0,0,0
ankit-kumar886/amazing-react-projects,0,173,0,0,0
ankit-kumar886/ankit-kumar886,0,0,0,0,0
ankit-kumar886/Codeforces,0,53,0,0,0
ankit-kumar886/CodeForces-1,0,27,0,0,0
ankit-kumar886/Codeforces-Problem-Solution-By-Saurav-Paul,0,26,0,0,0
ankit-kumar886/Codeforces-Solution,0,44,0,0,0
ankit-kumar886/Coding-Ninjas-Competitive-Programming,0,277,0,0,0
ankit-kumar886/college-project,0,0,0,0,0
ankit-kumar886/competitive-programming,0,183,0,0,0
ankit-kumar886/Competitive_Programming,0,88,0,0,0
ankit-kumar886/Design-Documents,0,1,0,0,0
ankit-kumar886/detect-browser-in-js,0,0,0,0,0
ankit-kumar886/Dev-Scripts,0,89,0,0,0
ankit-kumar886/dhan-gaadi,0,48,0,0,0
ankit-kumar886/free-programming-books,0,0,0,0,0
ankit-kumar886/Hackerrank-Solutions,0,743,0,0,0
ankit-kumar886/Hackerrank_Python_Domain_Solutions,0,191,0,0,0
ankit-kumar886/HackerRank_solutions,0,0,0,0,0
ankit-kumar886/HacktoberfestForBeginners,0,316,0,0,0
ankit-kumar886/iCinema,0,49,0,0,0
ankit-kumar886/javascript-projects,0,0,0,0,0
ankit-kumar886/landing-page,0,0,0,0,0
ankit-kumar886/Login-Page-website,0,0,0,0,0
ankit-kumar886/mern-marketplace,0,140,0,0,0
ankit-kumar886/mern-social-media,0,21,0,0,0
ankit-kumar886/Mern-Stack-Crud-App,0,39,0,0,0
ankit-kumar886/mernboilerplate,0,29,0,0,0
ankit-kumar886/oh-my-posh,0,0,0,0,0
ankit-kumar886/quizdom,0,12,0,0,0
subratcall/10-steps-to-become-a-data-scientist,0,763,0,0,0
subratcall/100DaysOfMLCode,0,21,0,0,0
subratcall/2013-09-16-ISI,0,4,0,0,0
subratcall/2018-cycle-2,0,40,0,0,0
subratcall/30Days_Of_Python,0,0,0,0,0
subratcall/Academy,0,0,0,0,4
subratcall/advent-of-code-2021,0,1,0,0,0
subratcall/AdventOfCode,0,1,0,0,0
subratcall/AdventOfCode2020,0,1,0,0,0
subratcall/airbnb-blogpost,0,1,0,0,0
subratcall/Airflow_Fundamentals,0,1,0,0,0
subratcall/analytical-sql-examples,0,82,0,0,0
subratcall/Analytics_Vidya,0,1,0,0,0
subratcall/analytic_func,0,1,0,0,0
subratcall/Apache-Spark-3-for-Data-Engineering-and-Analytics-with-Python-,0,16,0,0,0
subratcall/apex-jet-integration,0,2,0,0,0
subratcall/artwork,0,27,0,0,0
subratcall/asciinema,0,834,0,0,0
subratcall/AugLy,0,257,0,0,0
subratcall/automation-repo,0,105,0,0,0
subratcall/awesome-deep-learning,0,0,0,0,0
subratcall/awesome-interview-questions,0,0,0,0,0
subratcall/awesome-javascript-learning,0,540,0,0,0
subratcall/awesome-machine-learning,0,0,0,0,0
subratcall/Awesome-Projects-Collection,0,268,0,0,0
subratcall/aws-analytics-workshop-kr,0,4,0,0,0
subratcall/bach,0,51,0,0,0
subratcall/Banking-project,0,11,0,0,0
subratcall/banking-system,0,136,0,0,0
subratcall/Banking-System-1,0,9,0,0,0
unnat404/Algorithms_cpp_py_java,0,19,0,0,0
unnat404/attendance-automation,1,0,0,0,0
unnat404/calculator,0,0,0,0,0
unnat404/django-heroku-aws-s3-template,0,0,0,0,0
unnat404/Django-Rest-Framework-Study-Material-main,0,0,0,0,0
unnat404/DSA_Problem_Solving,0,0,0,0,0
unnat404/eCommerce,2,0,1,0,0
unnat404/edu-courses,0,0,0,0,0
unnat404/educative-courses,1,0,0,0,0
unnat404/hello-world,0,0,0,0,0
unnat404/human-pose-estimation-opencv,0,117,0,0,0
unnat404/My-DSA-Handbook,3,1,1,0,0
unnat404/OnlineIDE,0,1,0,0,0
unnat404/perfectnumber2,0,0,0,0,0
unnat404/proj_todo,0,0,0,0,0
unnat404/python-tutorial,1,0,0,0,0
unnat404/video-summarizer,0,0,0,0,0
unnat404/website,0,101,0,0,0
unnat404/youtube_rest_api,0,1,0,0,0
benawad/accounts,6,149,0,0,0
benawad/Android-To-Do-List,5,6,0,0,0
benawad/api-request-graphql,22,11,0,1,0
benawad/apollo-cache-update,32,5,0,0,0
