wals_code,iso_code,glottocode,Name,latitude,longitude,genus,family,macroarea,countrycodes,1A Consonant Inventories,2A Vowel Quality Inventories,3A Consonant-Vowel Ratio,4A Voicing in Plosives and Fricatives,5A Voicing and Gaps in Plosive Systems,6A Uvular Consonants,7A Glottalized Consonants,8A Lateral Consonants,9A The Velar Nasal,10A Vowel Nasalization,11A Front Rounded Vowels,12A Syllable Structure,13A Tone,14A Fixed Stress Locations,15A Weight-Sensitive Stress,16A Weight Factors in Weight-Sensitive Stress Systems,17A Rhythm Types,18A Absence of Common Consonants,19A Presence of Uncommon Consonants,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,26A Prefixing vs. Suffixing in Inflectional Morphology,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,32A Systems of Gender Assignment,33A Coding of Nominal Plurality,34A Occurrence of Nominal Plurality,35A Plurality in Independent Personal Pronouns,36A The Associative Plural,37A Definite Articles,38A Indefinite Articles,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,43A Third Person Pronouns and Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,46A Indefinite Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,49A Number of Cases,50A Asymmetrical Case-Marking,51A Position of Case Affixes,52A Comitatives and Instrumentals,53A Ordinal Numerals,54A Distributive Numerals,55A Numeral Classifiers,56A Conjunctions and Universal Quantifiers,57A Position of Pronominal Possessive Affixes,58A Obligatory Possessive Inflection,59A Possessive Classification,"60A Genitives, Adjectives and Relative Clauses",61A Adjectives without Nouns,62A Action Nominal Constructions,63A Noun Phrase Conjunction,64A Nominal and Verbal Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,71A The Prohibitive,72A Imperative-Hortative Systems,73A The Optative,74A Situational Possibility,75A Epistemic Possibility,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,78A Coding of Evidentiality,79A Suppletion According to Tense and Aspect,80A Verbal Number and Suppletion,"81A Order of Subject, Object and Verb",82A Order of Subject and Verb,83A Order of Object and Verb,"84A Order of Object, Oblique, and Verb",85A Order of Adposition and Noun Phrase,86A Order of Genitive and Noun,87A Order of Adjective and Noun,88A Order of Demonstrative and Noun,89A Order of Numeral and Noun,90A Order of Relative Clause and Noun,91A Order of Degree Word and Adjective,92A Position of Polar Question Particles,93A Position of Interrogative Phrases in Content Questions,94A Order of Adverbial Subordinator and Clause,95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun,98A Alignment of Case Marking of Full Noun Phrases,99A Alignment of Case Marking of Pronouns,100A Alignment of Verbal Person Marking,101A Expression of Pronominal Subjects,102A Verbal Person Marking,103A Third Person Zero of Verbal Person Marking,104A Order of Person Markers on the Verb,105A Ditransitive Constructions: The Verb 'Give',106A Reciprocal Constructions,107A Passive Constructions,108A Antipassive Constructions,109A Applicative Constructions,110A Periphrastic Causative Constructions,111A Nonperiphrastic Causative Constructions,112A Negative Morphemes,113A Symmetric and Asymmetric Standard Negation,114A Subtypes of Asymmetric Standard Negation,115A Negative Indefinite Pronouns and Predicate Negation,116A Polar Questions,117A Predicative Possession,118A Predicative Adjectives,119A Nominal and Locational Predication,120A Zero Copula for Predicate Nominals,121A Comparative Constructions,122A Relativization on Subjects,123A Relativization on Obliques,124A 'Want' Complement Subjects,125A Purpose Clauses,126A 'When' Clauses,127A Reason Clauses,128A Utterance Complement Clauses,129A Hand and Arm,130A Finger and Hand,131A Numeral Bases,132A Number of Non-Derived Basic Colour Categories,133A Number of Basic Colour Categories,134A Green and Blue,135A Red and Yellow,136A M-T Pronouns,137A N-M Pronouns,138A Tea,139A Irregular Negatives in Sign Languages,140A Question Particles in Sign Languages,141A Writing Systems,142A Para-Linguistic Usages of Clicks,143F Postverbal Negative Morphemes,90B Prenominal relative clauses,144Y The Position of Negative Morphemes in Object-Initial Languages,90C Postnominal relative clauses,144P NegSOV Order,144J SVNegO Order,144N Obligatory Double Negation in SOV languages,144S SOVNeg Order,144X Verb-Initial with Clause-Final Negative,"144A Position of Negative Word With Respect to Subject, Object, and Verb",90G Double-headed relative clauses,90E Correlative relative clauses,144V Verb-Initial with Preverbal Negative,144I SNegVO Order,144R SONegV Order,143B Obligatory Double Negation,144M Multiple Negative Constructions in SOV Languages,144U Double negation in verb-initial languages,144G Optional Double Negation in SVO languages,144K SVONeg Order,144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,144F Obligatory Double Negation in SVO languages,90D Internally-headed relative clauses,144E Multiple Negative Constructions in SVO Languages,144D The Position of Negative Morphemes in SVO Languages,"81B Languages with two Dominant Orders of Subject, Object, and Verb",143E Preverbal Negative Morphemes,143C Optional Double Negation,90F Adjoined relative clauses,143A Order of Negative Morpheme and Verb,144W Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,144O Optional Double Negation in SOV languages,144Q SNegOV Order,144L The Position of Negative Morphemes in SOV Languages,144H NegSVO Order,144C Languages with different word order in negative clauses,144T The Position of Negative Morphemes in Verb-Initial Languages,143G Minor morphological means of signaling negation,143D Optional Triple Negation,39B Inclusive/Exclusive Forms in Pama-Nyungan,137B M in Second Person Singular,136B M in First Person Singular,109B Other Roles of Applied Objects,10B Nasal Vowels in West Africa,25B Zero Marking of A and P Arguments,21B Exponence of Tense-Aspect-Mood Inflection,108B Productivity of the Antipassive Construction,130B Cultural Categories of Languages with Identity of 'Finger' and 'Hand',58B Number of Possessive Nouns,79B Suppletion in Imperatives and Hortatives
krb,gil,gilb1244,Kiribati,1.33333333333,173.0,Oceanic,Austronesian,Papunesia,KI,1 Small,2 Average (5-6),1 Low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,1 No laterals,1 Initial velar nasal,2 Contrast absent,1 None,2 Moderately complex,1 No tones,,,,,3 No fricatives,1 None,,,,,,,4 Equal prefixing and suffixing,1 Productive full and partial reduplication,1 No case marking,1 No subject person/number marking,,,,6 Mixed morphological plural,,4 Person-number stem,3 Unique periphrastic associative plural,,,3 No inclusive/exclusive,1 No person marking,,,1 Unrelated,6 No gender distinctions,,,,4 Pronouns and nouns,1 No morphological case-marking,1 No case-marking,9 No case affixes or adpositional clitics,,,3 Marked by prefix,3 Obligatory,,2 Possessive suffixes,,,,,,,2 Differentiation,,,,,1 Tense-aspect prefixes,1 Second singular and second plural,2 Normal imperative + special negative,4 Neither type of system,2 Inflectional optative absent,2 Verbal constructions,3 Other,,1 No grammatical evidentials,1 No grammatical evidentials,,,4 VOS,2 VS,2 VO,1 VOX,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,1 Numeral-Noun,1 Noun-Relative clause,2 Adjective-Degree word,,2 Not initial interrogative phrase,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,1 Neutral,,2 Accusative,4 Subject pronouns in different position,5 Both the A and P arguments,2 No zero realization,2 A precedes P,2 Double-object construction,,1 Present,,,2 Purposive but no sequential,2 Morphological but no compound,"4 Negative word, unclear if verb or particle",,,,,,,,,,,,1 Subject is left implicit,,1 Balanced,1 Balanced,,,,1 Decimal,,,,,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,,,,4 No clause-final neg,12 NegVOS,,,"1 Separate word, no double negation	Word&NoDoubleNeg",,,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,6 None,,,,,,4 NegVOS,4 None,,,,,,,,,,,,
krc,krc,kara1465,Karachay-Balkar,43.5,42.0,Turkic,Altaic,Eurasia,RU,,,,,,,,,2 No initial velar nasal,,,,,,,,,,,,,,,,,2 Strongly suffixing,,,,,,,2 Plural suffix,,,2 Unique affixal associative plural,"4 No definite, but indefinite article",2 Indefinite word same as 'one',,,,,,,,1 Interrogative-based,,,,,1 Case suffixes,,,,,,2 Possessive suffixes,,,,,,,,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,1 Normal imperative + normal negative,,,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,2 Relative clause-Noun,,6 No question particle,2 Not initial interrogative phrase,,1 OV and Postpositions,1 OV and RelN,1 OV and AdjN,,,,2 Subject affixes on verb,,,,,2 Distinct from reflexive,,,,,,5 Variation between negative word and affix,,,,2 Interrogative verb morphology,,,,,,4 Gap,4 Gap,,,,,,2 Different,2 Different,,,,,,,,,,,,,3 VNeg&[V-Neg],1 Relative clause-Noun (RelN) dominant,,,4 No NegSOV,,,7 Type 1 / Type 2,,16 More than one position,,,,,8 No SONegV,,5 SOVNeg/SO[V-Neg],,,,4 Immed postverbal,,,,,,4 None,,,10 Type 2 / Type 4,,,4 No SNegOV,15 More than one construction,,,,4 None,,,,,,,,,,,,
krd,kmr,nort2641,Kurdish (Central),36.0,44.0,Iranian,Indo-European,Eurasia,IQ IR,4 Moderately large,3 Large (7-14),3 Average,4 In both plosives and fricatives,2 None missing in /p t k b d g/,2 Uvular stops only,1 No glottalized consonants,"2 /l/, no obstruent laterals",2 No initial velar nasal,,1 None,3 Complex,1 No tones,,,,,1 All present,4 Pharyngeals,,,,,,,3 Weakly suffixing,,,,,,,2 Plural suffix,"6 All nouns, always obligatory",4 Person-number stem,,3 Definite affix,3 Indefinite affix,,,,,,6 No gender distinctions,,,,3 Pronouns only,,,9 No case affixes or adpositional clitics,,,2 Marked by reduplication,,,2 Possessive suffixes,,,,,,,,,,,,4 Mixed type,1 Second singular and second plural,,,,,,,,,,,1 SOV,1 SV,1 OV,,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,6 Mixed,1 Numeral-Noun,1 Noun-Relative clause,1 Degree word-Adjective,,2 Not initial interrogative phrase,1 Initial subordinator word,2 OV and Prepositions,2 OV and NRel,2 OV and NAdj,,,2 Accusative,2 Subject affixes on verb,5 Both the A and P arguments,3 Zero in some 3sg forms,2 A precedes P,,,1 Present,,,,,1 Negative affix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,4 No NegSOV,,,11 NoSOVNeg,,20 MorphNeg,,,,,2 Prefix&NoDoubleNeg,,,,,,,,,,,,2 [Neg-V],,,3 [Neg-V],,,4 No SNegOV,5 SO[Neg-V],,,,4 None,,,,,,,,,,,,
kre,krs,gbay1288,Kresh,8.5,24.5,Kresh,Central Sudanic,Africa,SD,,,,,,,,,,,,,,,,,,,,,,,,,,4 Equal prefixing and suffixing,,,,,,,7 Plural word,,,,1 Definite word distinct from demonstrative,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,2 Possessive suffixes,,,,,,,,,,,,4 Mixed type,,,,,,,,,,,,2 SVO,1 SV,2 VO,,2 Prepositions,2 Noun-Genitive,1 Adjective-Noun,,1 Numeral-Noun,1 Noun-Relative clause,2 Adjective-Degree word,2 Final,2 Not initial interrogative phrase,,4 VO and Prepositions,4 VO and NRel,3 VO and AdjN,,,,2 Subject affixes on verb,,,,,,,,,,,2 Negative particle,3 Both,3 A/Cat,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,,7 No SVNegO,,,,19 OptDoubleNeg,,,,5 Word&OnlyWithAnotherNeg,,,,,13 (Neg)SVONeg/S(Neg)VONeg,2 OptDoubleNeg,"6 End, not immed postverbal",,,,15 OptNeg,,1 NegV,2 (Neg)VNeg,,15 OptDoubleNeg,,,,,3 OnlyWithAnotherNeg,,,4 None,,,,,,,,,,,,
krf,kpr,kora1294,Korafe,-9.05,149.083333333,Binanderean,Trans-New Guinea,Papunesia,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Absent,,,,,,2 Without marking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krg,sna,shon1251,Karanga,-20.0,31.0,Bantoid,Niger-Congo,Africa,ZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Two-way contrast,1 Identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krh,xra,krah1246,Krahô,-8.0,-48.0,Ge-Kaingang,Macro-Ge,South America,BR,,,,,,,,,1 Initial velar nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Possessive prefixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,,2 Noun-Adjective,,,,,,,,1 OV and Postpositions,,2 OV and NAdj,,,,,,,,,,,,,,,1 Negative affix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 [V-Neg],,,,4 No NegSOV,,,2 Suffix&NoDoubleNeg,,20 MorphNeg,,,,,8 No SONegV,,,,,,,,,,,,4 None,,,4 [V-Neg],,,4 No SNegOV,6 SO[V-Neg],,,,4 None,,,,,,,,,,,,
kri,kzw,kari1255,Kipea,-10.0,-37.0,Kariri,Kariri,South America,BR,,,,,,,,,,,,,,,,,,,,2 Exclusively isolating,,,2 Dependent marking,3 Double marking,5 Inconsistent or other,4 Equal prefixing and suffixing,,,,,,,2 Plural suffix,,,,,,,,,,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,1 Possessive prefixes,2 Absent,3 Three to five classes,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,4 VOS,2 VS,2 VO,,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,1 Demonstrative-Noun,1 Numeral-Noun,1 Noun-Relative clause,2 Adjective-Degree word,,,,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,,,,,,,,,,,,1 Negative affix,,,,,,,,,,,,,,,,,,,,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,,2 [V-Neg],,,1 Noun-Relative clause (NRel) dominant,,,,,4 No clause-final neg,20 MorphNeg,,,9 No preverbal neg,,,,,,,,,,,,,,4 None,,,4 [V-Neg],1 Suffix&NoDoubleNeg,,,,,,10 [V-Neg]OS,4 None,,,1 No m in second person singular,1 No m in first person singular,,,2 Non-zero marking,,,,4 Five or more,
krj,gbd,kara1476,Karadjeri,-19.0,122.0,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,,,,,,,,,,,,2 Strongly suffixing,,,,,,,,,,,,,,,,,,,,,,,,,1 Case suffixes,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,,,,,1 Postpositions,3 No dominant order,3 No dominant order,,,,,1 Initial,,,,,5 Other,,,,,,,,,,,,,,,2 Negative particle,,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,,,,,,,,,,,,,,,,,,,,,,,,1 NegV,,,1 NegV,,,,,,,,4 None,,,,,,,,,,,,
krk,kyh,karo1304,Karok,41.6666666667,-123.0,Karok,Karok,North America,US,2 Moderately small,2 Average (5-6),3 Average,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,1 No laterals,3 No velar nasal,1 Contrast present,1 None,,2 Simple tone system,1 No fixed stress,5 Unbounded: Stress can be anywhere,2 Long vowel,,1 All present,1 None,1 Exclusively concatenative,5 No case,5 8-9 categories per word,1 Head marking,1 Head marking,1 Head-marking,4 Equal prefixing and suffixing,1 Productive full and partial reduplication,1 No case marking,2 Syncretic,1 None,1 No gender,1 No gender,2 Plural suffix,,4 Person-number stem,,1 Definite word distinct from demonstrative,,3 No inclusive/exclusive,3 No inclusive/exclusive,,,,6 No gender distinctions,1 No politeness distinction,1 Interrogative-based,2 Differentiated,2 No person marking,3 3 cases,4 Subtractive-quantitatively asymmetrical,6 Postpositional clitics,2 Differentiation,,,1 Absent,,1 Possessive prefixes,1 Exists,1 No possessive classification,,,,,2 Differentiation,2 No grammatical marking,4 No past tense,1 Inflectional future exists,3 Other perfect,2 Tense-aspect suffixes,1 Second singular and second plural,4 Special imperative + special negative,1 Maximal system,2 Inflectional optative absent,,3 Other,,2 Indirect only,4 Separate particle,,,7 No dominant order,1 SV,3 No dominant order,6 No dominant order,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,1 Demonstrative-Noun,1 Numeral-Noun,,,,,,5 Other,5 Other,5 Other,1 Neutral,1 Neutral,5 Hierarchical,2 Subject affixes on verb,5 Both the A and P arguments,2 No zero realization,5 A and P are fused,,2 Distinct from reflexive,1 Present,3 No antipassive,3 Benefactive and other; both bases,,2 Morphological but no compound,6 Double negation,2 Asymmetric,3 A/Cat,,,3 Topic,1 Verbal encoding,1 Different,1 Impossible,,,,,,,,,2 Different,1 Identical,1 Decimal,,,,,1 No M-T pronouns,"2 N-M pronouns, paradigmatic",3 Others,,,,,2 [V-Neg],,,,,,,,,,,,,,,2 Neg[V-Neg],,,,,,,,,,,1 NegV,,,14 ObligDoubleNeg,,,,,,,,4 None,,,2 m in second person singular,1 No m in first person singular,1 Instrument,,2 Non-zero marking,1 monoexponential TAM,4 no antipassive,1 Hunter-gatherers,1 None reported,
krl,krl,kare1335,Karelian,64.0,32.0,Finnic,Uralic,Eurasia,RU,,,,,,,,,,,,,,2 Initial,8 Fixed stress (no weight-sensitivity),4 Long vowel or coda consonant,1 Trochaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Interrogative-based,,,,,,,"7 First, second, three-th",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krm,kdr,kara1464,Karaim,54.6666666667,24.9166666667,Turkic,Altaic,Eurasia,LT UA,,,,,,,,,2 No initial velar nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Interrogative-based,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Inflectional optative present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Words derived from Sinitic cha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krn,kqz,kora1292,Korana,-29.5,20.5,Khoe-Kwadi,Khoe-Kwadi,Africa,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,2 Strongly suffixing,,,,,,,2 Plural suffix,,,,5 No definite or indefinite article,5 No definite or indefinite article,,,,,,,,,,,,,1 Case suffixes,,,,,,4 No possessive affixes,,,,,,,,,,,,5 No tense-aspect inflection,5 No second-person imperatives,2 Normal imperative + special negative,1 Maximal system,2 Inflectional optative absent,,,,,,,,7 No dominant order,3 No dominant order,1 OV,,1 Postpositions,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,1 Numeral-Noun,7 Mixed,,2 Final,1 Initial interrogative phrase,2 Final subordinator word,1 OV and Postpositions,5 Other,1 OV and AdjN,,,,3 Subject clitics on variable host,,,,,,,,,,2 Morphological but no compound,"4 Negative word, unclear if verb or particle",,,,1 Question particle,,,,,,,,,,,,,,,,,,,,,,,,,,,1 VNeg,2 RelN or NRel,,2 NRel or RelN,,,,,,21 Other,,,,,,,,,,,4 Immed postverbal,,,,,,4 None,,,2 VNeg,,,,,,,,4 None,,,,,,3 two-way nasal vs. oral vowel contrast (/ṽ/ vs. /V/) with nasal spreading,,,,,,
kro,kgo,kron1241,Krongo,10.5,30.0,Kadugli,Kadu,Africa,SD,3 Average,3 Large (7-14),2 Moderately low,1 No voicing contrast,1 Other,1 None,3 Implosives only,"2 /l/, no obstruent laterals",1 Initial velar nasal,2 Contrast absent,1 None,2 Moderately complex,2 Simple tone system,1 No fixed stress,5 Unbounded: Stress can be anywhere,5 Prominence,4 Undetermined,1 All present,1 None,1 Exclusively concatenative,5 No case,3 4-5 categories per word,4 No marking,2 Dependent marking,5 Inconsistent or other,5 Weakly prefixing,3 No productive reduplication,3 Core and non-core,3 Not syncretic,,,,1 Plural prefix,"6 All nouns, always obligatory",4 Person-number stem,1 Associative same as additive plural,5 No definite or indefinite article,5 No definite or indefinite article,5 Inclusive/exclusive,5 Inclusive/exclusive,3 Three-way contrast,1 Identical,,3 3rd person singular only,1 No politeness distinction,,,2 No person marking,6 6-7 cases,6 Syncretism in relevant NP-types,2 Case prefixes,2 Differentiation,"2 One, two, three",,,,4 No possessive affixes,2 Absent,2 Two classes,,,2 Possessive-Accusative,,2 Differentiation,1 Grammatical marking,4 No past tense,2 No inflectional future,3 Other perfect,4 Mixed type,1 Second singular and second plural,4 Special imperative + special negative,1 Maximal system,2 Inflectional optative absent,2 Verbal constructions,3 Other,,1 No grammatical evidentials,1 No grammatical evidentials,4 None,"3 Singular-plural pairs, suppletion",3 VSO,2 VS,2 VO,1 VOX,,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,3 No dominant order,6 No question particle,2 Not initial interrogative phrase,1 Initial subordinator word,,4 VO and NRel,4 VO and NAdj,1 Neutral,1 Neutral,1 Neutral,6 Mixed,1 No person marking,1 No person marking,1 A and P do not or do not both occur on the verb,1 Indirect-object construction,4 Identical to reflexive,1 Present,1 Implicit patient,3 Benefactive and other; both bases,2 Purposive but no sequential,1 Neither,6 Double negation,3 Both,1 A/Fin,,2 Interrogative verb morphology,5 'Have',1 Verbal encoding,1 Different,1 Impossible,1 Locational,4 Gap,3 Pronoun-retention,1 Subject is left implicit,3 Deranked,1 Balanced,1 Balanced,2 Balanced/deranked,1 Identical,2 Different,3 Pure vigesimal,,,,,1 No M-T pronouns,1 No N-M pronouns,1 Words derived from Sinitic cha,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,,,,,3 OnlyWithAnotherNeg,18 ObligDoubleNeg,,,5 Word&OnlyWithAnotherNeg,,,1 NegVNeg,,3 NegVSONeg,,,,,,,,,1 NegV,,,14 ObligDoubleNeg,6 None,,,,,,22 ObligDoubleNeg,4 None,,,1 No m in second person singular,1 No m in first person singular,2 Locative,,2 Non-zero marking,1 monoexponential TAM,1 productive,,1 None reported,3 Hortative
krq,krk,kere1280,Kerek,62.25,175.0,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,RU,,,,,,,,,1 Initial velar nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Special,,,,,,,,,,,,,,,,,,,,,,,,1 Second singular and second plural,4 Special imperative + special negative,1 Maximal system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krr,kxa,kair1263,Kairiru,-3.33333333333,143.583333333,Oceanic,Austronesian,Papunesia,PG,,,,,,,,,,,,,,,,,,,,,,,,,,4 Equal prefixing and suffixing,,,,,,,7 Plural word,,,,2 Demonstrative word used as definite article,,,,3 Three-way contrast,1 Identical,,,,,,,,,9 No case affixes or adpositional clitics,,,,,,2 Possessive suffixes,,,,,,,2 Differentiation,,,,,5 No tense-aspect inflection,,,,,,,,,,,,1 SOV,1 SV,1 OV,5 OVX,4 No dominant order,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,2 Adjective-Degree word,,2 Not initial interrogative phrase,1 Initial subordinator word,5 Other,2 OV and NRel,2 OV and NAdj,,,,2 Subject affixes on verb,,,,3 Secondary-object construction,,,,,,,2 Negative particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,4 No NegSOV,,,1 Word&NoDoubleNeg,,8 SOVNeg,,,,,8 No SONegV,,,,,,4 Immed postverbal,,,,,,4 None,,,2 VNeg,,,4 No SNegOV,4 SOVNeg,,,,4 None,,,,,,,,,,,,
krt,kpt,kara1474,Karata,42.5833333333,46.3333333333,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,,,,,,,,,3 No velar nasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Second person number-neutral,4 Special imperative + special negative,4 Neither type of system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krw,khe,koro1312,Korowai,-5.25,140.0,Awju-Dumut,Trans-New Guinea,Papunesia,ID,,,,,,,,,,2 Contrast absent,,,,,,,,,,,,,,,,2 Strongly suffixing,1 Productive full and partial reduplication,,,,,,2 Plural suffix,"3 Only human nouns, obligatory",,,"4 No definite, but indefinite article",3 Indefinite affix,,,,,,,,,,,,,1 Case suffixes,,,,,,1 Possessive prefixes,,,,,,,1 Identity,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,,1 Genitive-Noun,1 Adjective-Noun,1 Demonstrative-Noun,,7 Mixed,,2 Final,2 Not initial interrogative phrase,,,5 Other,1 OV and AdjN,,,,2 Subject affixes on verb,,,,,,,,,,,6 Double negation,,,,1 Question particle,,,,,,,,5 Desiderative particle,,,,,,,,,,,,,,,,,,,2 [V-Neg],2 RelN or NRel,,2 NRel or RelN,4 No NegSOV,,6 SO[Neg-V-Neg],6 Suffix&OnlyWithAnotherNeg,,18 ObligDoubleNeg,,,,,6 Prefix&OnlyWithAnotherNeg,4 [Neg-V-Neg],,,,,,,,,,,2 [Neg-V],,,14 ObligDoubleNeg,,,4 No SNegOV,16 ObligDoubleNeg,,,,4 None,,,,,,,,,,,,
