"374","anti integrase",NULL,"A compound or agent that combines with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction."
"375","anti iritic","An agent, such as an anti-inflammatory agent, that relieves inflammation of the iris of the eye.
",NULL
"376","anti ischaemic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"377","anti ischemic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"378","anti jet-lag",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"379","anti keratitic",NULL,NULL
"380","anti keratotic","An agent acting against keratosis, overgrowth of horny tissue of the skin (such as warts).
",NULL
"381","anti keshan",NULL,NULL
"382","anti ketotic",NULL,NULL
"383","anti klebsiellic","An antibody that binds Klebsiella specific target. Klebsiella is  a genus of nonmotile, Gram-negative, oxidase-negative, rod-shaped bacteria with a prominent polysaccharide-based capsule.
",NULL
"384","anti lactagogue","An agent that decreases the flow of breast milk in a woman.
",NULL
"385","anti lactobacillic",NULL,"A substance that kills or slows the growth of bacteria."
"386","anti laryngitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"387","anti legionella",NULL,"A substance that kills or slows the growth of bacteria."
"388","anti leishmanic",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"389","anti lepric",NULL,"A substance that kills or slows the growth of bacteria."
"390","anti leprotic",NULL,"A substance that kills or slows the growth of bacteria."
"391","anti lethargic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"392","anti leucodermic","An agent, such as a herbal extrat, used for treatment of vitiligo white patches or dysfunctionalty of melanocyte cells that cause depigmentation resulting in loss of skin color with irregular white, milky white and pink patches.SAME",NULL
"393","anti leukemic",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"394","anti leukodermic","An agent, such as a herbal extract, used to treat leucoderma, or vitiligo, characterized by white patches or total loss of skin pigmentation.
",NULL
"395","anti leukonychic","An agent used to treat leukonychia, characterized by abnormal whiteness of the nails, either total or spots or streaks.
",NULL
"396","anti leukopenic","An agent that boosts production of leukocytes.
",NULL
"397","anti leukoplakic","An agent used to treat leukoplakia, charachterized by firm white patches in the oral cavity, gastrointestinal tract mucosal sites, or mucosal surfaces of the urinary tract and genitals.
",NULL
"398","anti leukorrheic","An agent, that may be control estrogen levels, used to treat leukorrhea, characterized by whitish or yellowish vaginal discharge.
",NULL
"399","anti leukotriene",NULL,"A substance that diminishes the rate of a chemical reaction."
"400","anti leukotriene-B4",NULL,"A substance that diminishes the rate of a chemical reaction."
"401","anti leukotriene-D4",NULL,"A substance that diminishes the rate of a chemical reaction."
"402","anti leukotrienogenic",NULL,"A substance that diminishes the rate of a chemical reaction."
"403","anti lipedemic","An agent that promotes the reduction of lipid levels in the blood.
",NULL
"404","anti lipemic","An agent that prevents or counteracts the accumulation of fatty substances in the blood.
",NULL
"405","anti lipogenic","An agent that inhibits or controls production of lipids.
",NULL
"406","anti lipolytic","An agent that prevents breakdown of lipids.
",NULL
"407","anti lipoperoxidant","An agent that prevents peroxidation (oxidative degradation) of lipids.
",NULL
"408","anti listeria",NULL,"A substance that kills or slows the growth of bacteria."
"409","anti lithic","An agent that prevents formation of calculi or promoting their dissolution.
",NULL
"410","anti lupus",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"411","anti Lyme",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"412","anti lymphedemic","An agent that relieves effects of lymphedema, characterized by localized fluid retention and tissue swelling caused by a compromised lymphatic system, which normally returns interstitial fluid to the thoracic duct and then the bloodstream.
",NULL
"413","anti lymphocytic","An antibody that binds human T cells, used for example in treating acute rejection of organ transplantation.
",NULL
"414","anti lymphomic","An agent that acts against lymphatic cells that group together to form blood cell tumors.
",NULL
"415","anti maculitic",NULL,NULL
"416","anti malarial",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"417","anti mange","An agent used to treat mange, a skin disease of mammals caused by parasitic mites and occasionally communicable to humans.
",NULL
"418","anti manic","An agent or drug that stabilizes mood by controlling symptoms of mania, the abnormal psychological state of excitement.
",NULL
"419","anti mastalgic","An agent or drug that relieves symptoms of mastalgia (breat pain), or acts against the benign tumor.
",NULL
"420","anti mastitic","An agent used to treat inflammation of breast tissue, caused by an S. aureus infection in nursing mothers.
",NULL
"421","anti MD","An antobody specific to MD molecules, which act in conjunction with toll-like receptor family members.
",NULL
"422","anti multidrug resistance","An agent used against the microbes otherwise unaffected by a range of antimicrobials.
",NULL
"423","anti measles",NULL,"A substance that destroys or inhibits replication of viruses."
"424","anti melanogenic",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"425","anti melanomic",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"426","anti melasmic","An agent used to relieve effects of melasma, characterized by a tan or dark skin discoloration often during pregnancy.
",NULL
"427","anti Meniere's",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"428","anti meningitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"429","anti menopausal",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"430","anti menorrhagic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"431","anti metabolic","A substance that competes with, replaces, or antagonizes a particular metabolite; for example, ethionine is anantimetabolite of methionine.
",NULL
"432","anti metabolite","A substance that competes with, replaces, or antagonizes a particular metabolite; for example, ethionine is anantimetabolite of methionine.
",NULL
"433","anti metaplastic","An antibody specific to metaplastic carcinoma of the breast.
",NULL
"434","anti metastatic",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"435","anti metrorrhagic","An agent that relieves abnormal bleeding of the uterus.
",NULL
"436","anti microbial",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"437","anti migraine",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"438","anti mite",NULL,"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
"439","anti mitochondrial","An autoantibody in blood or serum, consisting of immunoglobulins formed against mitochondria,  indicative of the presence of, or the potential to develop the autoimmune disease Primary Biliary Cirrhosis.
",NULL
"440","anti mitogenic","An agent that inhibits mitosis, or cell division.
",NULL
"441","anti mitotic","An agent that inhibits mitosis, or cell division.
",NULL
"442","anti mitral-valve-prolapse",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"443","anti mononuccleotic","An agent that promotes reduction of the production of monocytes.
",NULL
"444","anti morning sickness",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"445","anti morphinic","An agent that inhibits the action of morphine.
",NULL
"446","anti morphinistic","A drug that prevents morphine from activating the mu opioid receptor, used in treating morphine addiction (morphinism).
",NULL
"447","anti methicillin-resistant Staphylococcus aureus",NULL,"A substance that kills or slows the growth of bacteria."
"448","anti monosodium-glutamate","An atidote for MSG poisoning, such as taurine.
",NULL
"449","anti monosodium-glutamate-sensitivity",NULL,NULL
"450","anti muscarinic",NULL,"A drug that binds to but does not activate muscarinic cholinergic receptors, thereby blocking the actions of endogenous acetylcholine or exogenous agonists."
"451","anti mutagenic","An agnet that interferes with the mutagenicity of a substance. The interference can be in the form of prevention of the transformation of a mutagenic compound into mutagen, inactivation, or otherwise the prevention of Mutagen-DNA reaction.
",NULL
"452","anti mutilation",NULL,NULL
"453","anti myalgic","An agent that relieves pain or tenderness in one or more muscles.
",NULL
"454","anti myasthenic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"455","anti mycoplasmotic","An agent, such as an antibiotic, that acts against Mycoplasma, such as in avian mycoplasmosis.
",NULL
"456","anti mycotic","An agent that destroys or prevents the growth of fungi.
",NULL
"457","anti myelotoxic",NULL,"Any protective agent counteracting or neutralizing the action of poisons."
"458","anti myoatrophic","An agent that prevents the wasting of muscular tissue, or muscular atrophy.
",NULL
"459","anti myocarditic",NULL,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
"460","anti myoclonic","An agent used to treat a disease characterized by involuntary twitching of a muscle or a group of muscles (which includes epilepsy). Some drugs include clonazepam, sodium valproate, piracetam, and primidone.
",NULL
"461","anti myocontractant",NULL,NULL
"462","anti myopic","An agent that corrects nearsightedness (myopia), a refractive error of the eye.
",NULL
"463","anti narcotic","A sunbstance that blunts the senses, as opium,morphine, belladonna, and alcohol, that in large quantities cause produceeuphoria, stupor, or coma, and when used constantly can causehabituation or addiction. It can be used in medicine to relieve pain, cause sedation, and induce sleep.
",NULL
"464","anti nauseant",NULL,"A drug used to prevent nausea or vomiting. An antiemetic may act by a wide range of mechanisms: it might affect the medullary control centres (the vomiting centre and the chemoreceptive trigger zone) or affect the peripheral receptors."
"465","anti neoplastic",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"466","anti nephritic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"467","anti nephrolytic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"468","anti nesidioblastosic",NULL,NULL
"469","anti neuralgic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"470","anti neuramidase",NULL,"An antiviral drug targeted at influenza viruses. Its mode of action consists of blocking the function of the viral neuraminidase protein (EC 3.2.1.18), thus preventing the virus from budding from the host cell."
"471","anti neurasthenic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"472","anti neuritic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"473","anti neuroblastomic","An agent used against a malignant tumor composed of neuroblasts, most commonly in the adrenal gland.
",NULL
"474","anti neurogenic","An agent that impares a neural factor.
",NULL
"475","anti neuroleptic",NULL,"A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system."
"476","anti neuropathic","An agent that relieves symptoms such as pain caused by damage or disease affecting the somatosensory nervous system.
",NULL
"477","anti neurotic","An agent that relieves symptoms caused by a mental disorder involving distress, such as excessive anxiety, obsessional thoughts, or compulsive acts.
",NULL
"478","anti NF-kappa-B",NULL,"A substance that diminishes the rate of a chemical reaction."
"479","anti nicotinic",NULL,"Any drug used for its actions on cholinergic systems. Included here are agonists and antagonists, drugs that affect the life cycle of acetylcholine, and drugs that affect the survival of cholinergic neurons."
"480","anti nitrosaminic",NULL,NULL
"481","anti nitrosating","An agent that prevents the conversion of organic compounds into nitroso derivatives.
",NULL
"482","anti nitrosic",NULL,NULL
"483","anti NKC","An agent, or antibody, that binds to a natural killer cell. For example, a NK cell is activated by interferons.
",NULL
"484","anti nociceptive",NULL,"A class of drugs producing both physiological and psychological effects through a variety of mechanisms involving the central nervous system."
"485","anti nyctalopic","An agent that enhances sight in dim light, or at night.
",NULL
"486","anti obesity",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"487","anti odontalgic","An agent, or drug, that relieves the pain of a toothache.
",NULL
"488","anti oncychomycotic","An agent that acts agains a fungal infection of the nails.
",NULL
"489","anti onychogryphotic","An agent that may be used to treat nail hypertrophy, characteristic of overgrowth resembling claws or a ram's horn.
",NULL
"490","anti onychyotic",NULL,NULL
"491","anti ophidic","Another name for antivenom. A biological product used in the treatment of venomous bites or stings. Antivenom is created by milking venom from a relevant snake, spider, insect, or fish. The venom is then diluted and injected.
",NULL
"492","anti ophthalmic","Fat-soluble vitamins essential for normal vision, which prevent nightblindness or inflammation or dryness of the eyes.
",NULL
"493","anti orchitic","An agent that relieves symptoms of orchitis, such as inflammation of the testes, heavy pain or infection.
",NULL
"494","anti osteoarthritic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"495","anti osteoporotic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"496","anti osteosclerotic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"497","anti osteotic",NULL,NULL
"498","anti otitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"499","anti ototic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"500","anti oxalate",NULL,NULL
"501","anti oxaluric",NULL,NULL
"502","antioxidant",NULL,"A substance that opposes oxidation or inhibits reactions brought about by dioxygen or peroxides. In European countries, E-numbers for permitted antioxidant food additives are from E 300 to E 324."
"503","anti ozenic",NULL,NULL
"504","anti platelet aggregation factor",NULL,"A drug or agent which antagonizes or impairs any mechanism leading to blood platelet aggregation, whether during the phases of activation and shape change or following the dense-granule release reaction and stimulation of the prostaglandin-thromboxane system."
"505","anti pancreatitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"506","anti panniculopathic","An agent used to treat cellulite (Edematous Fibrosclerotic Panniculopathy), which is persistent subcutaneous fat that causes dimpling of the skin.
",NULL
"507","anti papillomic",NULL,"A substance that destroys or inhibits replication of viruses."
"508","anti parasitic",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"509","anti Parkinsonian",NULL,"A drug used in the treatment of Parkinson's disease."
"510","anti parotitic","An agent that relieves inflammation of the parotid gland.
",NULL
"511","anti pellagric",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"512","anti peptic","An agent that inhibits the action of pepsin.
",NULL
"513","anti periodic","An agent that prevents regular recurrence of the symptoms of a disease, as in malaria.
",NULL
"514","anti periodontal","An agent that relieves or prevents the development of gum disease.
",NULL
"515","anti periodontic",NULL,NULL
"516","anti periodontitic","An agent that relieves inflammation of tissue around teeth, which causes shrinkage of the gums and loosening of the teeth.
",NULL
"517","anti peristaltic","An agent that opposes the force of peristalsis, or the waves of contraction of a tubular organ.
",NULL
"518","anti permeability","An agent that prevents the updtake of a substance by a cell, or tissue.
",NULL
"519","anti peroxidant","An agent that prevents the formation of oxygen atoms and peroxides, which may be stimulated in the body by certain toxins and infections.
",NULL
"520","anti peroxidative","An agent that counters or inhibits peroxidation, which refers to any oxidation reaction, especially of an oxide, that produces a peroxide.
",NULL
"521","anti peroxynitrite","An agent that inhibits peroxynitrite function, to ameliorate vasorelaxation of aging resistant arteries.
",NULL
"522","anti perspirant","An agent, or antimicrobial, that controls sweat and body odor by preventing sweat reaching the skin surface, or by reducing the bacteria that causes body odour.
",NULL
"523","anti pertussic",NULL,"A substance that kills or slows the growth of bacteria."
"524","anti pertussive",NULL,"A substance that kills or slows the growth of bacteria."
"525","anti prostaglandin-E2",NULL,"A compound that inhibits the action of prostaglandins."
"526","anti pharyngitic","An agent that relieves inflammation of the pharynx.
",NULL
"527","anti phenylketonuric",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"528","anti photophobic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"529","anti pityriasic","An agent that relieves symptoms of skin diseases that cause formation of fine, branny scales.
",NULL
"530","anti plantar","An agent that relieves inflammation of the plantar fascia, that runs across the bottom of the foot and connects the heel bone to the toes.
",NULL
"531","anti plaque","An agent that removes or prevents the formation of a plaque.
",NULL
"532","anti plasmodial",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"533","anti platelet","An agent, or drug, that prevents the formation of blood clots that result from aggregation of platelets. It may be used to treat heart disease.
",NULL
"534","anti premenstrual syndrome",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"535","anti pneumonic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"536","anti podagric","An agent, such as a nutritional factor, that acts to control uric acid metabolism, for treatment of gout (podagra).
",NULL
"537","anti podriac",NULL,NULL
"538","anti polio",NULL,"A substance that destroys or inhibits replication of viruses."
"539","anti poliomyelitic",NULL,"A substance that destroys or inhibits replication of viruses."
"540","anti polyp","An agent that acts to remove or prevent overgrowth of the inner wall of the colon or rectum.
",NULL
"541","anti porphyric","An agent that lowers the levels of porphyrins, such as by catalyzing reactions that consume these.
",NULL
"542","anti predatory","Relating to, or denoting, prevention of death by a predator.
",NULL
"543","anti proctalgic","An agent that relieves symptoms of proctalgia, such as severe episodic, rectal or sacrococcygeal pain, caused by cramping of the levator ani muscle.
",NULL
"544","anti progestational","An agent, or hormone such as estrogen, that prevents secretion of progesterone, which immediately follows ovulation.
",NULL
"545","anti progesterone",NULL,"A chemical substance which inhibits the function of the endocrine glands, the biosynthesis of their secreted hormones, or the action of hormones upon their specific sites."
"546","anti prolactin","An agent that inhibits the production of prolactin, a hormone that stimulates milk production after childbirth.
",NULL
"547","anti proliferant","An agent that prevents or inhibits proliferation, or rapid reproduction of a cell, part, or organism.
",NULL
"548","anti proliferative","An agent or substance that prevents or stunts the spread of cells, especially malignant cells, into surrounding tissues.
",NULL
"549","anti promoter","An agent that blocks the action of a promoter molecule in carcinogenesis, potentially acting at any stage in a neoplastic transformation sequence. Examples are dietary fiber, vitamins A, C and E, selenium, indoles, flavones, or isothiocyanates.
",NULL
"550","anti prostaglandin",NULL,"A chemical substance which inhibits the function of the endocrine glands, the biosynthesis of their secreted hormones, or the action of hormones upon their specific sites."
"551","anti prostanoid","An antibody that binds to prostanoid receptors.
",NULL
"552","anti prostat adenomic",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"553","anti prostatitic","An agent that relieves prostatitis, or inflammation of the prostate gland.
",NULL
"554","anti prostatotic",NULL,NULL
"555","anti proteinigenic",NULL,NULL
"556","anti proteolytic","An agent that prevents digestion of proteins.
",NULL
"557","anti protozoal",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"558","anti pruritic",NULL,"A drug used to treat or prevent skin disorders or for the routine care of skin."
"559","anti prostate-specific-antigen","An antibody binding to a protstate specific antigen, that may be used to detect inflammation of the prostate.
",NULL
"560","anti pseudomonic",NULL,"A substance that kills or slows the growth of bacteria."
"561","anti psittacotic","An antobody binding to Chlamydia psittaci specific antigens, a microorganism that cuases the psittacosis infectious disease.
",NULL
"562","anti psoriac",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"563","anti psoriatic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"564","anti psychotic",NULL,"Antipsychotic drugs are agents that control agitated psychotic behaviour, alleviate acute psychotic states, reduce psychotic symptoms, and exert a quieting effect."
"565","anti pulmonotic",NULL,NULL
"566","anti purpuric",NULL,"A drug used to treat or prevent skin disorders or for the routine care of skin."
"567","anti pyretic",NULL,"A drug that prevents or reduces fever by lowering the body temperature from a raised state. An antipyretic will not affect the normal body temperature if one does not have fever. Antipyretics cause the hypothalamus to override an interleukin-induced increase in temperature. The body will then work to lower the temperature and the result is a reduction in fever."
"568","anti pyruvetic",NULL,NULL
"569","anti rabies",NULL,"A substance that destroys or inhibits replication of viruses."
"570","anti rachitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"571","anti radiation","An agent, such as a nutritional factor, or a drug, that acts to repair DNA damage cuase by exposure to radiation.
",NULL
"572","anti radicular","An agent that relieves inflammation or irritation of the nerve root of a tooth.
",NULL
"573","anti Raynaud's",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"574","anti renitic",NULL,NULL
"575","anti reproductive","An agent that prevents the ability of an organism to produce offspring.
",NULL
"576","anti reserpine",NULL,NULL
"577","anti respirotic",NULL,NULL
"578","anti retardation",NULL,NULL
"579","anti retinitic","An agent that relieves inflammation of the retina of the eye (retinitis).
",NULL
"580","anti retinopathic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"581","anti retinotic","An antibogy, or receptor for retinoic acid. Retinoic acid receptors bind as heterodimers to their target response elements in response to their ligands.
",NULL
"582","anti retroviral",NULL,"A substance that destroys or inhibits replication of viruses."
"583","anti Reye's",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"584","anti rheumatalgic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"585","anti rheumatic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"586","anti rheumatitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"587","anti rhinitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"588","anti rhinoviral",NULL,"A substance that destroys or inhibits replication of viruses."
"589","anti rickettsial",NULL,"A substance that kills or slows the growth of bacteria."
"590","anti-RNA",NULL,NULL
"591","anti salmonella",NULL,"A substance that kills or slows the growth of bacteria."
"592","anti sarcomic",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"593","anti schistosomiac",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"594","anti schizophrenic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"595","anti sclerodermic",NULL,"A drug used to treat or prevent skin disorders or for the routine care of skin."
"596","anti scleromyxoedemic",NULL,"A drug used to treat or prevent skin disorders or for the routine care of skin."
"597","anti scoliotic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"598","anti scorbutic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"599","anti scotomic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"600","anti seborrheic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"601","anti secretory","An agent that inhibits or diminishes secretion.
",NULL
"602","anti senility",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"603","anti septic",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"604","anti septic-shock","An agent, such as an antimicrobial agent, that acts against the infection causing septic shock.
",NULL
"605","anti seratogenic",NULL,NULL
"606","anti serotonergic",NULL,NULL
"607","anti serotonic",NULL,NULL
"608","anti serotonin",NULL,NULL
"609","anti serotoninic",NULL,NULL
"610","anti shigellic",NULL,"A substance that kills or slows the growth of bacteria."
"611","anti shingles",NULL,"A substance that destroys or inhibits replication of viruses."
"612","anti shock","An agent that reduces the force of impact, or the effects of a shock. For example, in treatment of blood loss or fractures.
",NULL
"613","anti sialogogue","An agent that reduces the production of saliva.
",NULL
"614","anti sickling","An agent that prevents sickling of red blood cells, used to treat sickle cell anemia.
",NULL
"615","anti silicotic","An agent that relieves symptoms of or treats silicosis, an occupational lung disease caused by inhalation of crystalline silica dust, characterized by inflammation and scarring in the form of nodular lesions in the upper lobes of the lungs.
",NULL
"616","anti sindhis",NULL,NULL
"617","anti sinusitic","An agent that relieves cold symptoms.
",NULL
"618","anti spare-tire",NULL,NULL
"619","anti spasmodic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"620","anti spasmophilic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"621","anti spastic","An agent that prevents or relieves spasms.
",NULL
"622","anti spermatogenic","An agent that blocks spermatogenesis.
",NULL
"623","anti spina-bifida",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"624","anti sprout","An agne thtat prevents sprouting, or germinating of seeds.
",NULL
"625","anti sprue","An antibody present with the condition celiac sprue (or celiac disease), and autoimmune disorder of the small intestine.
",NULL
"626","anti staph","An agent, or an antimicrobial agent, that acts against specific Staphylococcus targets, a genus that causes Staph infections.
",NULL
"627","anti staphylococcic",NULL,"A substance that kills or slows the growth of bacteria."
"628","anti steatotic","An agent that prevents the retention or accumulation of lipids in a cell, or steatosis.
",NULL
"629","anti sterility",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"630","anti stomatitic","An agent that relieves inflammation of the mucous membrane of the mouth.
",NULL
"631","anti streptococcic",NULL,"A substance that kills or slows the growth of bacteria."
"632","anti stress",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"633","anti stroke",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"634","anti substance-P",NULL,"A substance that diminishes the rate of a chemical reaction."
"635","anti sunburn",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"636","anti superoxidogenic",NULL,NULL
"637","anti syncopic","An agent that relieves symptoms of fainting, such as low heart rate,  low blood pressure, or low blood flow to the brain.
",NULL
"638","anti syndrome-X",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"639","anti tachycardic",NULL,"A drug used for the treatment or prevention of cardiac arrhythmias. Anti-arrhythmia drugs may affect the polarisation-repolarisation phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibres."
"640","anti tartar","An agent, such as pyrophosphate, that removes or prevents formation of tartar (hardened dental plaque) on teeth.
",NULL
"641","anti testicular",NULL,NULL
"642","anti testosterone",NULL,"A substance that diminishes the rate of a chemical reaction."
"643","anti tetanic",NULL,"A substance that kills or slows the growth of bacteria."
"644","anti TGF-beta",NULL,"A substance that diminishes the rate of a chemical reaction."
"645","anti thalassemic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"646","anti thiamin","Compounds that destroy thiamine in food, which occur naturally in food or are produced in food as a result of microbial or other action.
",NULL
"647","anti thrombic",NULL,"Drug that acts on blood and blood-forming organs and those that affect the hemostatic system."
"648","anti thrombogenic",NULL,"Drug that acts on blood and blood-forming organs and those that affect the hemostatic system."
"649","anti thrombophlebitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"650","anti thrombotic",NULL,"Drug that acts on blood and blood-forming organs and those that affect the hemostatic system."
"651","anti thromboxane",NULL,"A substance that diminishes the rate of a chemical reaction."
"652","anti thromboxane-B2",NULL,"A substance that diminishes the rate of a chemical reaction."
"653","anti thyreotropic","An antibody that binds thyrotropin, a hormone secreted by the pituitary gland that regulates the production of thyroid hormones.
",NULL
"654","anti thyroid","A hormone antagonist acting upon thyroid hormones, such as to prevent hyperthyroidism.
",NULL
"655","anti thyrotoxic",NULL,"Any protective agent counteracting or neutralizing the action of poisons."
"656","anti tic",NULL,NULL
"657","anti tinnitic","An agent that relieves symptoms caused by tinnitus, characterized by constant noise or ringing in the ears.
",NULL
"658","anti TMJ","An agent that relieves inflammation or pain in temporomandibular joint and muscle disorders, which affect the chewing muscles and joints that connect the lower jaw to the skull.
",NULL
"659","anti TNF",NULL,"A substance that diminishes the rate of a chemical reaction."
"660","anti tonsilitic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"661","anti topoisomerase-II",NULL,"A topoisomerase inhibitor that inhibits DNA topoisomerase (ATP-hydrolysing), EC 5.99.1.3 (topoisomerase II), which catalyses ATP-dependent breakage of both strands of DNA, passage of the unbroken strands through the breaks, and rejoining of the broken strands."
"662","anti torticollic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"663","anti Tourette's",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"664","anti toxemic",NULL,"A substance that kills or slows the growth of bacteria."
"665","anti toxoplasmotic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"666","anti tremor",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"667","anti trichinosic",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"668","anti triglyceride",NULL,"A substance that diminishes the rate of a chemical reaction."
"669","anti trypanosomic",NULL,"A substance that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans."
"670","anti tubercular",NULL,"A substance that kills or slows the growth of bacteria."
"671","anti tuberculic",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"672","antitumor",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"673","antitumor promoter",NULL,"A substance that inhibits or prevents the proliferation of neoplasms."
"674","anti tussive",NULL,"Any substance introduced into a living organism with therapeutic or diagnostic purpose."
"675","anti tympanitic","An agent that prevents accumulation of gas or air in the intestine or peritoneal cavity, resulting in a distension of the abdomen.
",NULL
