,price,space,room,bedroom,furniture,latitude,longitude,city_area,floor,max_floor,apartment_type,renovation_type,balcony
10928,461300,145.0,4,3,0,41.73188365,44.836876299366,Other,8,18,new,black frame,1
10929,230700,73.0,3,2,0,41.6602213714753,44.86760421414061,Krtsanisi District,10,14,new,newly renovated,1
10930,527200,160.0,4,3,0,41.73188365,44.836876299366,Other,3,7,new,newly renovated,1
10931,240500,78.2,3,2,0,41.7230304,44.7080114,Saburtalo District,9,15,new,green frame,1
10932,263600,88.0,3,2,0,41.7103615,44.7284963,Vake District,3,12,new,white frame,0
10935,138400,55.0,3,2,0,41.7903068,44.7593516,Saburtalo District,10,12,new,newly renovated,1
10936,117000,47.0,2,1,0,41.7903068,44.7593516,Saburtalo District,8,10,new,newly renovated,1
10937,138400,60.0,2,1,1,41.7903068,44.7593516,Saburtalo District,9,9,new,newly renovated,1
10938,280100,131.0,4,3,0,41.7522452,44.777130506665,Didube District,4,5,old,newly renovated,1
10940,124600,52.0,2,1,0,41.79228605,44.810649013864,Gldani District,9,12,new,newly renovated,1
10941,92300,50.0,2,1,0,41.6862882,44.8763987,Samgori District,5,9,old,not renovated,1
10942,250400,100.0,3,2,0,41.7245209,44.7537885,Saburtalo District,5,10,new,newly renovated,1
10944,724900,120.0,2,1,0,41.6905169,44.7980186,Mtatsminda District,5,6,new,newly renovated,1
10945,217500,118.0,3,2,0,41.7522452,44.777130506665,Didube District,8,9,old,newly renovated,0
10946,840300,140.0,4,3,0,41.6964053,44.7938526,Mtatsminda District,2,7,new,newly renovated,1
10947,411900,109.0,4,3,0,41.70703,44.7859759,Mtatsminda District,3,3,old,old renovation,1
10949,372300,68.0,3,2,1,41.6964053,44.7938526,Mtatsminda District,3,4,new,newly renovated,1
10950,243800,60.0,2,1,0,41.7224121,44.7720785,Saburtalo District,8,10,new,newly renovated,1
10951,235600,92.0,3,2,0,41.7157611,44.7750278,Saburtalo District,9,14,old,old renovation,1
10952,151600,140.0,3,2,0,41.7874621,44.749969,Saburtalo District,2,11,new,black frame,1
10954,82400,50.0,2,1,0,41.7874621,44.749969,Saburtalo District,11,11,new,black frame,1
10955,214200,105.0,3,2,0,41.7659669,44.7925615,Nadzaladevi District,10,11,new,newly renovated,1
10956,207600,92.0,4,3,0,41.7245209,44.7537885,Saburtalo District,5,10,new,white frame,1
10957,177900,53.0,1,1,0,41.740338048127,44.867732431864,Other,5,7,old,newly renovated,1
10959,279100,73.0,3,2,1,41.71483635,44.8005195125,Chugureti District,2,9,new,newly renovated,1
10960,98500,38.0,2,1,0,41.6866598,44.8379845,Isani District,2,3,old,old renovation,0
10961,187800,45.0,2,1,1,41.7245209,44.7537885,Saburtalo District,10,13,new,newly renovated,1
10962,230700,75.0,3,2,1,41.707897,44.731694452423,Vake District,4,16,new,newly renovated,1
10963,220800,122.0,3,2,0,41.7595839,44.774485474685,Didube District,3,8,old,under renovation,1
10964,612200,186.0,5,3,0,41.725203,44.7425619,Saburtalo District,9,15,new,white frame,0
10966,112000,48.0,2,1,1,41.79346875,44.822745752323,Gldani District,7,10,old,old renovation,1
10968,220800,184.0,3,2,1,41.7230304,44.7080114,Saburtalo District,3,15,new,newly renovated,0
10969,280100,66.0,2,1,1,41.707897,44.731694452423,Vake District,9,12,new,newly renovated,0
10970,191100,56.0,2,1,1,41.7149442,44.7709219,Saburtalo District,4,6,new,newly renovated,0
10971,359200,121.0,4,3,0,41.72301095,44.757250550764,Saburtalo District,7,11,new,white frame,0
10972,350000,100.0,3,2,1,41.725092,44.7739729,Saburtalo District,4,16,new,newly renovated,0
10973,378900,101.0,3,2,1,41.6885984,44.8244038,Isani District,6,6,new,newly renovated,0
10974,497600,94.0,3,2,0,41.7167366,44.7847706,Saburtalo District,6,20,new,white frame,0
10976,171300,44.0,2,1,1,41.7260891,44.7744363,Saburtalo District,2,15,new,newly renovated,0
10977,168100,44.0,2,1,0,41.7181662,44.7807554,Saburtalo District,12,19,new,newly renovated,0
10978,339400,102.0,3,2,0,41.7228736,44.7328958,Saburtalo District,17,17,new,newly renovated,0
10983,1153300,140.0,3,2,1,41.7167366,44.7847706,Saburtalo District,12,20,new,newly renovated,0
10985,609600,90.0,3,2,1,41.7052461,44.7866638,Mtatsminda District,5,9,new,newly renovated,0
10986,675500,140.0,4,3,1,41.7309687,44.7564179,Saburtalo District,15,16,new,newly renovated,0
10987,313000,68.0,3,2,1,41.7093734,44.7698209,Vake District,3,17,new,newly renovated,0
10988,418500,100.0,3,2,0,41.7224121,44.7720785,Saburtalo District,13,14,new,newly renovated,1
10989,158200,47.5,2,1,1,41.7206103,44.7106871,Saburtalo District,3,7,new,newly renovated,1
10990,237200,96.0,4,3,0,41.7939396,44.7940898,Gldani District,8,16,new,newly renovated,1
10991,346000,78.0,3,2,1,41.7206004,44.7232035,Saburtalo District,5,13,new,newly renovated,0
10992,138400,60.0,2,1,0,41.7903068,44.7593516,Saburtalo District,7,7,new,newly renovated,1
10995,334300,140.0,4,3,1,41.7595839,44.774485474685,Didube District,6,15,new,newly renovated,0
10996,444800,100.0,3,2,1,41.7224121,44.7720785,Saburtalo District,13,15,new,newly renovated,0
10999,378900,120.0,4,2,1,41.7260891,44.7744363,Saburtalo District,8,16,new,newly renovated,0
11000,230700,73.0,3,2,0,41.718592,44.7376328,Saburtalo District,9,14,new,green frame,0
11001,181200,37.0,1,1,1,41.7181662,44.7807554,Saburtalo District,10,22,new,newly renovated,1
11002,477800,108.0,4,3,1,41.725054,44.7545015,Saburtalo District,8,23,new,newly renovated,0
11003,181200,70.0,3,1,1,41.7341813,44.728036935007,Vake District,10,16,old,newly renovated,0
11004,988500,220.0,6,4,0,41.7243775,44.7671879,Saburtalo District,4,12,new,newly renovated,0
11005,174600,60.0,3,2,1,41.7335333,44.798583,Nadzaladevi District,5,8,new,newly renovated,1
11006,461300,200.0,5,3,1,41.7903068,44.7593516,Saburtalo District,4,5,new,newly renovated,1
11007,306400,112.0,3,2,0,41.7245209,44.7537885,Saburtalo District,5,7,new,old renovation,1
11008,148300,55.0,2,1,0,41.7659669,44.7925615,Nadzaladevi District,7,14,new,newly renovated,1
11009,230700,95.0,3,0,0,41.7246467,44.745271,Vake District,2,11,new,black frame,1
11010,82400,50.0,2,1,0,41.6888026,44.8784891,Samgori District,1,4,old,not renovated,0
11012,164100,59.0,3,2,1,41.7918749,44.7553665,Saburtalo District,12,12,new,newly renovated,1
11014,230700,61.0,3,2,1,41.7109605,44.800562,Chugureti District,10,13,new,newly renovated,1
11015,110400,53.0,2,1,0,41.6761108,44.8481344,Isani District,9,25,new,newly renovated,1
11018,148300,50.6,2,1,1,41.741566243934,44.69996340431,Other,2,7,new,newly renovated,1
11019,138400,55.0,3,2,1,41.793388,44.8120996,Gldani District,1,9,old,newly renovated,0
11020,263600,105.0,4,0,0,41.7260323,44.7995087,Nadzaladevi District,1,8,new,black frame,0
11021,138400,65.0,4,2,1,41.7260323,44.7995087,Nadzaladevi District,1,4,old,old renovation,1
11022,153900,80.0,3,2,1,41.7753895,44.8118287,Nadzaladevi District,3,6,old,newly renovated,0
11023,135100,34.0,2,1,1,41.7341813,44.728036935007,Vake District,7,10,new,newly renovated,1
11025,164800,120.0,4,3,0,41.6930659,44.8579851,Isani District,4,12,old,newly renovated,1
11026,550300,167.0,5,3,1,41.716068,44.7854635,Saburtalo District,3,12,new,newly renovated,1
11027,158200,60.0,3,2,0,41.7525745,44.7636671,Saburtalo District,3,6,new,newly renovated,1
11028,181200,68.0,3,2,0,41.73188365,44.836876299366,Other,4,9,old,newly renovated,1
11029,217500,96.0,4,3,1,41.7954972,44.8190233,Gldani District,8,13,new,newly renovated,1
11030,227400,80.0,2,2,0,41.73188365,44.836876299366,Other,8,9,new,newly renovated,0
11031,692000,122.0,3,2,1,41.6803727,44.8204189,Krtsanisi District,9,9,new,newly renovated,1
11032,224100,55.0,2,1,1,41.7236415,44.7619559,Saburtalo District,4,10,new,newly renovated,0
11033,185700,49.0,2,1,0,41.7198534,44.7780999,Saburtalo District,17,21,new,white frame,0
11035,329500,134.0,4,2,0,41.7181579,44.7788031,Saburtalo District,4,16,new,newly renovated,0
11036,543700,160.0,4,3,1,41.73372425,44.763973628775,Saburtalo District,5,7,new,newly renovated,0
11039,746300,178.0,4,3,0,41.7141725,44.7596077,Vake District,7,12,new,newly renovated,0
11040,141700,52.0,2,1,0,41.7206103,44.7106871,Saburtalo District,3,12,new,white frame,0
11043,273500,60.0,2,1,1,41.722811,44.7509454,Saburtalo District,12,13,new,newly renovated,0
11046,411900,85.0,3,2,0,41.7085479,44.76727,Vake District,6,14,new,newly renovated,0
11048,329500,105.0,4,2,0,41.7260891,44.7744363,Saburtalo District,13,24,new,white frame,0
11049,247100,48.0,2,1,1,41.7181662,44.7807554,Saburtalo District,20,22,new,newly renovated,0
11050,461300,117.0,3,2,1,41.7210455,44.7405122,Saburtalo District,8,9,new,newly renovated,0
11051,1911200,260.0,6,4,0,41.6976287,44.7966624,Mtatsminda District,11,14,new,white frame,0
11052,346000,105.0,3,2,0,41.7236415,44.7619559,Saburtalo District,9,9,new,newly renovated,0
11053,411900,63.0,3,2,0,41.7109605,44.800562,Chugureti District,10,11,new,newly renovated,0
11054,243200,82.0,3,0,0,41.7232461,44.7619571,Saburtalo District,7,10,new,white frame,0
11056,339400,64.0,2,1,1,41.7063438,44.7747358,Vake District,8,9,new,newly renovated,0
11057,461300,117.0,4,3,0,41.7167366,44.7847706,Saburtalo District,4,14,new,newly renovated,0
11058,324900,116.0,4,2,0,41.7903068,44.7593516,Saburtalo District,4,9,new,newly renovated,0
11059,252100,60.0,3,2,1,41.7181662,44.7807554,Saburtalo District,9,11,new,newly renovated,1
11060,197700,77.0,3,2,0,41.7902207,44.7587974,Saburtalo District,18,20,new,green frame,1
11061,163100,61.0,3,2,1,41.7245209,44.7537885,Saburtalo District,7,7,new,newly renovated,0
11062,237200,128.0,4,3,0,41.791471300008794,44.6725412399326,Saburtalo District,13,18,new,white frame,1
11063,197700,86.0,3,2,0,41.7260323,44.7995087,Nadzaladevi District,5,13,new,white frame,1
11065,204300,90.0,5,3,0,41.7494619,44.7808837,Nadzaladevi District,12,16,new,white frame,1
11066,108700,40.0,2,1,0,41.7903068,44.7593516,Saburtalo District,4,10,new,newly renovated,1
11067,238900,140.0,4,3,0,41.7903068,44.7593516,Saburtalo District,6,15,new,black frame,1
11069,225700,80.0,3,2,0,41.7430202,44.789895,Nadzaladevi District,2,13,new,newly renovated,1
11070,108700,72.0,3,2,0,41.78805125,44.826811159357,Gldani District,16,17,old,old renovation,0
11071,346000,100.0,3,2,1,41.7224121,44.7720785,Saburtalo District,4,10,new,newly renovated,0
11072,146000,54.0,2,1,0,41.7902207,44.7587974,Saburtalo District,4,10,new,newly renovated,1
11074,477800,165.0,4,3,0,41.7236415,44.7619559,Saburtalo District,7,11,new,newly renovated,0
11075,576600,140.0,4,3,0,41.7198534,44.7780999,Saburtalo District,10,12,new,newly renovated,0
11076,724900,167.0,5,3,1,41.725054,44.7545015,Saburtalo District,5,12,new,newly renovated,0
11078,444800,150.0,4,3,1,41.7355583,44.7792057,Didube District,2,12,new,newly renovated,0
11079,329500,100.0,4,2,0,41.7260891,44.7744363,Saburtalo District,8,20,new,white frame,0
11080,313000,91.0,4,3,1,41.73064,44.7631848,Saburtalo District,2,4,old,newly renovated,0
11081,322900,90.0,3,2,0,41.7260891,44.7744363,Saburtalo District,14,17,new,white frame,0
11082,873200,170.0,5,4,0,41.7030702,44.7845482,Mtatsminda District,4,7,new,newly renovated,1
11084,105400,50.0,2,1,0,41.7659669,44.7925615,Nadzaladevi District,12,16,new,white frame,1
11085,461300,74.0,3,2,1,41.7093734,44.7698209,Vake District,7,20,new,newly renovated,0
11086,609600,160.0,5,3,1,41.7595839,44.774485474685,Didube District,12,12,new,newly renovated,1
11087,306400,118.0,4,3,0,41.7335333,44.798583,Nadzaladevi District,7,9,new,newly renovated,1
11088,1383900,169.0,4,3,1,41.7394206,44.756602088677,Saburtalo District,6,6,new,newly renovated,1
11090,444800,150.0,5,3,1,41.7260891,44.7744363,Saburtalo District,2,18,new,newly renovated,1
11091,131800,50.0,3,2,1,41.7918749,44.7553665,Saburtalo District,1,9,new,newly renovated,0
11092,237200,108.0,4,3,0,41.7874621,44.749969,Saburtalo District,14,17,new,newly renovated,1
11093,171300,61.0,2,1,1,41.7260323,44.7995087,Nadzaladevi District,11,13,new,newly renovated,1
11096,164800,64.0,3,2,0,41.7882963,44.8165246,Gldani District,4,10,new,newly renovated,1
11098,355900,75.0,2,1,1,41.7309687,44.7564179,Saburtalo District,14,23,new,newly renovated,0
11099,922600,210.0,4,3,1,41.7060414,44.7710448,Vake District,8,10,new,newly renovated,0
11100,494300,195.0,6,3,1,41.7159221,44.7765066,Saburtalo District,12,12,new,newly renovated,0
11102,609600,133.0,4,2,1,41.7091395,44.7616907,Vake District,2,7,new,newly renovated,0
11103,362500,85.0,3,2,1,41.73359825,44.726030411752,Vake District,2,14,new,newly renovated,0
11104,411900,110.0,3,2,1,41.725203,44.7425619,Saburtalo District,11,13,new,newly renovated,0
11105,362500,100.0,3,2,1,41.7340877,44.7624746,Saburtalo District,2,8,new,newly renovated,0
11106,418500,86.0,3,2,1,41.7198534,44.7780999,Saburtalo District,19,23,new,newly renovated,0
11107,131800,37.0,2,1,0,41.7255482,44.7445817,Saburtalo District,5,5,old,newly renovated,0
11108,477800,160.0,7,3,0,41.73359825,44.726030411752,Vake District,8,12,new,under renovation,0
11112,263600,60.0,2,1,1,41.7198534,44.7780999,Saburtalo District,6,7,new,newly renovated,0
11113,181200,63.0,3,2,1,41.74526657118,44.794623342696,Nadzaladevi District,5,69,new,newly renovated,1
11114,467900,145.0,4,3,0,41.7224121,44.7720785,Saburtalo District,10,12,new,white frame,1
11116,649100,186.0,4,3,0,41.707897,44.731694452423,Vake District,1,5,new,under renovation,1
11118,230700,118.0,3,2,0,41.7172959,44.7752025,Saburtalo District,6,12,old,old renovation,1
11119,280100,80.0,3,2,1,41.7224121,44.7720785,Saburtalo District,9,11,new,newly renovated,1
11120,649100,100.0,3,2,1,41.7093734,44.7698209,Vake District,6,15,new,newly renovated,1
11121,171300,65.0,3,1,0,41.7172959,44.7752025,Saburtalo District,9,9,new,white frame,0
11123,1021500,150.0,4,3,0,41.7093734,44.7698209,Vake District,8,8,new,newly renovated,1
11124,1087400,285.0,5,4,0,41.7081011,44.7696196,Vake District,4,7,new,newly renovated,0
11125,1087400,250.0,4,3,1,41.69747521677294,44.738163220124704,Vake District,7,7,new,newly renovated,0
11126,823800,268.0,4,3,0,41.7037033,44.7724816,Vake District,9,10,new,under renovation,0
11127,204300,62.0,2,1,1,41.7178026,44.7649506,Saburtalo District,2,12,new,newly renovated,1
11128,1021500,150.0,4,3,1,41.7091395,44.7616907,Vake District,4,7,new,newly renovated,1
11130,612900,186.0,3,2,1,41.7245209,44.7537885,Saburtalo District,11,12,new,newly renovated,1
11131,790800,100.0,2,1,1,41.7109605,44.800562,Chugureti District,2,2,new,newly renovated,0
11132,444800,140.0,3,2,0,41.7232461,44.7619571,Saburtalo District,5,7,new,newly renovated,0
11133,494300,140.0,4,3,0,41.725203,44.7425619,Saburtalo District,4,9,new,newly renovated,1
11134,757900,230.0,4,3,0,41.7081011,44.7696196,Vake District,3,12,new,newly renovated,0
11136,922600,250.0,5,4,0,41.7198534,44.7780999,Saburtalo District,5,10,new,newly renovated,1
11137,112000,30.0,2,1,0,,,Saburtalo District,4,5,old,newly renovated,0
11140,148300,55.0,2,1,0,41.6969439,44.7942611,Krtsanisi District,1,2,old,old renovation,0
11141,177900,56.0,3,2,1,41.7245209,44.7537885,Saburtalo District,14,15,new,newly renovated,1
11143,102100,48.0,2,1,0,41.6988174,44.8818285,Samgori District,4,10,new,black frame,1
11144,427400,120.0,4,3,1,41.725054,44.7545015,Saburtalo District,3,10,new,newly renovated,1
11145,121900,53.0,2,3,0,41.73188365,44.836876299366,Other,7,12,construction,black frame,1
11148,164800,66.0,3,2,0,41.7554926,44.766335,Saburtalo District,9,12,new,green frame,1
11149,171300,160.0,5,0,0,41.733932540737,44.730130169764,Vake District,1,9,old,black frame,0
11150,95600,47.0,2,1,0,41.6988174,44.8818285,Samgori District,7,12,new,newly renovated,1
11152,161500,83.0,3,2,0,41.6909601,44.8728978,Samgori District,3,7,new,white frame,1
11153,246300,65.0,2,1,0,41.7093734,44.7698209,Vake District,16,18,new,white frame,1
11154,284200,75.0,3,2,0,41.7093734,44.7698209,Vake District,16,18,new,white frame,1
11155,141700,65.0,3,2,1,41.7954972,44.8190233,Gldani District,15,15,new,newly renovated,1
11156,123600,57.0,2,1,0,41.6828831,44.8238154,Krtsanisi District,9,12,new,green frame,1
11158,118600,55.0,2,1,1,41.73188365,44.836876299366,Other,9,9,old,old renovation,1
11159,283400,82.0,3,2,1,41.6999609,44.8269842,Isani District,1,4,new,newly renovated,0
11160,148300,57.0,2,1,0,41.73188365,44.836876299366,Other,3,5,old,newly renovated,0
11161,174600,62.4,3,2,1,41.793388,44.8120996,Gldani District,8,8,new,newly renovated,1
11162,174600,67.0,2,1,1,41.7245209,44.7537885,Saburtalo District,13,16,old,old renovation,1
11163,151600,46.0,2,1,1,41.73359825,44.726030411752,Vake District,10,12,new,newly renovated,1
11165,336100,98.0,4,2,1,41.7260323,44.7995087,Nadzaladevi District,7,9,new,newly renovated,1
11166,247100,85.0,3,2,1,41.7613081,44.789730120431,Nadzaladevi District,13,14,new,newly renovated,1
11167,194400,76.0,3,2,1,41.79228605,44.810649013864,Gldani District,10,13,new,newly renovated,1
11170,113700,69.0,3,2,0,41.6867622,44.872721242243,Samgori District,3,1,construction,black frame,1
11171,42700,37.0,2,1,0,41.683586666079776,44.983057449359904,Other,2,0,construction,black frame,1
11172,201000,81.0,2,1,0,41.8125914,44.8183034,Gldani District,11,15,new,newly renovated,1
11173,329500,94.0,3,2,1,41.7206004,44.7232035,Saburtalo District,8,16,new,newly renovated,1
11175,856700,180.0,4,3,0,41.725054,44.7545015,Saburtalo District,12,22,new,newly renovated,1
11177,911100,197.5,6,4,0,41.70703,44.7859759,Mtatsminda District,8,12,new,white frame,1
11178,128500,50.0,2,1,0,41.6728267,44.8838567,Samgori District,14,14,new,newly renovated,1
11182,384700,83.4,3,2,0,41.70703,44.7859759,Mtatsminda District,6,12,new,white frame,1
11183,331700,71.9,2,1,0,41.70703,44.7859759,Mtatsminda District,5,12,new,white frame,1
11185,600200,130.1,4,3,0,41.70703,44.7859759,Mtatsminda District,5,12,new,white frame,1
11186,16500,153.0,5,4,1,41.7183410221,44.77899981618,Saburtalo District,2,5,old,old renovation,1
11187,339400,130.09,4,3,0,41.7314132,44.7782974,Didube District,9,13,new,newly renovated,1
11188,698600,180.0,5,3,0,41.70703,44.7859759,Mtatsminda District,2,2,old,old renovation,1
11189,93900,57.0,2,1,0,41.674464,44.7621036,Mtatsminda District,4,7,new,white frame,1
11190,207600,52.0,3,2,1,41.7266037,44.729069,Saburtalo District,10,14,new,newly renovated,0
11193,444800,167.0,4,3,0,41.6988174,44.8818285,Samgori District,4,15,old,newly renovated,1
11194,202000,89.0,4,3,1,41.726417696452586,44.719068655638296,Vake District,9,16,old,old renovation,0
11195,147900,60.0,2,1,1,41.7903068,44.7593516,Saburtalo District,10,11,new,newly renovated,1
11196,197700,100.0,3,2,0,41.7854493,44.824828,Gldani District,6,9,old,old renovation,1
11197,204300,76.0,3,2,0,41.6710145,44.8418127,Krtsanisi District,7,8,new,newly renovated,1
11198,290000,81.0,3,2,0,41.710082417099,44.772932915982,Vake District,4,23,new,not renovated,1
11201,87200,40.7,2,1,0,41.7903068,44.7593516,Saburtalo District,10,10,construction,green frame,1
11204,329510000,80.0,2,1,0,41.6931756,44.8015432,Mtatsminda District,2,3,old,old renovation,1
11205,362500,111.0,4,3,0,41.725054,44.7545015,Saburtalo District,6,9,old,newly renovated,1
11206,107700,50.3,2,1,0,41.7925166,44.7395589,Saburtalo District,5,10,construction,green frame,1
11207,99500,53.0,2,2,0,41.7559642,44.767941,Saburtalo District,12,14,construction,black frame,1
11208,273500,219.9,4,3,0,41.7891648,44.7414596,Saburtalo District,10,10,new,white frame,0
11209,10500,30.0,2,1,0,41.683586666079776,44.983057449359904,Other,3,0,construction,black frame,1
11210,171300,70.0,3,2,1,41.7903068,44.7593516,Saburtalo District,7,9,new,newly renovated,1
11211,154900,54.0,2,1,0,41.8040628,44.815517,Gldani District,9,14,new,newly renovated,1
11212,187800,66.0,3,2,0,41.8040628,44.815517,Gldani District,13,14,new,newly renovated,1
11213,116800,59.1,3,2,0,41.7659669,44.7925615,Nadzaladevi District,10,7,construction,green frame,1
11214,237200,86.0,3,2,0,41.726499621024,44.774335426208,Saburtalo District,20,22,new,newly renovated,1
11215,388800,119.0,3,2,0,41.712156400181,44.762878181159,Vake District,6,22,new,white frame,0
11216,240500,68.0,2,1,0,41.718878194195,44.779554778046,Saburtalo District,13,25,new,white frame,1
11217,299900,60.0,2,1,0,41.7081011,44.7696196,Vake District,5,8,old,newly renovated,1
11218,128500,59.0,3,2,0,41.6988174,44.8818285,Samgori District,7,8,new,newly renovated,1
11219,286700,110.0,3,2,0,41.73188365,44.836876299366,Other,6,9,old,newly renovated,1
11221,191100,57.0,2,1,1,41.7206004,44.7232035,Saburtalo District,5,10,new,newly renovated,1
11222,151600,78.0,3,2,0,41.7903068,44.7593516,Saburtalo District,9,9,new,black frame,1
11223,138400,60.0,2,1,0,41.73188365,44.836876299366,Other,2,2,old,old renovation,0
11224,428400,230.0,7,4,0,41.7224121,44.7720785,Saburtalo District,4,9,old,old renovation,1
11227,247100,110.0,4,3,0,41.756449637119,44.776467160312,Didube District,2,5,old,newly renovated,1
11228,125200,40.0,1,0,0,41.7172959,44.7752025,Saburtalo District,6,8,old,newly renovated,1
11229,164800,60.0,2,1,0,41.7309687,44.7564179,Saburtalo District,5,8,old,old renovation,1
11230,161500,50.0,2,1,1,41.7153384,44.7695485,Saburtalo District,2,9,new,newly renovated,1
11231,346000,117.0,4,3,1,41.73188365,44.836876299366,Other,3,11,new,newly renovated,1
11233,108700,37.0,2,1,0,41.6755322,44.8389753,Isani District,3,11,new,green frame,1
11234,214200,102.0,3,2,0,41.7260323,44.7995087,Nadzaladevi District,5,5,old,newly renovated,1
11237,194400,75.0,3,2,0,41.7903068,44.7593516,Saburtalo District,11,17,new,newly renovated,1
11238,329500,70.0,3,2,1,41.7245209,44.7537885,Saburtalo District,15,18,new,newly renovated,1
11239,148300,60.0,3,2,1,41.7825935,44.7592649,Saburtalo District,2,11,new,newly renovated,1
11240,204300,85.0,3,2,0,41.7874621,44.749969,Saburtalo District,12,13,new,newly renovated,1
11242,395400,205.0,3,2,0,41.73188365,44.836876299366,Other,6,6,new,black frame,0
11243,57000,28.0,1,1,0,41.6693856,44.9148903,Samgori District,2,2,old,old renovation,1
11244,171300,73.0,3,2,1,41.6988174,44.8818285,Samgori District,7,11,new,newly renovated,1
11246,235600,103.0,3,2,0,41.7279282,44.7680255,Saburtalo District,15,15,new,white frame,1
11247,105100,58.0,2,1,0,41.7340786,44.7314984,Vake District,12,14,new,black frame,1
11248,220800,75.0,3,2,0,41.7903068,44.7593516,Saburtalo District,15,15,new,newly renovated,1
11249,213500,54.0,3,2,1,41.7313315,44.7630581,Saburtalo District,4,11,new,newly renovated,1
11250,123600,57.0,3,2,0,41.7080349,44.8590477,Samgori District,5,13,new,newly renovated,1
11251,116600,59.0,2,1,0,41.7340786,44.7314984,Vake District,13,14,new,black frame,1
11252,174600,67.0,3,2,0,41.73188365,44.836876299366,Other,8,9,old,old renovation,0
11253,543700,100.0,3,2,1,41.7093734,44.7698209,Vake District,15,18,new,newly renovated,1
11255,118600,47.0,2,1,0,41.7936113,44.7646308,Saburtalo District,15,18,new,green frame,1
11256,461300,115.0,3,2,1,41.7206004,44.7232035,Saburtalo District,10,15,new,newly renovated,1
11257,121900,48.0,2,1,0,41.7936113,44.7646308,Saburtalo District,15,18,new,green frame,1
11258,168100,62.0,2,1,0,41.707897,44.731694452423,Vake District,8,18,new,newly renovated,1
11259,169700,62.3,2,1,0,41.7245209,44.7537885,Saburtalo District,5,5,old,newly renovated,0
11260,130500,45.0,2,1,1,41.7954972,44.8190233,Gldani District,17,21,new,newly renovated,1
11261,121900,30.0,1,1,1,,,Saburtalo District,5,6,old,newly renovated,0
11263,105400,50.0,1,1,0,41.7960586,44.830987,Gldani District,7,9,old,old renovation,1
11264,141700,52.0,2,1,1,41.7874621,44.749969,Saburtalo District,5,12,new,newly renovated,1
11265,118600,56.0,2,1,0,41.6988174,44.8818285,Samgori District,2,15,new,newly renovated,1
11266,207600,80.0,3,2,0,41.7903068,44.7593516,Saburtalo District,4,8,new,newly renovated,1
11267,164800,70.0,2,1,1,41.725054,44.7545015,Saburtalo District,6,7,old,old renovation,1
11268,204300,59.0,3,2,1,41.804092,44.7832957,Saburtalo District,9,21,new,newly renovated,1
11269,110900,38.0,1,1,0,41.7364242,44.7822534,Didube District,4,8,old,old renovation,1
11270,148300,50.0,2,1,0,41.7659669,44.7925615,Nadzaladevi District,7,14,new,newly renovated,1
11271,120300,90.0,3,2,0,41.7844893,44.8091614,Nadzaladevi District,2,5,old,not renovated,1
11272,118600,57.0,3,2,0,41.6847024,44.8546818,Isani District,12,14,new,newly renovated,1
11273,184500,73.0,3,2,0,41.7659669,44.7925615,Nadzaladevi District,14,15,new,newly renovated,1
11274,237200,132.0,3,2,0,41.7245209,44.7537885,Saburtalo District,4,4,old,old renovation,1
11275,144500,54.0,3,2,0,41.7607336,44.772292737198,Didube District,1,5,old,newly renovated,1
11276,184900,79.0,3,2,0,41.762345155506154,44.80134667068984,Didube District,1,5,old,old renovation,1
11278,444800,130.0,4,3,1,41.7210455,44.7405122,Saburtalo District,7,7,new,newly renovated,1
11281,62600,30.0,1,1,0,41.72981255,44.73330339417,Vake District,8,18,new,black frame,1
11282,243800,85.0,3,2,1,41.71864115,44.765032008543,Saburtalo District,2,8,new,newly renovated,1
11283,108700,37.0,2,1,1,41.79228605,44.810649013864,Gldani District,11,14,new,newly renovated,1
11284,395400,150.0,5,4,0,41.7135559,44.7988441,Chugureti District,3,3,old,old renovation,0
11285,395400,145.0,3,2,0,41.73188365,44.836876299366,Other,8,11,new,newly renovated,0
11286,286700,110.0,3,2,1,41.7224121,44.7720785,Saburtalo District,10,12,old,newly renovated,1
11288,448100,160.0,5,3,0,41.73188365,44.836876299366,Other,8,15,new,newly renovated,0
11289,247100,80.0,4,2,1,41.725203,44.7425619,Saburtalo District,15,18,new,old renovation,1
11290,187800,57.0,2,1,1,41.804092,44.7832957,Saburtalo District,3,12,new,newly renovated,1
11291,194400,60.0,2,1,1,41.725203,44.7425619,Saburtalo District,3,8,old,newly renovated,1
11293,138400,56.0,2,1,0,41.7903068,44.7593516,Saburtalo District,4,8,new,newly renovated,1
11296,247100,90.0,3,2,1,41.7243775,44.7671879,Saburtalo District,5,8,old,newly renovated,1
11297,131800,82.0,3,2,0,41.736992420722,44.769655275499,Nadzaladevi District,10,14,new,black frame,1
11298,93900,50.0,1,0,0,41.8001695,44.819904847158,Gldani District,6,9,old,old renovation,1
11299,270000,105.0,4,3,1,41.7206103,44.7106871,Saburtalo District,7,9,new,newly renovated,1
11301,197700,41.0,2,1,1,41.7109605,44.800562,Chugureti District,6,13,new,newly renovated,1
11303,112000,37.0,2,1,1,,,Saburtalo District,6,6,old,newly renovated,1
11305,164800,67.0,3,2,0,41.7903068,44.7593516,Saburtalo District,8,9,new,newly renovated,1
11306,168100,54.0,3,2,0,41.7903068,44.7593516,Saburtalo District,8,18,new,newly renovated,1
