,price,space,room,bedroom,furniture,latitude,longitude
4159,145000,74.0,3,2,1,41.78805125,44.826811159357
4160,253700,80.0,3,2,0,41.7191786,44.7804324
4161,247100,72.0,3,2,1,41.7223038,44.78088
4162,458000,217.0,5,3,1,41.725054,44.7545015
4164,675000,195.0,4,3,1,41.7245209,44.7537885
4165,441500,100.0,3,2,0,41.7081011,44.7696196
4166,280100,90.0,4,3,0,41.725054,44.7545015
4167,339400,100.0,3,2,1,41.7245209,44.7537885
4168,402000,105.0,3,2,1,41.7245209,44.7537885
4169,247100,80.0,3,2,1,41.7314132,44.7782974
4170,1219200,404.0,6,4,0,41.7103615,44.7284963
4171,56000,37.0,1,1,0,41.6816329,44.8388788
4173,955600,165.0,4,3,0,41.7119113,44.7589461
4174,148300,70.0,3,2,0,41.80422995,44.825043469487
4175,151600,85.0,3,2,0,41.80463155,44.835646267555
4176,197700,66.0,3,2,0,41.7103615,44.7284963
4177,273500,80.0,3,2,1,41.7240689,44.7299815
4178,227400,64.0,2,1,1,41.7103615,44.7284963
4181,362500,87.0,3,2,1,41.7091395,44.7616907
4182,421800,152.0,4,3,1,41.7093734,44.7698209
4183,438200,125.0,5,2,1,41.7067238,44.7817239
4184,247100,75.0,3,2,0,41.7103615,44.7284963
4185,474500,130.0,4,3,0,41.7077917,44.7645692
4186,326200,88.0,3,2,0,41.7141725,44.7596077
4187,807300,165.0,7,4,1,41.7053292,44.781063
4188,1318000,210.0,6,4,0,41.7098004,44.7848337
4189,461300,64.0,3,2,0,41.7086075,44.784393
4190,395400,120.0,5,3,0,41.7067238,44.7817239
4191,174600,56.0,3,2,0,41.7063018,44.7832448
4192,270200,90.0,3,2,0,41.7098004,44.7848337
4193,906200,147.0,4,3,1,41.7037033,44.7724816
4194,461300,115.0,3,2,1,41.7103479,44.782901
4195,823800,185.0,5,3,0,41.7022129,44.7856469
4196,296600,50.0,2,1,1,41.707666,44.7839348
4197,280100,62.0,2,1,0,41.7092179,44.7617077
4198,922600,170.0,4,3,0,41.7030702,44.7845482
4199,362500,110.0,3,2,0,41.7071755,44.7885758
4200,471200,100.0,3,2,0,41.7070896,44.7597969
4201,273500,65.0,2,0,0,41.7055897,44.778497
4202,191100,57.0,2,1,0,41.7141725,44.7596077
4203,1258700,255.0,5,3,0,41.7098004,44.7848337
4204,570100,140.0,9,4,1,41.7052106,44.7904878
4205,2174800,287.0,6,4,0,41.711611,44.7674857
4206,395400,100.0,4,0,0,41.7056526,44.7804061
4207,510700,62.5,2,1,0,41.706205,44.7904128
4209,411900,98.0,3,2,1,41.7053292,44.781063
4210,477800,110.0,3,2,0,41.7128785,44.7500766
4211,533800,160.0,3,2,1,41.7050163,44.7842904
4212,724900,140.0,4,3,0,41.707897,44.731694452423
4213,411900,96.0,3,2,1,41.707666,44.7839348
4214,444800,100.4,3,2,0,41.7075619,44.7767823
4215,411900,96.0,3,2,0,41.707666,44.7839348
4216,629400,153.0,4,3,1,41.7074464,44.7598663
4217,411900,98.0,3,2,0,41.7053292,44.781063
4218,346000,100.0,3,2,0,41.7077917,44.7645692
4219,576600,130.5,5,3,1,41.7093962,44.7810091
4220,204300,53.0,2,1,1,41.7077917,44.7645692
4221,214200,62.0,2,1,0,41.7003455,44.771242
4222,659000,170.0,5,3,1,41.7056083,44.7739743
4223,642500,200.0,5,4,1,41.7141725,44.7596077
4225,240500,90.0,3,2,0,41.7013668,44.7687247
4226,280100,66.0,2,1,1,41.7103615,44.7284963
4228,477800,168.0,5,4,1,41.7028432,44.7786604
4230,642500,160.0,4,3,0,41.7067238,44.7817239
4231,247100,107.0,4,3,0,41.6755919,44.830976
4232,395400,115.0,3,2,1,41.7141725,44.7596077
4233,253700,75.0,3,2,0,41.7028432,44.7786604
4234,214200,81.0,3,2,0,41.7084811,44.7787546
4237,807300,240.0,6,3,0,41.7063018,44.7832448
4238,402000,125.0,4,3,0,41.7091395,44.7616907
4239,510700,117.0,3,2,0,41.7055897,44.778497
4240,247100,81.0,3,2,1,41.7081011,44.7696196
4241,444800,70.0,2,1,1,41.7086075,44.784393
4242,527200,114.0,4,3,0,41.70623,44.7573456
4243,823800,200.0,5,3,0,41.7071755,44.7885758
4244,823800,151.0,4,3,1,41.7071366,44.7803658
4247,296600,65.0,3,2,0,41.6980436,44.7914464
4248,428400,100.0,4,3,0,41.7063018,44.7832448
4249,464600,72.0,3,2,0,41.7045438,44.7732501
4250,461300,120.0,5,2,0,41.7091395,44.7616907
4251,609600,155.0,5,3,0,41.7055897,44.778497
4252,378900,58.0,2,1,0,41.7093734,44.7698209
4253,266900,107.0,4,3,0,41.7028432,44.7786604
4254,131800,62.0,3,2,1,41.707897,44.731694452423
4255,313000,95.0,3,2,0,41.7077917,44.7645692
4256,533800,120.0,3,0,1,41.711611,44.7674857
4257,833700,187.0,5,3,0,41.7022129,44.7856469
4259,576600,125.0,3,2,0,41.7037033,44.7724816
4260,257000,85.0,5,3,0,41.7067238,44.7817239
4262,461300,100.0,3,2,1,41.70703,44.7859759
4263,659000,160.0,4,3,0,41.7063018,44.7832448
4264,362500,80.0,2,1,0,41.7057332,44.785591
4265,365800,87.0,3,2,0,41.7077917,44.7645692
4266,257000,70.0,2,1,1,41.7037033,44.7724816
4267,395400,65.0,2,1,0,41.7060414,44.7710448
4268,411900,81.0,2,1,0,41.7093734,44.7698209
4269,682100,180.0,5,3,0,41.7057332,44.785591
4271,461300,110.0,3,2,1,41.7063018,44.7832448
4272,484400,97.0,3,2,0,41.7103479,44.782901
4273,537100,113.0,4,3,1,41.7115807,44.7826677
4274,378900,90.0,3,2,0,41.7077917,44.7645692
4275,280100,60.0,3,2,0,41.7071755,44.7885758
4276,227400,65.0,2,1,0,41.7141725,44.7596077
4277,428400,63.0,2,1,1,41.7087786,44.7646793
4278,543700,100.0,3,2,0,41.7098004,44.7848337
4279,161500,40.0,2,1,0,41.7093734,44.7698209
4280,461300,124.0,3,2,0,41.7097105,44.7822875
4281,296600,65.0,2,1,1,41.7093734,44.7698209
4282,253700,75.0,3,0,0,41.7246467,44.745271
4283,306400,93.0,4,2,0,41.7056526,44.7804061
4284,148300,43.0,2,1,0,41.7098004,44.7848337
4285,1219200,170.0,4,2,0,41.7057332,44.785591
4286,711700,180.0,5,3,0,41.7057332,44.785591
4287,329500,80.0,3,2,1,41.70623,44.7573456
4288,609600,160.0,3,2,1,41.70703,44.7859759
4290,247100,65.0,2,1,1,41.7098004,44.7848337
4291,275100,119.0,5,4,0,41.707897,44.731694452423
4294,889700,263.0,6,4,0,41.7098004,44.7848337
4295,461300,150.0,4,2,0,41.70703,44.7859759
4296,458000,100.0,3,2,1,41.7091395,44.7616907
4297,481100,106.0,3,2,0,41.7053292,44.781063
4298,273500,93.0,3,2,0,41.7092828,44.7777679
4299,484400,134.0,3,2,1,41.7093734,44.7698209
4300,313000,118.0,4,3,0,41.7003455,44.771242
4301,214200,60.0,1,1,0,41.7056083,44.7739743
4302,336100,40.0,2,1,1,41.7093734,44.7698209
4303,273500,90.0,3,2,0,41.707666,44.7839348
4304,461300,160.0,5,3,0,41.7098004,44.7848337
4306,237200,58.0,2,1,0,41.707897,44.731694452423
4307,395400,142.0,4,3,0,41.7070896,44.7597969
4308,461300,76.0,3,2,0,41.70703,44.7859759
4310,454700,113.0,6,4,0,41.7022129,44.7856469
4311,692000,150.0,4,3,1,41.7065549,44.7884437
4313,270200,105.0,3,2,0,41.7028432,44.7786604
4314,197700,60.0,3,2,1,41.7042037,44.7880743
4316,823800,170.0,4,3,1,41.7245209,44.7537885
4317,112000,48.0,2,1,0,41.7867178,44.7553294
4318,85700,52.0,3,2,0,41.677494,44.846858
4319,191100,69.0,3,2,1,41.7954972,44.8190233
4320,329200,82.0,3,2,0,41.7037033,44.7724816
4321,98900,45.0,2,1,0,41.7891648,44.7414596
4322,148300,64.0,2,1,0,41.7199738,44.7956543
4323,1038000,135.0,4,3,0,41.7052461,44.7866638
4325,65900,40.0,2,1,0,41.677494,44.846858
4326,609600,130.0,3,2,1,41.7022129,44.7856469
4327,128500,120.0,5,4,1,41.6805505,44.9834339
4328,119900,52.0,2,1,0,41.6816329,44.8388788
4329,296600,88.0,3,2,0,41.7022129,44.7856469
4332,117000,56.0,2,1,0,41.6959611,44.875666051764
4334,268600,68.0,2,1,0,41.7081011,44.7696196
4335,115300,70.0,2,2,0,41.6883397,44.8325599
4337,240500,90.0,3,2,1,41.7687623,44.724123229951
4338,181200,83.0,3,1,1,41.659910591922,44.720011980653
4339,444800,102.0,3,2,0,41.7103615,44.7284963
4340,316300,88.0,3,2,0,41.7210455,44.7405122
4341,161500,58.0,2,1,0,41.7364242,44.7822534
4342,191100,88.0,2,1,0,41.7271321,44.7880765
4343,214200,62.0,2,1,1,41.7245209,44.7537885
4344,207600,72.0,3,2,0,41.6828831,44.8238154
4345,164800,56.0,2,1,0,41.6828831,44.8238154
4346,372000,69.0,2,1,1,41.725054,44.7545015
4347,790800,235.0,5,3,0,41.7687623,44.724123229951
4348,906200,170.0,5,3,0,41.70703,44.7859759
4350,922600,154.0,4,3,1,41.7687623,44.724123229951
4351,263600,65.0,2,1,0,41.7687623,44.724123229951
4352,406900,151.0,4,3,0,41.7245209,44.7537885
4353,220800,92.0,4,3,1,41.7250224,44.726773319483
4354,290000,100.0,3,2,1,41.7271321,44.7880765
4355,448100,154.0,3,2,0,41.70703,44.7859759
4356,108700,70.0,2,1,0,41.7753895,44.8118287
4357,425100,79.0,3,2,1,41.7221127,44.7456133
4358,692000,103.0,3,2,1,41.7037986,44.7716701
4359,115300,50.0,2,1,0,41.7058381,44.8528927
4360,138400,52.0,2,1,0,41.7687623,44.724123229951
4361,263600,70.0,3,2,1,41.7687623,44.724123229951
4362,280100,80.0,3,2,0,41.7687623,44.724123229951
4363,527200,190.0,5,3,1,41.7245209,44.7537885
4364,477800,135.3,4,3,1,41.7245209,44.7537885
4365,411900,98.0,3,2,1,41.7245209,44.7537885
4366,286700,89.0,3,2,1,41.7328667,44.7649032
4367,105400,50.0,2,1,1,41.6988174,44.8818285
4368,164800,72.0,3,2,0,41.790604881988,44.764412590411
4369,247100,61.0,2,1,1,41.725054,44.7545015
4370,224100,80.0,3,2,1,41.7451315,44.7744365
4371,108700,38.0,2,1,1,41.718769,44.7069129
4372,148300,90.0,4,3,0,41.6988174,44.8818285
4373,142600,66.6,3,2,0,41.6770838,44.8172216
4374,59300,47.6,2,1,0,41.7564578,44.827391155192
4375,148300,50.0,2,1,0,41.7113476,44.7960678
4376,138400,65.0,2,1,1,41.7058381,44.8528927
4377,290000,100.0,3,2,1,41.741865795538,44.735020053481
4378,246500,109.0,4,3,0,41.75984199833266,44.79924066641132
4379,92300,50.0,2,1,0,41.7856281,44.8219953
4380,97200,57.0,2,1,0,41.6847024,44.8546818
4381,398700,115.0,3,2,1,41.6828831,44.8238154
4382,181200,44.0,2,1,1,41.717049,44.7989261
4383,189500,95.0,3,2,0,41.79346875,44.822745752323
4384,303100,110.0,3,2,1,41.7903068,44.7593516
4386,299900,84.0,3,2,1,41.73064,44.7631848
4388,141700,72.0,3,4,1,41.7903068,44.7593516
4389,154200,72.0,3,2,0,41.7329497,44.7893339
4390,182900,78.0,3,2,0,41.7250224,44.726773319483
4392,243800,81.0,3,2,1,41.726067,44.7349385
4393,188800,79.0,3,1,1,41.7364242,44.7822534
4394,146300,68.3,3,2,0,41.6828831,44.8238154
4395,273500,112.0,4,3,1,41.7903068,44.7593516
4397,84000,40.0,2,1,0,41.78661676925239,44.76225127703046
4398,85700,48.0,2,1,1,41.6847024,44.8546818
4399,154900,80.0,4,3,0,41.7891648,44.7414596
4401,164800,50.7,2,1,1,41.6988174,44.8818285
4402,110600,55.0,3,2,0,41.6930659,44.8579851
4403,237200,114.0,3,2,1,41.6828831,44.8238154
4404,510300,100.0,3,2,0,41.7077917,44.7645692
4405,263600,60.0,2,1,0,41.6828831,44.8238154
4406,125200,49.0,2,1,1,41.7245209,44.7537885
4407,191100,65.0,3,2,0,41.726067,44.7349385
4408,220800,70.0,3,2,1,41.7266037,44.729069
4410,164800,72.0,2,1,0,41.7478822,44.7715063
4411,98900,45.0,3,2,1,41.73188365,44.836876299366
4413,115300,73.0,3,2,0,41.7903068,44.7593516
4414,177900,65.0,2,1,1,41.7364242,44.7822534
4415,105600,64.1,3,2,0,41.7874621,44.749969
4416,159800,40.0,2,1,1,41.7279282,44.7680255
4418,378300,135.0,3,2,0,41.7103615,44.7284963
4419,214200,118.0,3,2,1,41.7054409,44.8072665
4420,217500,125.0,3,2,0,41.79346875,44.822745752323
4421,298000,67.0,2,1,0,41.7245209,44.7537885
4422,191100,86.0,3,2,0,41.7206103,44.7106871
4424,126900,40.0,2,1,0,41.7704323,44.7748777
4426,95600,31.0,2,1,0,41.707666,44.7839348
4429,212900,62.0,2,1,1,41.7228736,44.7328958
4430,210900,89.0,4,3,1,41.7034618,44.8498781
4431,484400,130.0,4,3,0,41.7206004,44.7232035
4432,81700,31.0,2,1,1,41.688172,44.8311761
4433,204300,75.0,3,2,1,41.7245209,44.7537885
4434,456700,140.0,4,3,0,41.7093734,44.7698209
4435,164800,84.0,3,2,0,41.7364242,44.7822534
4436,154900,75.0,3,2,1,41.6893637,44.8436148
4437,149900,65.0,3,2,0,41.79670835,44.744034711559
4438,217700,56.0,2,1,0,41.707897,44.731694452423
4439,329500,100.0,3,2,1,41.73188365,44.836876299366
4440,181200,100.0,4,3,1,41.7903068,44.7593516
4441,362500,122.0,3,2,0,41.7260323,44.7995087
4443,291600,89.0,3,2,1,41.72895845,44.724187548102
4445,158200,50.0,2,1,1,41.7374719,44.7527055
4446,250400,80.0,3,2,1,41.76255145961,44.742813455601
4447,115300,39.5,2,1,0,41.73188365,44.836876299366
4448,527200,156.0,4,2,0,41.7067238,44.7817239
4449,296600,123.0,4,3,0,41.7080349,44.8590477
4450,461300,80.0,3,2,1,41.693233657567106,44.77871765288418
4451,237200,105.0,4,3,1,41.7217547,44.720354
4452,181200,80.0,3,2,1,41.7243775,44.7671879
4453,197700,67.0,2,0,1,41.707897,44.731694452423
4454,154900,101.0,3,2,0,41.7954972,44.8190233
4455,141700,40.0,1,1,0,41.7124996,44.7951604
4456,95600,50.0,1,1,1,41.6988174,44.8818285
4460,444800,162.0,5,3,0,41.7245209,44.7537885
4461,115300,90.0,2,0,0,41.6761108,44.8481344
4462,120300,55.0,3,2,0,41.6959611,44.875666051764
4464,313000,118.0,4,3,0,41.7081011,44.7696196
4466,156500,58.0,2,1,0,41.7245209,44.7537885
4467,168100,57.0,1,1,1,41.7124996,44.7951604
4468,260300,120.0,4,3,0,41.7172959,44.7752025
4469,118600,50.0,2,1,0,41.7034618,44.8498781
4470,59300,41.0,2,1,0,41.7891648,44.7414596
4471,352600,90.0,3,2,0,41.7091395,44.7616907
4472,197700,45.0,1,1,1,41.7098004,44.7848337
4473,85700,56.0,3,1,0,41.669939317814,44.873265845898
4474,220800,70.0,3,2,1,41.73188365,44.836876299366
4475,164800,48.0,2,1,1,41.7223038,44.78088
4476,98900,90.0,3,2,1,41.7006443,44.93829711282
4477,293300,90.0,3,2,1,41.7312785,44.7300573
4479,428400,111.0,3,2,1,41.6938289,44.7987728
4480,135100,80.0,3,2,0,41.80463155,44.835646267555
4481,257000,105.0,4,2,1,41.73188365,44.836876299366
4482,214200,73.0,2,1,0,41.71114765,44.794782256515
4483,115300,46.0,2,1,1,41.79374035420469,44.81294887048088
4484,253700,62.0,2,1,1,41.714245306872,44.786875205792
4485,148300,63.0,3,2,0,41.7874621,44.749969
4486,428400,120.0,3,2,0,41.7013668,44.7687247
4487,197700,67.0,3,1,0,41.7301886,44.744512
4488,210900,70.0,2,1,0,41.7687623,44.724123229951
4489,220800,72.0,3,2,1,41.7206103,44.7106871
4490,186200,71.0,3,2,1,41.7731415,44.798383538237
4491,586500,140.0,4,2,0,,
4492,296200,58.0,2,1,1,41.7093734,44.7698209
4493,110400,45.0,2,1,0,41.7903068,44.7593516
4494,390500,95.0,3,2,1,41.69230965,44.821541073305
4495,125200,54.0,2,1,1,41.6988174,44.8818285
4496,184500,65.0,3,2,1,41.7135559,44.7988441
4497,369100,70.0,2,1,0,41.70703,44.7859759
4498,296600,100.0,4,3,0,41.7903068,44.7593516
4500,1482800,220.0,4,3,0,41.6747042,44.8169383
4501,131800,35.0,1,1,0,41.725203,44.7425619
4502,1482800,140.0,3,2,1,41.7081011,44.7696196
4503,52700,52.0,2,0,0,41.7364939,44.9651932
4505,220800,69.0,2,1,0,41.7245209,44.7537885
4506,280100,76.0,2,1,1,,
4507,428400,168.0,5,3,0,41.734162,44.7646718
4508,659000,149.0,4,3,0,41.70796373174184,44.769906730700654
4509,411900,105.0,3,2,1,41.7063438,44.7747358
4510,224100,101.0,4,2,1,41.7903068,44.7593516
4511,205900,88.0,4,3,1,41.7903068,44.7593516
4512,115300,47.0,2,1,0,41.7903068,44.7593516
4513,352600,105.0,3,2,1,41.716068,44.7854635
4515,678800,144.0,4,3,0,41.7091395,44.7616907
4516,1327300,152.0,4,3,1,41.7070896,44.7597969
4517,108700,34.0,1,1,0,41.7297185,44.7685213
4518,290000,78.0,2,1,1,41.7093734,44.7698209
4519,290000,100.0,3,2,1,41.7211627,44.7805689
4520,191100,55.0,2,1,1,41.7224121,44.7720785
4521,444800,79.0,3,2,0,41.7093734,44.7698209
4522,214200,70.0,2,1,0,41.7210455,44.7405122
4523,418500,101.0,3,2,1,41.722811,44.7509454
4524,115300,47.0,2,1,0,41.7827912,44.746665428956
4525,708400,200.0,4,3,0,41.7081011,44.7696196
4527,642500,130.0,4,3,0,41.707666,44.7839348
4528,311400,105.0,3,2,0,41.6710145,44.8418127
4529,510700,125.0,4,3,0,41.7085479,44.76727
4530,626100,115.0,3,2,0,41.7093734,44.7698209
4531,296600,83.0,3,2,1,41.722811,44.7509454
4533,543700,140.0,4,3,1,41.73188365,44.836876299366
4535,474500,115.0,3,2,0,41.7081011,44.7696196
4537,108700,47.0,2,1,0,41.7903068,44.7593516
4538,138400,40.0,2,1,0,41.7243775,44.7671879
4540,294900,75.0,2,1,1,41.707897,44.731694452423
4541,214200,95.0,3,2,0,41.6828831,44.8238154
4542,319600,110.0,4,2,1,41.7245209,44.7537885
4543,145000,50.0,2,1,1,41.7206103,44.7106871
4544,62000,128.0,4,3,0,41.73188365,44.836876299366
4547,108700,47.0,2,1,0,41.7903068,44.7593516
4548,98900,58.0,2,1,0,41.73188365,44.836876299366
4549,183000,100.0,3,2,1,41.73188365,44.836876299366
4550,217500,65.0,3,1,1,41.7175894,44.7949173
4551,105400,42.0,2,1,0,41.7827912,44.746665428956
4552,201000,95.0,4,2,0,41.7166803,44.7746214
4553,247100,65.0,2,1,1,41.7198534,44.7780999
4555,322900,105.0,3,2,1,41.707897,44.731694452423
4556,378900,115.0,3,2,1,41.7093734,44.7698209
4558,355900,105.5,4,3,1,41.73064,44.7631848
4559,263600,80.0,3,2,0,41.707897,44.731694452423
4560,204300,60.0,2,1,1,41.7266037,44.729069
4561,52700,32.0,1,1,0,41.7903068,44.7593516
4562,271800,113.0,4,3,1,41.7093734,44.7698209
4563,405300,135.0,4,3,1,41.707897,44.731694452423
4564,395400,101.0,3,2,1,41.7093734,44.7698209
4565,513200,132.0,5,3,0,41.707897,44.731694452423
4566,385500,106.0,2,1,0,41.7037033,44.7724816
4569,461300,190.0,4,2,0,41.725054,44.7545015
4570,257000,106.0,4,3,1,41.7265016,44.741744996586
4571,325300,120.0,3,2,0,41.7607336,44.772292737198
4572,411900,98.0,3,2,1,41.7093734,44.7698209
4573,145000,82.0,3,2,0,41.6755919,44.830976
4575,308400,78.0,3,2,1,41.725203,44.7425619
4576,303100,80.51,3,2,1,41.722811,44.7509454
4577,105400,29.0,2,0,1,41.73188365,44.836876299366
4579,138400,49.0,2,1,1,41.7245209,44.7537885
4580,425100,108.0,3,2,0,41.7093734,44.7698209
4582,276500,80.0,3,2,1,41.7240689,44.7299815
4583,110100,62.9,3,2,0,41.7903068,44.7593516
4585,257000,80.0,3,2,1,41.7312785,44.7300573
4586,181200,89.0,2,1,0,41.725203,44.7425619
4587,394400,133.0,4,3,0,41.7149442,44.7709219
4588,329500,60.0,2,1,1,41.7093734,44.7698209
4589,197700,64.0,3,2,1,41.7149442,44.7709219
4590,346000,98.0,3,2,1,41.7206004,44.7232035
4591,220800,74.0,3,2,1,41.73359825,44.726030411752
4592,191100,51.0,2,1,1,41.7109605,44.800562
4593,156500,35.0,2,1,0,41.73372425,44.763973628775
4594,560200,135.0,3,2,1,41.6466192,44.6423355
4597,266900,64.0,3,2,0,41.688653,44.8336218
4598,284900,79.3,3,2,1,41.7206004,44.7232035
4599,270200,56.0,2,1,1,41.722811,44.7509454
4600,207600,54.0,2,1,1,41.73359825,44.726030411752
4603,395400,81.0,3,2,0,41.707003,44.7749574
4604,131800,50.0,2,1,1,41.7918749,44.7553665
4606,428400,118.0,4,3,1,41.7279282,44.7680255
4607,601000,114.0,3,2,0,41.7091395,44.7616907
4608,378900,115.0,3,2,0,41.7141725,44.7596077
4609,421800,98.0,3,2,1,41.69396792095387,44.802061312865675
4610,141700,64.0,3,2,0,41.7874621,44.749969
4611,204300,62.0,2,1,1,41.7157378,44.7822962
4615,494300,70.0,2,1,0,41.6905169,44.7980186
4616,576600,135.0,4,3,1,41.7309687,44.7564179
4617,329500,78.0,3,2,1,41.7037033,44.7724816
4618,207600,55.0,2,1,1,41.7224121,44.7720785
4619,171300,51.0,2,1,1,41.7206004,44.7232035
4620,293300,89.0,3,2,0,41.734162,44.7646718
4622,316300,64.0,2,1,1,41.7093734,44.7698209
4624,444800,151.0,4,3,1,41.7687623,44.724123229951
4625,181200,43.0,2,1,1,41.7355077,44.7785372
4626,609600,154.0,5,3,1,41.7206004,44.7232035
4627,313000,102.0,3,2,1,41.7704323,44.7748777
4628,313000,110.0,3,2,1,41.7309687,44.7564179
4629,319600,110.0,3,2,1,41.7254082,44.7292549
4630,154900,55.0,2,1,0,41.714678,44.7417535
4631,64300,40.0,1,0,1,41.796364917477746,44.76782780410386
4632,583200,161.0,5,3,0,41.7224121,44.7720785
4633,174600,45.0,2,1,1,41.7172959,44.7752025
4634,411900,110.0,4,3,1,41.7243775,44.7671879
4636,329500,112.0,3,2,0,41.7245209,44.7537885
4637,181200,65.0,3,2,0,41.7089357,44.8034032
4638,313000,83.0,3,2,1,41.7211627,44.7805689
4639,214200,72.0,2,1,1,41.7224121,44.7720785
4640,227400,55.0,2,1,1,41.7249652,44.7765248
4641,276800,91.0,3,2,0,41.72753399842705,44.769386768949204
4642,790800,156.0,4,3,1,41.7162355,44.7453129
4643,378900,85.0,3,2,1,41.6753892,44.8206625
4644,757900,176.0,5,3,1,41.7157378,44.7822962
4645,642500,200.0,6,4,1,41.7198534,44.7780999
4646,675500,135.0,3,2,0,41.7091395,44.7616907
4647,174600,42.0,2,1,1,41.7206103,44.7106871
4648,823800,100.0,3,2,1,41.7167366,44.7847706
4649,240500,78.0,3,2,0,41.7167366,44.7847706
4650,296600,81.0,4,2,1,41.7267227,44.786055
4651,349300,103.0,3,2,0,41.73359825,44.726030411752
4652,148300,56.0,2,1,0,41.7206103,44.7106871
4653,527200,91.0,3,2,1,41.7056083,44.7739743
4654,184500,104.0,4,3,0,41.7297185,44.7685213
4655,219800,58.0,2,1,0,41.7198534,44.7780999
4656,247100,110.0,5,3,0,41.72895845,44.724187548102
4657,172200,67.0,2,1,0,41.7206103,44.7106871
4658,187800,78.0,3,2,0,41.7250224,44.726773319483
4659,200400,79.0,3,2,0,41.7206103,44.7106871
4660,120300,38.0,2,1,1,41.804092,44.7832957
4661,181200,45.0,2,1,1,41.7260891,44.7744363
4663,306400,110.0,4,2,0,41.7206004,44.7232035
4664,271800,55.0,2,1,1,41.7162355,44.7453129
4665,174600,55.0,2,1,0,41.7206103,44.7106871
4667,207600,58.0,2,1,1,41.72356815962377,44.7629883292403
4668,247100,73.0,3,2,0,41.720015,44.7407348
4669,428400,133.0,3,2,1,41.720015,44.7407348
4670,510700,200.0,5,3,1,41.7704323,44.7748777
4671,263600,59.0,2,1,1,41.722811,44.7509454
4672,280100,65.0,2,1,1,41.73064,44.7631848
4673,197700,55.0,2,1,1,41.716068,44.7854635
4674,214200,81.0,3,2,1,41.7304368,44.7859917
4675,154900,55.0,2,1,0,41.7157611,44.7750278
4676,191100,62.0,2,1,1,41.74434,44.7742761
4677,313000,315.0,5,0,0,41.7902207,44.7587974
4678,348000,44.0,2,1,0,41.7093734,44.7698209
4679,560200,184.0,4,3,1,41.7260891,44.7744363
4680,362500,52.0,2,1,1,41.7085479,44.76727
4681,378900,135.0,3,2,0,41.7157611,44.7750278
4682,303100,95.0,3,2,1,41.707897,44.731694452423
4683,181200,75.0,3,1,1,41.7178026,44.7649506
4684,131800,50.0,2,1,0,41.7103615,44.7284963
4685,141700,51.0,2,1,0,41.7731729,44.7800877
4686,889700,203.0,5,3,1,41.7103479,44.782901
4687,295200,112.0,3,2,0,41.7206103,44.7106871
4688,110000,76.0,3,2,1,41.7891648,44.7414596
4689,224100,69.0,3,2,0,41.7245209,44.7537885
4690,240500,82.0,2,1,1,41.707897,44.731694452423
4691,115300,75.0,2,1,0,41.7076296,44.85112081191
4692,692000,144.0,4,3,0,41.7091395,44.7616907
4693,477800,210.0,5,3,1,41.7181662,44.7807554
4694,1077500,225.0,5,3,0,41.7074464,44.7598663
4697,263600,71.0,3,2,1,41.7252726,44.7171083
4698,510700,140.0,4,3,1,41.7103615,44.7284963
4699,232000,64.0,3,2,1,41.7206004,44.7232035
4701,205900,50.0,2,1,1,41.7249652,44.7765248
4702,1054400,162.0,4,3,1,41.7394206,44.756602088677
4703,322900,93.0,4,3,1,41.7313315,44.7630581
4705,263600,120.0,3,2,1,41.7261425,44.792904
4706,95600,60.0,3,2,0,41.7753895,44.8118287
4707,156500,48.0,2,1,0,41.7245209,44.7537885
4708,135100,65.0,3,2,1,41.7659669,44.7925615
4709,216000,58.2,2,1,0,41.7093734,44.7698209
4710,147300,65.2,3,2,1,41.7659669,44.7925615
4711,227400,76.0,3,2,1,41.6828831,44.8238154
4712,176300,60.0,3,2,1,41.725295499494,44.804199276573
4714,39500,35.0,2,1,0,41.7035097,44.876997744859
4715,164800,52.0,2,1,0,41.7252726,44.7171083
4716,117000,37.0,2,1,0,41.7547729,44.7642352
4717,204300,65.0,2,2,1,41.6856606,44.8317811
4718,184500,58.0,3,2,1,41.6793871,44.8200128
4719,182900,82.0,4,3,1,41.79729615,44.826263553422
4720,174600,60.0,3,2,1,41.72525963885971,44.80415186102999
4722,848500,163.0,4,3,0,41.7381642,44.7542055
4723,972100,120.0,4,3,1,41.6966055,44.805769
4724,67500,26.0,1,0,0,41.73188365,44.836876299366
4725,477800,170.0,5,4,1,41.7232461,44.7619571
4726,461300,122.0,3,0,0,41.7081011,44.7696196
4727,148300,55.0,3,2,0,41.7022129,44.7856469
4728,238900,92.0,3,2,1,41.7541679,44.7694115
4729,187800,65.0,2,1,0,41.7297185,44.7685213
4730,82400,55.0,2,1,0,41.6988174,44.8818285
4731,112000,40.0,1,1,1,41.7260891,44.7744363
4732,622100,150.1,3,2,1,41.70703,44.7859759
4733,187800,63.0,3,2,0,41.7206103,44.7106871
4734,329500,114.7,4,4,0,41.7687623,44.724123229951
4736,197700,61.0,2,1,0,41.7245209,44.7537885
4737,115300,50.0,2,1,0,41.696096,44.860788
4739,201000,100.0,4,2,1,41.7266037,44.729069
4740,148300,50.0,2,1,0,41.7245209,44.7537885
4741,93900,40.0,1,1,0,41.6761108,44.8481344
4742,135100,59.0,2,1,0,41.792098618015,44.758922446569
4743,143300,64.0,3,2,1,41.7903068,44.7593516
