Subject-wise ranking of top 2% scientist from India (all fields),,,,,,,,
Downloded/complied based on an independent study done by Stanford University scientists (for methodology and data visit)- https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000918,,,,,,,,
Note world-wide full list of top 2% (all countries) can be found at shorturl.at/qHIJ4,,,,,,,,
"Khuda-Bukhsh, Anisur Rahman",Complementary & Alternative Medicine,University of Kalyani,26,3.50463935,0.273166632,183,1978,2020
"Hankey, Alex",Complementary & Alternative Medicine,SVYASA,154,2.83722188,1.617986972,54,2001,2019
"Nagendra, Hongasandra Ramarao",Complementary & Alternative Medicine,Swami Vivekananda Yoga Anusandhana Samsthana,158,2.82540044,1.660012608,125,1985,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Kannan, R.",Computation Theory & Mathematics,Rathinam College of Arts and Science,101,3.77997564,0.609461743,109,1980,2020
"Garg, Naveen",Computation Theory & Mathematics,Indian Institute of Technology Delhi,268,3.46389372,1.617185614,67,1993,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Gupta, Raj Kumar",Computer Hardware & Architecture,Thapar Institute of Engineering & Technology,68,3.64697776,0.398126464,344,1985,2020
"Mittal, Sparsh",Computer Hardware & Architecture,Indian Institute of Technology Hyderabad,107,3.4589102,0.6264637,65,2009,2020
"Panda, Preeti Ranjan",Computer Hardware & Architecture,Indian Institute of Technology Delhi,223,3.21871712,1.305620609,100,1995,2020
"Mukhopadhyay, Debdeep",Computer Hardware & Architecture,Indian Institute of Technology Kharagpur,270,3.1278976,1.580796253,202,2004,2020
"Ravi, S.",Computer Hardware & Architecture,Kavery Engineering College,310,3.06986916,1.81498829,77,1998,2017
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Kumar, Sanjeev",Dairy & Animal Science,Sri Guru Granth Sahib World University,69,3.81968457,0.143621339,582,1990,2020
"Patra, Amlan Kumar",Dairy & Animal Science,West Bengal University of Animal and Fishery Sciences,131,3.66377878,0.272672398,105,2002,2020
"Kumar, Ashok",Dairy & Animal Science,Indian Veterinary Research Institute,167,3.62449204,0.34760527,552,1984,2014
"Sharma, Deepak Kr",Dairy & Animal Science,Netaji Subhas Institute of Technology,307,3.45671933,0.639010886,442,1986,2020
"Kamra, Devki Nandan",Dairy & Animal Science,Indian Veterinary Research Institute,684,3.1980873,1.42372458,113,1983,2019
"Guraya, Sardul S.",Dairy & Animal Science,Punjab Agricultural University,753,3.16558177,1.567345919,247,1963,2017
"Suresh, K. P.",Dairy & Animal Science,"ICAR - National Institute Of Veterinary Epidemiology And Disease Informatics, Bengaluru",1105,3.03910101,2.300022896,57,1999,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Sharma, V. K.",Dermatology & Venereal Diseases,"University of Delhi, Keshav Mahavidyalaya",210,3.82248408,0.509758229,590,1981,2018
"Sehgal, Virendra N.",Dermatology & Venereal Diseases,Sehgal Nursing Home,316,3.71483434,0.767064764,475,1964,2020
"Kumar, B.",Dermatology & Venereal Diseases,Shalby Multi-Specialty Hospital,688,3.44043287,1.670065055,491,1975,2019
"Thappa, Devinder Mohan",Dermatology & Venereal Diseases,Jawaharlal Institute of Postgraduate Medical Education and Research,765,3.39767984,1.856976405,433,1989,2020
"Kanwar, A. J.",Dermatology & Venereal Diseases,"Postgraduate Institute of Medical Education & Research, Chandigarh",782,3.38874755,1.898242548,498,1975,2019
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Mruthyunjaya, T. S.",Design Practice & Management,"Indian Institute of Science, Bengaluru",63,3.39782293,0.731112916,40,1972,2004
"Chakrabarti, Amaresh",Design Practice & Management,"Indian Institute of Science, Bengaluru",66,3.39065021,0.765927817,173,1992,2019
"Ananthasuresh, G. K.",Design Practice & Management,"Indian Institute of Science, Bengaluru",110,3.2449712,1.276546362,204,1990,2020
"Saxena, Anupam",Design Practice & Management,Indian Institute of Technology Kanpur,121,3.21703494,1.404200998,90,1998,2019
"Saha, Subir Kumar",Design Practice & Management,Indian Institute of Technology Delhi,143,3.16451803,1.65951027,145,1989,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"White, Howard",Development Studies,Campbell Collaboration,50,3.50756759,1.42612664,90,1992,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Nagendra, Harini",Ecology,Azim Premji University,508,3.88708983,1.054685878,130,1997,2020
"Singh, J. S.",Ecology,Banaras Hindu University,555,3.86715346,1.152265083,192,1975,2020
"Sukumar, R.",Ecology,"Indian Institute of Science, Bengaluru",1021,3.65410688,2.119752523,142,1988,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Singh, Bhim",Electrical & Electronic Engineering,Indian Institute of Technology Delhi,11,4.24503511,0.012555501,1598,1979,2020
"Senani, Raj",Electrical & Electronic Engineering,Netaji Subhas Institute of Technology,103,3.78081082,0.117565146,148,1978,2018
"Veerachary, Mummadi",Electrical & Electronic Engineering,Indian Institute of Technology Delhi,188,3.60617991,0.214584927,195,1999,2019
"Maheshwari, S.",Electrical & Electronic Engineering,Aligarh Muslim University,216,3.56320849,0.246544384,96,2000,2020
"Banerjee, Soumitro",Electrical & Electronic Engineering,Indian Institute of Science Education and Research Kolkata,296,3.45346247,0.337857118,153,1995,2020
"Murthy, S. Sreenivasa",Electrical & Electronic Engineering,Indian Institute of Technology Delhi,318,3.42568842,0.36296812,166,1973,2018
"Sundareswaran, Kinattingal",Electrical & Electronic Engineering,"National Institute of Technology, Tiruchirappalli",413,3.336216,0.471401993,152,1998,2020
"Gupta, Amit Kumar",Electrical & Electronic Engineering,"Birla Institute of Technology and Science, Pilani",425,3.32655253,0.485098903,200,2002,2020
"Pavan, Shanthi",Electrical & Electronic Engineering,Indian Institute of Technology Madras,484,3.28386033,0.552442045,128,1998,2020
"Chandorkar, Mukul C.",Electrical & Electronic Engineering,"Indian Institute of Technology, Bombay",503,3.26894824,0.574128819,84,1992,2019
"Chakraborty, Chandan",Electrical & Electronic Engineering,Indian Institute of Technology Kharagpur,516,3.25960368,0.588967139,331,1990,2020
"Mishra, Mahesh Kumar",Electrical & Electronic Engineering,Indian Institute of Technology Madras,756,3.1205841,0.862905343,201,1998,2020
"Agarwal, Vivek",Electrical & Electronic Engineering,"Indian Institute of Technology, Bombay",794,3.10567038,0.906278892,293,1992,2020
"Chan, Chok You",Electrical & Electronic Engineering,Symbiosis International (Deemed University),842,3.08570971,0.961066533,39,1989,2020
"Pal, Kirat",Electrical & Electronic Engineering,Indian Institute of Technology Roorkee,884,3.06340117,1.009005718,88,1977,2020
"Gopakumar, K.",Electrical & Electronic Engineering,"Indian Institute of Science, Bengaluru",885,3.06324158,1.010147128,181,1984,2020
"Bhaskar, D. R.",Electrical & Electronic Engineering,Delhi Technological University,907,3.05063005,1.03525813,71,1991,2019
"Lahiri, Abhirup",Electrical & Electronic Engineering,"D3-Friends Apartments, IP Extension",933,3.04183544,1.064934768,57,2008,2018
"Gupta, Rajesh",Electrical & Electronic Engineering,Motilal Nehru National Institute of Technology Allahabad,1045,3.00128893,1.192772597,97,2005,2019
"Narayanan, G.",Electrical & Electronic Engineering,"Indian Institute of Science, Bengaluru",1171,2.95745648,1.336590154,138,1998,2020
"Oruganti, Ramesh",Electrical & Electronic Engineering,Indian Institute of Technology Mandi,1326,2.90718811,1.513508578,114,1983,2019
"Jain, Sachin",Electrical & Electronic Engineering,National Institute of Technology Raipur,1352,2.90122307,1.543185216,79,2001,2020
"Jain, Shailendra",Electrical & Electronic Engineering,Maulana Azad National Institute of Technology,1356,2.89909195,1.547750853,118,1999,2020
"Kumar, Umesh",Electrical & Electronic Engineering,Indian Institute of Petroleum,1384,2.89038899,1.57971031,147,1976,2019
"James, A. P.",Electrical & Electronic Engineering,Indian Institute of Information technology and Management - Kerala,1458,2.87122155,1.66417459,142,2005,2020
"Mishra, Santanu Kumar",Electrical & Electronic Engineering,Indian Institute of Technology Kanpur,1461,2.87000481,1.667598818,107,2005,2020
"Chattopadhyay, Ajit K.",Electrical & Electronic Engineering,"Indian Institute of Engineering Science and Technology, Shibpur",1596,2.8287396,1.821689057,96,1975,2018
"Ananda Mohan, P. V.",Electrical & Electronic Engineering,"Centre for Development of Advanced Computing, India",1654,2.81652693,1.88789079,51,1975,2020
"Kapat, Santanu",Electrical & Electronic Engineering,Indian Institute of Technology Kharagpur,1733,2.79732136,1.978062115,61,2008,2020
"Bhardwaj, Manish",Electrical & Electronic Engineering,KIET Group of Institutions,1949,2.74815815,2.224606499,28,2000,2019
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Subrahmanyam, M.",Emergency & Critical Care Medicine,Miraj and General Hospital,615,3.23759765,2.153059796,19,1988,2004
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Mohan, Viswanathan",Endocrinology & Metabolism,Madras Diabetes Research Foundation,281,4.2269877,0.406692332,841,1978,2020
"Yajnik, Chittaranjan S.",Endocrinology & Metabolism,King Edward Memorial Hospital India,371,4.1381502,0.536949663,234,1982,2020
"Misra, Anoop",Endocrinology & Metabolism,Fortis Healthcare Ltd.,419,4.10271291,0.606420239,254,1988,2020
"Ramachandran, Ambady",Endocrinology & Metabolism,India Diabetes Research Foundation,436,4.08697306,0.631024402,399,1975,2020
"Chattopadhyay, Naibedya",Endocrinology & Metabolism,Central Drug Research Institute India,1179,3.73940404,1.706371031,201,1993,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Agarwal, Avinash Kumar",Energy,Indian Institute of Technology Kanpur,86,4.16539489,0.046233079,279,2001,2020
"Dash, Pradipta Kishore",Energy,Siksha O Anusandhan (Deemed to be University),268,3.89350396,0.144075177,398,1969,2020
"Das, Debabrata",Energy,Indian Institute of Technology Kharagpur,272,3.8896259,0.146225553,181,1983,2020
"Basu, Mousumi",Energy,Jadavpur University,285,3.87831416,0.153214274,94,1996,2020
"Mishra, Sukumar",Energy,Indian Institute of Technology Delhi,426,3.77296864,0.22901502,316,1995,2020
"Tiwari, G. N.",Energy,Shri Ramswaroop Memorial University,449,3.76131963,0.241379681,406,1978,2020
"Ghosh, Arindam",Energy,"Dr. B.C. Roy Engineering College, Durgapur",483,3.73999651,0.259657875,483,2003,2020
"Munichandraiah, N.",Energy,"Indian Institute of Science, Bengaluru",577,3.68476785,0.310191706,226,1981,2019
"Shukla, Ashok",Energy,"Indian Institute of Science, Bengaluru",656,3.65359312,0.352661628,299,1972,2019
"Bandyopadhyay, Santanu",Energy,"Indian Institute of Technology, Bombay",657,3.65350162,0.353199222,191,1998,2020
"Das, Debapriya",Energy,Indian Institute of Technology Kharagpur,693,3.6382589,0.372552604,121,1998,2020
"Das, L. M.",Energy,Indian Institute of Technology Delhi,703,3.63327439,0.377928543,91,1990,2020
"Padhy, Narayana Prasad",Energy,Indian Institute of Technology Roorkee,720,3.62728049,0.38706764,174,1997,2020
"Maiyalagan, T.",Energy,SRM Institute of Science and Technology,769,3.61020442,0.413409743,125,2005,2020
"Samantaray, Subhransu Ranjan",Energy,Indian Institute of Technology Bhubaneswar,886,3.56411132,0.476308235,162,2004,2020
"Singh, Ashish Kumar",Energy,"Bharati Vidyapeeth's College of Engineering, New Delhi",895,3.56159618,0.48114658,81,2008,2020
"Singh, Sri Niwas",Energy,Indian Institute of Technology Kanpur,952,3.53603932,0.511789435,304,1994,2020
"Garg, H. P.",Energy,Indian Institute of Technology Delhi,992,3.5217093,0.533293193,191,1967,2017
"Basu, Suddhasatwa",Energy,Institute of Minerals and Materials Technology India,1051,3.4986295,0.565011236,185,1993,2020
"Stephan, A. Manuel",Energy,Central Electrochemical Research Institute India,1084,3.486998,0.582751836,74,1996,2020
"Barpanda, Prabeer",Energy,"Indian Institute of Science, Bengaluru",1125,3.47326941,0.604793188,131,2004,2020
"Kant, Rama",Energy,University of Delhi,1163,3.46283192,0.625221758,100,1989,2020
"Jayanti, S.",Energy,Indian Institute of Technology Madras,1214,3.45124376,0.652639049,134,1987,2020
"Roy, Provas",Energy,Kalyani Government Engineering College,1267,3.43472496,0.681131528,111,2009,2020
"Ramachandra, T. V.",Energy,"Indian Institute of Science, Bengaluru",1278,3.42821067,0.687045061,151,1992,2020
"Reddy, K. S.",Energy,Indian Institute of Technology Madras,1281,3.42717642,0.688657843,144,1998,2020
"Kumar, Sanjay",Energy,Bhabha Atomic Research Centre,1331,3.41501827,0.71553754,117,2003,2020
"Parikh, Jyoti",Energy,Integrated Research and Action for Development,1363,3.40492321,0.732740546,118,1970,2019
"Murugan, Ramaswamy",Energy,Pondicherry University,1419,3.39006652,0.762845807,98,1995,2020
"John, S. Abraham",Energy,The Gandhigram Rural Institute,1429,3.38820485,0.768221747,157,1993,2020
"Kaushik, S. C.",Energy,Indian Institute of Technology Delhi,1442,3.38535397,0.775210468,362,1974,2020
"Datta, Madhav",Energy,"Amrita School of Engineering, Coimbatore",1456,3.3827321,0.782736783,62,1973,2019
"Swarup, K. S.",Energy,Indian Institute of Technology Madras,1462,3.38087859,0.785962347,200,1990,2020
"Mandal, Ajay",Energy,"Indian Institute of Technology (Indian School of Mines), Dhanbad",1482,3.37509106,0.796714226,146,2003,2020
"Kothari, D. P.",Energy,Gaikwad-Patil Group of Institutions,1518,3.36590839,0.816067608,321,1976,2016
"Devarajan, Yuvarajan",Energy,Madanapalle Institute of Technology & Science,1523,3.36400418,0.818755578,67,2010,2020
"Hashmi, S. A.",Energy,University of Delhi,1570,3.3532573,0.844022493,97,1986,2020
"Jain, I. P.",Energy,University of Rajasthan,1574,3.35250683,0.846172869,128,1975,2019
"Tiwari, Gopal Nath",Energy,Indian Institute of Technology Delhi,1603,3.34672147,0.861763093,177,1973,2019
"Angaiah, Subramania",Energy,Pondicherry University,1625,3.34173759,0.87359016,114,1998,2019
"Panwar, N. L.",Energy,Maharana Pratap University of Agriculture & Technology,1676,3.33001848,0.901007451,77,2007,2020
"Ghosh, Sajal",Energy,"Management Development Institute, Gurgaon",1790,3.30741675,0.962293161,28,2001,2020
"Bhattacharya, S. C.",Energy,Indian Institute of Social Welfare and Business Management,1809,3.30351044,0.972507446,89,1984,2017
"Goswami, Swapan K.",Energy,Jadavpur University,1812,3.30331742,0.974120228,135,1985,2020
"Sagar, Ambuj",Energy,Indian Institute of Technology Delhi,1834,3.29930161,0.985947294,58,1989,2018
"Sekhon, S. S.",Energy,Guru Nanak Dev University,1842,3.29750471,0.990248046,106,1978,2019
"Sharma, D. K.",Energy,Indian Institute of Technology Delhi,1874,3.29263288,1.007451052,170,1978,2019
"Vijayan, Pallippattu Krishnan",Energy,Bhabha Atomic Research Centre,1930,3.28365469,1.037556313,160,1985,2020
"Subramanian, K. A.",Energy,Indian Institute of Technology Delhi,1942,3.28092223,1.04400744,62,2001,2020
"Ramaraj, R.",Energy,Madurai Kamaraj University,1969,3.27691377,1.058522477,159,1984,2020
"Gupta, Vinay",Energy,National Physical Laboratory India,1984,3.27461137,1.066586386,62,1994,2014
"Sampath, S.",Energy,"Indian Institute of Science, Bengaluru",2021,3.26957461,1.086477362,180,1991,2020
"Jerauld, Gary R.",Energy,BP,2105,3.25544906,1.131635253,58,1983,2019
"Shah, Subhash",Energy,Pandit Deendayal Petroleum University,2140,3.24859091,1.150451041,205,1982,2020
"Velraj, R.",Energy,Anna University,2224,3.23471903,1.195608933,160,1997,2020
"Banerjee, Rangan",Energy,"Indian Institute of Technology, Bombay",2255,3.22926394,1.212274345,91,1990,2020
"Tyagi, S. K.",Energy,Indian Institute of Technology Delhi,2270,3.22690761,1.220338254,113,1997,2020
"Shukla, Priyadarshi R.",Energy,Ahmedabad University,2272,3.22638603,1.221413442,91,1992,2020
"Muralidharan, S.",Energy,Central Electrochemical Research Institute India,2275,3.2256962,1.223026224,97,1987,2020
"Das, Shantanu",Energy,Bhabha Atomic Research Centre,2379,3.20791895,1.278935994,82,1989,2020
"Das, Biswarup",Energy,Indian Institute of Technology Roorkee,2401,3.20409895,1.290763061,74,1998,2019
"Singh, R. N.",Energy,Banaras Hindu University,2519,3.1859734,1.354199146,113,1986,2020
"Ashok, S.",Energy,National Institute of Technology Calicut,2528,3.18503769,1.359037492,166,1997,2020
"Selvan, Ramakrishnan Kalai",Energy,Bharathiar University,2537,3.18395261,1.363875837,139,2003,2020
"Rajendran, S.",Energy,Alagappa University,2569,3.17954528,1.381078844,140,1994,2019
"Kumar, Ashwani",Energy,National Institute of Technology Kurukshetra,2594,3.17561563,1.394518692,275,1980,2020
"Bansal, N. K.",Energy,CEPT University,2603,3.17349145,1.399357038,168,1968,2014
"Panchal, Hitesh",Energy,Government Engineering College Patan,2628,3.16853335,1.412796886,57,2011,2020
"Nahar, N. M.",Energy,"ICAR - Central Arid Zone Research Institute, Jodhpur",2721,3.15520801,1.462793123,45,1980,2010
"Roy, Poulomi",Energy,Central Mechanical Engineering Research Institute India,2728,3.15430602,1.466556281,49,2006,2020
"Mohanraj, Murugesan",Energy,Hindusthan College of Engineering & Technology,2779,3.14929164,1.493973572,54,2004,2020
"Bhattacharyya, Aninda J.",Energy,"Indian Institute of Science, Bengaluru",2844,3.13922336,1.528917178,121,1996,2019
"Chakrabarti, Saikatc",Energy,Indian Institute of Technology Kanpur,2870,3.13447293,1.542894621,115,2004,2020
"Senroy, Nilanjan",Energy,Indian Institute of Technology Delhi,2876,3.13396974,1.546120185,110,2006,2020
"Datta, Amitava",Energy,Jadavpur University,2880,3.13351758,1.54827056,96,1998,2019
"Chandel, Shyam Singh",Energy,National Institute of Technology Hamirpur,2890,3.13240616,1.5536465,53,1978,2020
"Dasappa, S.",Energy,"Indian Institute of Science, Bengaluru",2913,3.13010874,1.56601116,66,1985,2020
"Deepa, Melepurath",Energy,Indian Institute of Technology Hyderabad,2916,3.12974312,1.567623942,153,1999,2020
"Sharma, M. P.",Energy,Alternate Hydro Energy Centre,2943,3.12600725,1.582138979,149,1979,2019
"Maruthamuthu, P.",Energy,University of Madras,3126,3.10082434,1.680518671,130,1975,2018
"Tripathy, S. C.",Energy,Ghanashyam Hemalata Institute of Technology and Management,3159,3.09683921,1.698259271,146,1974,2017
"Sinha, Avinash Kumar",Energy,Indian Institute of Technology Kharagpur,3162,3.09654963,1.699872053,89,1984,2019
"Nanda, Janardan",Energy,Indian Institute of Technology Delhi,3191,3.09356138,1.715462277,117,1971,2017
"Kishor, Nand",Energy,Motilal Nehru National Institute of Technology Allahabad,3196,3.09315052,1.718150247,146,2004,2019
"Immanuel Selvakumar, A.",Energy,Karunya Institute of Technology and Sciences,3239,3.08763396,1.741266786,58,2003,2020
"Tyagi, V. V.",Energy,Shri Mata Vaishno Devi University,3261,3.08496908,1.753093853,78,2007,2020
"Kumar, Sudarshan",Energy,"Indian Institute of Technology, Bombay",3262,3.0847225,1.753631447,106,2002,2020
"Satish, L.",Energy,"Indian Institute of Science, Bengaluru",3277,3.08290532,1.761695356,45,1993,2019
"Bhaskar, Thallada",Energy,Indian Institute of Petroleum,3336,3.07620316,1.793413399,157,1998,2020
"Agnihotry, S. A.",Energy,National Physical Laboratory India,3342,3.07526715,1.796638963,97,1981,2009
"Kumar, Ajay",Energy,"Indian Institute of Integrative Medicine, Srinagar",3391,3.06995453,1.822981066,271,2005,2020
"Pradhan, Ashok Kumar",Energy,Indian Institute of Technology Kharagpur,3504,3.05777691,1.883729182,130,1999,2020
"Vishal, Vikram",Energy,"Indian Institute of Technology, Bombay",3539,3.05483151,1.90254497,61,2004,2020
"Saini, R. P.",Energy,Indian Institute of Technology Roorkee,3543,3.05436382,1.904695346,113,1997,2020
Varun,Energy,National Institute of Technology Hamirpur,3549,3.05392233,1.907920909,70,2006,2019
"Sahoo, Pradeep K.",Energy,Indian Institute of Technology Roorkee,3614,3.04561441,1.942864516,85,1990,2020
"Singh, Bharat",Energy,Indian Institute of Technology Mandi,3643,3.0425593,1.95845474,134,1972,2011
"Rajalakshmi, N.",Energy,"International Advanced Research Centre for Powder Metallurgy and New Materials, Hyderabad",3653,3.04091755,1.963830679,104,1987,2020
"Jayaraj, S.",Energy,National Institute of Technology Calicut,3655,3.04072357,1.964905867,105,1987,2020
"Gurunathan, K.",Energy,Alagappa University,3780,3.02870355,2.03210511,39,1989,2020
"Balachandra, P.",Energy,"Indian Institute of Science, Bengaluru",3792,3.02716042,2.038556238,45,1993,2019
"Ramadhas, A. S.",Energy,Indian Oil Corporation Limited,3853,3.02022846,2.071349468,34,2004,2019
"Kaushika, N. D.",Energy,Indian Institute of Technology Delhi,3882,3.01712866,2.086939693,61,1982,2020
"Pushpavanam, Malathy",Energy,Alagappa Chettiar Government College of Engineering and Technology,4198,2.98609263,2.256819379,105,1974,2012
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Sharma, Hari C.",Entomology,Dr. Yashwant Singh Parmar University of Horticulture and Forestry,217,3.54780554,0.843209637,188,1982,2020
"Senthil-Nathan, Sengottayan",Entomology,Manonmaniam Sundaranar University,255,3.51367291,0.990868467,106,1998,2020
"Gadagkar, Raghavendra",Entomology,"Indian Institute of Science, Bengaluru",307,3.45796602,1.192927919,155,1978,2020
"Koul, Opender",Entomology,Insect Biopesticide Research Centre,428,3.35895067,1.663104721,75,1977,2019
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Sivakumar, Bellie",Environmental Engineering,"Indian Institute of Technology, Bombay",110,3.8735689,0.258933195,189,1998,2020
"Dey, Subhasish",Environmental Engineering,Indian Institute of Technology Kharagpur,184,3.73579354,0.433124617,206,1988,2020
"Singh, Ajay",Environmental Engineering,Indian Institute of Technology Kharagpur,357,3.55936576,0.840355915,49,2010,2020
"Swamee, Prabhata K.",Environmental Engineering,The NorthCap University,383,3.53637715,0.901558307,155,1972,2020
"Singh, Abhay K.",Environmental Engineering,Central Institute of Mining and Fuel Research India,495,3.44589324,1.165199379,107,1991,2018
"Subba Rao, N.",Environmental Engineering,Andhra University,557,3.40163691,1.311143543,53,1988,2020
"Sudheer, K. P.",Environmental Engineering,Indian Institute of Technology Madras,560,3.39958319,1.318205358,90,2000,2020
"Pandey, Vimal Chandra",Environmental Engineering,Babasaheb Bhimrao Ambedkar University,562,3.39817357,1.322913234,53,2007,2019
"Jain, Sharad K.",Environmental Engineering,National Institute of Hydrology India,589,3.38161014,1.386469564,90,1987,2020
"Mujumdar, P. P.",Environmental Engineering,"Indian Institute of Science, Bengaluru",751,3.30533673,1.767807542,86,1990,2019
"Singh, K. P.",Environmental Engineering,"ICAR - Indian Agricultural Research Institute, New Delhi",793,3.28733766,1.866672944,210,1972,2019
"Ramanathan, A. L.",Environmental Engineering,Jawaharlal Nehru University,848,3.26149306,1.996139541,206,1989,2020
"Kothyari, U. C.",Environmental Engineering,Indian Institute of Technology Roorkee,850,3.25932693,2.000847418,98,1986,2017
"Mohan, S.",Environmental Engineering,Indian Institute of Technology Madras,951,3.21836834,2.23859517,99,1986,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Prasad, M. N.V.",Environmental Sciences,University of Hyderabad,116,3.93512702,0.173328353,224,1988,2019
"Suthar, Surindra",Environmental Sciences,Doon University,220,3.77390734,0.328726186,93,2005,2020
"Bhattacharyya, Krishna G.",Environmental Sciences,Gauhati University,235,3.75324178,0.351139335,131,1989,2019
"Namasivayam, Chinnaya",Environmental Sciences,Bharathiar University,255,3.73449152,0.381023534,104,1992,2019
"Mohan, Dinesh",Environmental Sciences,Jawaharlal Nehru University,268,3.72448934,0.400448263,125,1994,2020
"Sinha, Sarita",Environmental Sciences,National Botanical Research Institute India,376,3.60855447,0.561822936,109,1978,2014
"Jain, C. K.",Environmental Sciences,National Institute of Hydrology India,427,3.56604098,0.638027643,75,1983,2020
"Sharma, M. K.",Environmental Sciences,Guru Jambheshwar University of Science and Technology,522,3.51018546,0.779977587,191,1982,2020
"Agrawal, Madhoolika",Environmental Sciences,Banaras Hindu University,592,3.46596911,0.884572282,206,1982,2020
"Nidheesh, P. V.",Environmental Sciences,National Environmental Engineering Research Institute India,601,3.45993161,0.898020172,78,2011,2020
"Chakraborti, Dipankar",Environmental Sciences,Jadavpur University,612,3.45388673,0.914456481,126,1979,2018
"Kumar Rai, Prabhat",Environmental Sciences,Mizoram University,614,3.45328916,0.917444901,40,2005,2020
"Ghose, Mrinal K.",Environmental Sciences,Maulana Abul Kalam Azad University of Technology,669,3.42421508,0.999626448,93,1993,2015
"Singh, Kunwar P.",Environmental Sciences,Indian Institute of Toxicology Research,671,3.42331632,1.002614867,105,1995,2018
"Garg, V. K.",Environmental Sciences,Central University of Punjab,698,3.40640927,1.042958536,157,1990,2020
"Ravindra, Khaiwal",Environmental Sciences,"Postgraduate Institute of Medical Education & Research, Chandigarh",761,3.37233518,1.137093762,75,2001,2020
"Subramanian, V.",Environmental Sciences,Jawaharlal Nehru University,793,3.36038582,1.18490848,66,1975,2020
"Ahemad, Munees",Environmental Sciences,Aligarh Muslim University,806,3.35723894,1.204333209,47,2009,2019
"Choubisa, Shanti Lal",Environmental Sciences,"National Institute of Medical Sciences, Jaipur",863,3.33718465,1.289503175,56,1983,2018
"Chandra, Ram",Environmental Sciences,Babasaheb Bhimrao Ambedkar University,875,3.33450648,1.307433694,95,2000,2020
"Kumar, Sunil",Environmental Sciences,National Environmental Engineering Research Institute India,1025,3.28163475,1.531565185,267,1999,2020
"Kadirvelu, K.",Environmental Sciences,Bharathiar University,1113,3.24909337,1.663055659,101,1994,2020
"Bhattacharya, A.",Environmental Sciences,Steel Authority of India Limited,1158,3.23532723,1.730295106,125,1977,2018
"Agrawal, Shashi Bhushan",Environmental Sciences,Banaras Hindu University,1198,3.2241357,1.790063504,152,1983,2020
"Devotta, Sukumar",Environmental Sciences,National Environmental Engineering Research Institute India,1312,3.18635053,1.960403437,209,1980,2020
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Nayak, Sukanta Kumar",Fisheries,North Orissa University,537,3.25848878,1.931654676,30,2001,2020
"Sahoo, Pramoda K.",Fisheries,"ICAR - Central Institute of Freshwater Aquaculture, Bhubaneswar",553,3.25289211,1.989208633,113,2001,2020
"Cressey, Daniel",Fisheries,Research,662,3.20437068,2.381294964,129,2007,2017
,,,Rank world-,,,,,
,,,wide (by,,,Number of,First year of,Latest year of
authfull,Field,inst_name,subject area),C-score,Top %,papers,publication,publication
"Lakshmanan, M.",Fluids & Plasmas,Bharathidasan University,253,3.93493546,0.58540423,351,1972,2020
"Kumar, Sanjay",Fluids & Plasmas,Jadavpur University,258,3.93132328,0.596973483,640,1990,2020
