Crash Year,Crash Month,Crash Day,Time of Day,Day of Week,City or Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Weather Conditions (2016+),Speed Limit at Crash Site,Worst Injury in Crash,Party Type,Person Age,Person Gender
2018,November,24,6:00 AM - 7:00 AM,Saturday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Dark lighted,Rain,35,Suspected minor injury (B),Motor vehicle driver,78,Male
2018,November,24,7:00 PM - 8:00 PM,Saturday,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Dark lighted,Cloudy,25,Possible injury (C),Motor vehicle driver,18,Male
2018,November,24,3:00 AM - 4:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Rain,55,Fatal injury (K),Motor vehicle driver,31,Female
2018,November,24,3:00 AM - 4:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Rain,55,Fatal injury (K),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,November,24,11:00 PM - 12:00 midnight,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,November,24,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,Rain,35,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,November,24,2:00 PM - 3:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Rain,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,December,24,9:00 PM - 10:00 PM,Monday,Wayne County: Westland,Intersection crash,Not hit-and-run,Dark lighted,Clear,45,Suspected minor injury (B),Motor vehicle driver,54,Male
2018,January,25,3:00 PM - 4:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,39,Male
2018,February,25,1:00 PM - 2:00 PM,Sunday,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,February,25,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,Clear,25,Possible injury (C),Motor vehicle driver,28,Male
2018,February,25,1:00 AM - 2:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Unknown,30,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,April,25,7:00 PM - 8:00 PM,Wednesday,Wayne County: Garden City,Not intersection crash,Not hit-and-run,Daylight,Clear,15,Possible injury (C),Motor vehicle driver,33,Female
2018,April,25,12:00 noon - 1:00 PM,Wednesday,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Daylight,Clear,25,Fatal injury (K),Motor vehicle driver,27,Male
2018,April,25,5:00 PM - 6:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,May,25,8:00 AM - 9:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,Uncoded & errors,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,May,25,1:00 PM - 2:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,56,Male
2018,May,25,10:00 PM - 11:00 PM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,45,Fatal injury (K),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,June,25,12:00 midnight - 1:00 AM,Monday,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Dark lighted,Clear,70,Fatal injury (K),Motor vehicle driver,49,Male
2018,June,25,8:00 AM - 9:00 AM,Monday,Wayne County: Dearborn Heights,Intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,24,Female
2018,June,25,11:00 AM - 12:00 noon,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,June,25,2:00 PM - 3:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,DOB invalid,Female
2018,July,25,4:00 PM - 5:00 PM,Wednesday,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Daylight,Clear,65,Suspected serious injury (A),Motor vehicle driver,34,Male
2018,July,25,4:00 PM - 5:00 PM,Wednesday,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Daylight,Clear,65,Suspected serious injury (A),Motor vehicle driver,54,Male
2018,July,25,4:00 PM - 5:00 PM,Wednesday,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Daylight,Clear,65,Suspected serious injury (A),Motor vehicle driver,57,Male
2018,July,25,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,August,25,9:00 AM - 10:00 AM,Saturday,Wayne County: Plymouth,Intersection crash,Not hit-and-run,Daylight,Rain,35,Suspected minor injury (B),Motor vehicle driver,25,Female
2018,August,25,10:00 PM - 11:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,No injury (O),Motor vehicle driver,42,Female
2018,August,25,11:00 AM - 12:00 noon,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected minor injury (B),Motor vehicle driver,56,Male
2018,August,25,10:00 PM - 11:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Cloudy,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,September,25,4:00 PM - 5:00 PM,Tuesday,Wayne County: Northville Twp.,Not intersection crash,Not hit-and-run,Daylight,Cloudy,25,Suspected minor injury (B),Motor vehicle driver,39,Female
2018,September,25,4:00 PM - 5:00 PM,Tuesday,Wayne County: Van Buren Twp.,Not intersection crash,Not hit-and-run,Daylight,Cloudy,70,Suspected serious injury (A),Motor vehicle driver,33,Male
2018,September,25,4:00 PM - 5:00 PM,Tuesday,Wayne County: Van Buren Twp.,Not intersection crash,Not hit-and-run,Daylight,Cloudy,70,Suspected serious injury (A),Motor vehicle driver,63,Female
2018,September,25,8:00 PM - 9:00 PM,Tuesday,Wayne County: Trenton,Not intersection crash,Hit-and-run,Dark unlighted,Rain,45,Suspected minor injury (B),Motor vehicle driver,16,Male
2018,September,25,1:00 PM - 2:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Rain,30,Suspected serious injury (A),Motor vehicle driver,55,Male
2018,September,25,8:00 PM - 9:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dusk,Rain,35,Possible injury (C),Motor vehicle driver,40,Male
2018,September,25,11:00 AM - 12:00 noon,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Cloudy,30,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,September,25,8:00 AM - 9:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,September,25,12:00 noon - 1:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,35,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,October,25,6:00 PM - 7:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,October,25,7:00 PM - 8:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,Clear,30,Possible injury (C),Motor vehicle driver,DOB invalid,Male
2018,November,25,3:00 AM - 4:00 AM,Sunday,Wayne County: Wayne,Not intersection crash,Not hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,32,Female
2018,November,25,3:00 AM - 4:00 AM,Sunday,Wayne County: Wayne,Not intersection crash,Not hit-and-run,Dark lighted,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,November,25,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Cloudy,55,Suspected serious injury (A),Motor vehicle driver,18,Female
2018,November,25,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Cloudy,55,Suspected serious injury (A),Motor vehicle driver,20,Male
2018,November,25,2:00 AM - 3:00 AM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Cloudy,35,Suspected serious injury (A),Motor vehicle driver,43,Female
2018,December,25,5:00 PM - 6:00 PM,Tuesday,Wayne County: Livonia,Not intersection crash,Not hit-and-run,Dark lighted,Cloudy,40,Suspected serious injury (A),Motor vehicle driver,32,Female
2018,February,26,6:00 PM - 7:00 PM,Monday,Wayne County: Redford Twp.,Intersection crash,Not hit-and-run,Daylight,Clear,45,Suspected serious injury (A),Motor vehicle driver,61,Male
2018,February,26,8:00 PM - 9:00 PM,Monday,Wayne County: Wood Haven,Not intersection crash,Not hit-and-run,Dark unlighted,Clear,45,Possible injury (C),Motor vehicle driver,53,Female
2018,February,26,5:00 PM - 6:00 PM,Monday,Wayne County: Melvindale,Intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,19,Male
2018,February,26,7:00 PM - 8:00 PM,Monday,Wayne County: Southgate,Intersection crash,Hit-and-run,Dark lighted,Clear,40,Fatal injury (K),Motor vehicle driver,43,Male
2018,February,26,7:00 AM - 8:00 AM,Monday,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,52,Female
2018,March,26,8:00 PM - 9:00 PM,Monday,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Dusk,Clear,35,Suspected minor injury (B),Motor vehicle driver,18,Female
2018,March,26,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,20,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,April,26,5:00 PM - 6:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,29,Female
2018,May,26,11:00 PM - 12:00 midnight,Saturday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Dark lighted,Clear,40,Possible injury (C),Motor vehicle driver,46,Female
2018,June,26,9:00 PM - 10:00 PM,Tuesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark lighted,Cloudy,25,Suspected minor injury (B),Motor vehicle driver,57,Male
2018,June,26,11:00 AM - 12:00 noon,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,40,Possible injury (C),Motor vehicle driver,85,Female
2018,July,26,4:00 PM - 5:00 PM,Thursday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,Clear,40,Possible injury (C),Motor vehicle driver,57,Female
2018,July,26,5:00 PM - 6:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,July,26,4:00 AM - 5:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,Uncoded & errors,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,August,26,5:00 PM - 6:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,Uncoded & errors,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,September,26,3:00 PM - 4:00 PM,Wednesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,Clear,45,Suspected minor injury (B),Motor vehicle driver,38,Female
2018,September,26,7:00 PM - 8:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,Clear,25,Suspected minor injury (B),Motor vehicle driver,50,Female
2018,October,26,12:00 noon - 1:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Cloudy,30,Possible injury (C),Motor vehicle driver,DOB invalid,Male
2018,October,26,11:00 PM - 12:00 midnight,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,November,26,11:00 AM - 12:00 noon,Monday,Wayne County: Westland,Not intersection crash,Not hit-and-run,Daylight,Sleet/hail,35,Possible injury (C),Motor vehicle driver,79,Male
2018,November,26,6:00 AM - 7:00 AM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,Rain,25,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,December,26,2:00 PM - 3:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,January,27,8:00 PM - 9:00 PM,Saturday,Wayne County: Highland Park,Not intersection crash,Hit-and-run,Dark lighted,Clear,30,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,January,27,6:00 PM - 7:00 PM,Saturday,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Dark lighted,Cloudy,40,Possible injury (C),Motor vehicle driver,36,Female
2018,January,27,2:00 AM - 3:00 AM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Unknown,30,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,February,27,4:00 PM - 5:00 PM,Tuesday,Wayne County: Grosse Pointe Park,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected minor injury (B),Motor vehicle driver,39,Female
2018,February,27,9:00 AM - 10:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,20,Male
2018,March,27,1:00 PM - 2:00 PM,Tuesday,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,Rain,45,Suspected minor injury (B),Motor vehicle driver,23,Male
2018,March,27,1:00 PM - 2:00 PM,Tuesday,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,Rain,45,Suspected minor injury (B),Motor vehicle driver,45,Male
2018,March,27,1:00 PM - 2:00 PM,Tuesday,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,Rain,45,Suspected minor injury (B),Motor vehicle driver,49,Female
2018,March,27,1:00 PM - 2:00 PM,Tuesday,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Daylight,Rain,45,Suspected minor injury (B),Motor vehicle driver,53,Male
2018,March,27,7:00 AM - 8:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Rain,30,Suspected serious injury (A),Motor vehicle driver,35,Male
2018,March,27,6:00 AM - 7:00 AM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Rain,35,Suspected serious injury (A),Motor vehicle driver,53,Female
2018,May,27,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected serious injury (A),Motor vehicle driver,21,Male
2018,May,27,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected serious injury (A),Motor vehicle driver,28,Male
2018,May,27,12:00 noon - 1:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,No injury (O),Motor vehicle driver,45,Female
2018,May,27,4:00 AM - 5:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,55,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,August,27,5:00 PM - 6:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,Uncoded & errors,No injury (O),Motor vehicle driver,DOB invalid,Male
2018,September,27,7:00 AM - 8:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Cloudy,35,Suspected serious injury (A),Motor vehicle driver,40,Male
2018,September,27,7:00 AM - 8:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Cloudy,35,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Male
2018,October,27,7:00 PM - 8:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Rain,35,Fatal injury (K),Motor vehicle driver,61,Male
2018,October,27,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,Clear,Uncoded & errors,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,October,27,9:00 PM - 10:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Unknown,Unknown,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,December,27,5:00 PM - 6:00 PM,Thursday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Dark lighted,Rain,25,Suspected minor injury (B),Motor vehicle driver,50,Female
2018,December,27,5:00 PM - 6:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Rain,35,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,December,27,6:00 PM - 7:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,Rain,35,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,January,28,2:00 PM - 3:00 PM,Sunday,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Daylight,Clear,35,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,January,28,3:00 PM - 4:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,Clear,30,No injury (O),Motor vehicle driver,40,Male
2018,January,28,4:00 PM - 5:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,30,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,January,28,11:00 PM - 12:00 midnight,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,Clear,Uncoded & errors,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,February,28,8:00 AM - 9:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,46,Male
2018,May,28,9:00 PM - 10:00 PM,Monday,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Dusk,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Male
2018,May,28,2:00 AM - 3:00 AM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,35,No injury (O),Motor vehicle driver,22,Female
2018,May,28,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,30,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Male
2018,May,28,4:00 PM - 5:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,DOB invalid,Male
2018,May,28,11:00 AM - 12:00 noon,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,June,28,7:00 PM - 8:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Suspected serious injury (A),Motor vehicle driver,33,Male
2018,June,28,9:00 PM - 10:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,71,Male
2018,July,28,8:00 PM - 9:00 PM,Saturday,Wayne County: Livonia,Intersection crash,Hit-and-run,Daylight,Cloudy,35,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,August,28,11:00 AM - 12:00 noon,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Suspected minor injury (B),Motor vehicle driver,81,Male
2018,September,28,2:00 AM - 3:00 AM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,25,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,September,28,9:00 PM - 10:00 PM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,30,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,October,28,4:00 PM - 5:00 PM,Sunday,Wayne County: Canton Twp.,Intersection crash,Hit-and-run,Daylight,Rain,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,October,28,9:00 PM - 10:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Rain,30,Fatal injury (K),Motor vehicle driver,39,Male
2018,October,28,Unknown,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dusk,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Male
2018,November,28,3:00 PM - 4:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,30,Male
2018,March,29,8:00 AM - 9:00 AM,Thursday,Wayne County: Redford Twp.,Intersection crash,Not hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,51,Female
2018,March,29,12:00 noon - 1:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Rain,30,No injury (O),Motor vehicle driver,55,Male
2018,June,29,10:00 PM - 11:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,40,Possible injury (C),Motor vehicle driver,DOB invalid,Male
2018,June,29,6:00 AM - 7:00 AM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dawn,Clear,30,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,June,29,10:00 PM - 11:00 PM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Clear,30,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,July,29,5:00 AM - 6:00 AM,Sunday,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Dark lighted,Clear,55,Suspected minor injury (B),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,July,29,4:00 AM - 5:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,30,Male
2018,July,29,4:00 AM - 5:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,36,Male
2018,July,29,1:00 PM - 2:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,35,Possible injury (C),Motor vehicle driver,44,Male
2018,July,29,1:00 PM - 2:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,30,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,August,29,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Cloudy,30,Suspected serious injury (A),Motor vehicle driver,36,Female
2018,September,29,2:00 AM - 3:00 AM,Saturday,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Dark unlighted,Cloudy,70,Fatal injury (K),Motor vehicle driver,39,Male
2018,September,29,9:00 PM - 10:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Rain,25,Possible injury (C),Motor vehicle driver,49,Male
2018,October,29,2:00 PM - 3:00 PM,Monday,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,57,Male
2018,October,29,7:00 AM - 8:00 AM,Monday,Wayne County: Westland,Intersection crash,Not hit-and-run,Dawn,Clear,45,No injury (O),Motor vehicle driver,29,Male
2018,October,29,12:00 noon - 1:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,Clear,25,Possible injury (C),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,October,29,7:00 AM - 8:00 AM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,30,Possible injury (C),Motor vehicle driver,29,Female
2018,October,29,8:00 PM - 9:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,Clear,Uncoded & errors,Suspected serious injury (A),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,November,29,6:00 PM - 7:00 PM,Thursday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark lighted,Rain,35,No injury (O),Motor vehicle driver,20,Female
2018,December,29,7:00 PM - 8:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,45,Male
2018,January,30,6:00 AM - 7:00 AM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,51,Male
2018,January,30,6:00 AM - 7:00 AM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,64,Male
2018,January,30,6:00 AM - 7:00 AM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Possible injury (C),Motor vehicle driver,70,Male
2018,March,30,1:00 PM - 2:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Clear,30,Suspected minor injury (B),Motor vehicle driver,30,Female
2018,April,30,9:00 PM - 10:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Clear,35,Suspected serious injury (A),Motor vehicle driver,75,Male
2018,April,30,8:00 AM - 9:00 AM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,Uncoded & errors,No injury (O),Motor vehicle driver,56,Male
2018,April,30,8:00 AM - 9:00 AM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Clear,Uncoded & errors,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,May,30,9:00 PM - 10:00 PM,Wednesday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Dark lighted,Clear,40,Suspected serious injury (A),Motor vehicle driver,20,Male
2018,May,30,7:00 PM - 8:00 PM,Wednesday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dark lighted,Cloudy,45,Possible injury (C),Motor vehicle driver,79,Male
2018,May,30,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Clear,25,No injury (O),Motor vehicle driver,DOB invalid,Uncoded & errors
2018,June,30,9:00 PM - 10:00 PM,Saturday,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Dark unlighted,Clear,25,Suspected serious injury (A),Motor vehicle driver,29,Male
2018,June,30,9:00 PM - 10:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Clear,35,Suspected serious injury (A),Motor vehicle driver,32,Male
