Year,Date Of Incident,Route,Operator,Group Name,Bus Garage,Borough,Injury Result Description,Incident Event Type,Victim Category,Victims Sex,Victims Age
2015,12/1/2015,63,Metrobus,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,63,Metrobus,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,64,Metrobus,Go-Ahead,Garage Not Available,Croydon,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,12/1/2015,65,London United,London United,Garage Not Available,Hounslow,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,65,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,66,Arriva Kent Thameside,Arriva Kent Thameside,Garage Not Available,Redbridge,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child
2015,12/1/2015,66,Arriva Kent Thameside,Arriva Kent Thameside,Garage Not Available,Redbridge,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,67,Arriva London North,Arriva London,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,67,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,67,Arriva London North,Arriva London,Garage Not Available,None London Borough,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,68,London Central,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,69,East London,Stagecoach,Garage Not Available,Newham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,69,East London,Stagecoach,Garage Not Available,Newham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,12/1/2015,72,London United,London United,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Bus Driver,Female,Adult
2015,12/1/2015,73,Arriva London North,Arriva London,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,73,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,73,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,73,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,73,Arriva London North,Arriva London,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,75,Selkent,Stagecoach,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,76,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,77,London General,Go-Ahead,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,12/1/2015,81,London United,London United,Garage Not Available,None London Borough,Reported Minor Injury - Treated at Hospital,Collision Incident,3rd Party driver / Occupant,Male,Adult
2015,12/1/2015,82,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Vandalism Hooliganism,Passenger,Female,Adult
2015,12/1/2015,82,Metroline,Metroline,Garage Not Available,Barnet,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,83,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,85,London General,Go-Ahead,Garage Not Available,Kingston upon Thames,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,85,London General,Go-Ahead,Garage Not Available,Wandsworth,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,86,East London,Stagecoach,Garage Not Available,Barking & Dagenham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,12/1/2015,86,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,86,East London,Stagecoach,Garage Not Available,Redbridge,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,87,London General,Go-Ahead,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,87,London General,Go-Ahead,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,88,London General,Go-Ahead,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,88,London General,Go-Ahead,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,88,London General,Go-Ahead,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,88,London General,Go-Ahead,Garage Not Available,Lambeth,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Male,Adult
2015,12/1/2015,88,London General,Go-Ahead,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,92,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,93,London General,Go-Ahead,Garage Not Available,Sutton,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown
2015,12/1/2015,94,London United,London United,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,96,Selkent,Stagecoach,Garage Not Available,Bexley,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,96,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,96,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,12/1/2015,96,Selkent,Stagecoach,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,96,Selkent,Stagecoach,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,97,East London,Stagecoach,Garage Not Available,Waltham Forest,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,97,East London,Stagecoach,Garage Not Available,Waltham Forest,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Unknown
2015,12/1/2015,98,Metroline,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,98,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown
2015,12/1/2015,98,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown
2015,12/1/2015,98,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,98,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,99,Selkent,Stagecoach,Garage Not Available,Bexley,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2015,12/1/2015,99,Selkent,Stagecoach,Garage Not Available,Bexley,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2015,12/1/2015,99,Selkent,Stagecoach,Garage Not Available,Bexley,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2015,12/1/2015,101,East London,Stagecoach,Garage Not Available,Newham,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2015,12/1/2015,101,East London,Stagecoach,Garage Not Available,Newham,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Male,Child
2015,12/1/2015,102,Arriva London North,Arriva London,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,103,East London,Stagecoach,Garage Not Available,Barking & Dagenham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,104,East London,Stagecoach,Garage Not Available,Newham,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Male,Unknown
2015,12/1/2015,105,Metroline,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,105,Metroline,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,12/1/2015,106,Arriva London North,Arriva London,Garage Not Available,Hackney,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,109,Abellio London,Abellio,Garage Not Available,Croydon,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Pedestrian,Male,Adult
2015,12/1/2015,109,Abellio London,Abellio,Garage Not Available,Croydon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Unknown,Unknown
2015,12/1/2015,109,Abellio London,Abellio,Garage Not Available,Croydon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Unknown,Unknown
2015,12/1/2015,111,London United,London United,Garage Not Available,Hounslow,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Male,Adult
2015,12/1/2015,111,London United,London United,Garage Not Available,Hounslow,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Other,Female,Adult
2015,12/1/2015,111,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,111,London United,London United,Garage Not Available,Richmond Upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Male,Elderly
2015,12/1/2015,115,East London,Stagecoach,Garage Not Available,Newham,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,115,East London,Stagecoach,Garage Not Available,Newham,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,115,East London,Stagecoach,Garage Not Available,Newham,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,116,London United,London United,Garage Not Available,Hounslow,Injuries treated on scene,Onboard Injuries,Passenger,Male,Unknown
2015,12/1/2015,119,Metrobus,Go-Ahead,Garage Not Available,Croydon,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Adult
2015,12/1/2015,120,London United,London United,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,121,Arriva London North,Arriva London,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,121,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,121,Arriva London North,Arriva London,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,122,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,12/1/2015,122,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,125,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Male,Elderly
2015,12/1/2015,130,Metrobus,Go-Ahead,Garage Not Available,Croydon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Unknown,Unknown
2015,12/1/2015,131,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2015,12/1/2015,131,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,12/1/2015,131,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,12/1/2015,131,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,12/1/2015,131,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Male,Elderly
2015,12/1/2015,131,London United,London United,Garage Not Available,Merton,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,12/1/2015,131,London United,London United,Garage Not Available,Merton,Injuries treated on scene,Collision Incident,Pedestrian,Female,Unknown
2015,12/1/2015,131,London United,London United,Garage Not Available,Merton,Injuries treated on scene,Onboard Injuries,Passenger,Female,Youth
2015,12/1/2015,131,London United,London United,Garage Not Available,Merton,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Elderly
2015,12/1/2015,131,London United,London United,Garage Not Available,Merton,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,133,Arriva London South,Arriva London,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,134,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,12/1/2015,134,Metroline,Metroline,Garage Not Available,Camden,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Unknown
2015,12/1/2015,136,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,136,Selkent,Stagecoach,Garage Not Available,Lewisham,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Pedestrian,Male,Adult
2015,12/1/2015,136,Selkent,Stagecoach,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,137,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Unknown,Unknown
2015,12/1/2015,137,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,137,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,137,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,137,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,137,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,137,Arriva London South,Arriva London,Garage Not Available,Lambeth,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,137,Arriva London South,Arriva London,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,139,Metroline,Metroline,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,12/1/2015,140,Metroline,Metroline,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,140,Metroline,Metroline,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,12/1/2015,140,Metroline,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Adult
2015,12/1/2015,140,Metroline,Metroline,Garage Not Available,Hillingdon,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,141,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,141,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,141,Arriva London North,Arriva London,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,141,Arriva London North,Arriva London,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,142,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,142,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,142,Arriva The Shires,Arriva The Shires,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,12/1/2015,142,Arriva The Shires,Arriva The Shires,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Male,Unknown
2015,12/1/2015,142,Arriva The Shires,Arriva The Shires,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,143,Metroline,Metroline,Garage Not Available,Barnet,Fatal,Collision Incident,Pedestrian,Male,Elderly
2015,12/1/2015,144,Arriva London North,Arriva London,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,144,Arriva London North,Arriva London,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,144,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,144,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,148,London United,London United,Garage Not Available,Lambeth,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,148,London United,London United,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,149,Arriva London North,Arriva London,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,149,Arriva London North,Arriva London,Garage Not Available,Hackney,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,149,Arriva London North,Arriva London,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,149,Arriva London North,Arriva London,Garage Not Available,None London Borough,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Unknown,Unknown
2015,12/1/2015,159,Abellio London,Abellio,Garage Not Available,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,159,Arriva London South,Arriva London,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,160,Arriva Kent Thameside,Arriva Kent Thameside,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,161,Metrobus,Go-Ahead,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Adult
2015,12/1/2015,162,Metrobus,Go-Ahead,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,163,London General,Go-Ahead,Garage Not Available,Merton,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,12/1/2015,165,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Assault,Bus Driver,Male,Adult
2015,12/1/2015,165,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,12/1/2015,165,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Onboard Injuries,Passenger,Male,Unknown
2015,12/1/2015,166,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,166,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,166,Arriva London South,Arriva London,Garage Not Available,Croydon,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,167,Blue Triangle Buses,Go-Ahead,Garage Not Available,Redbridge,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Male,Adult
2015,12/1/2015,167,Blue Triangle Buses,Go-Ahead,Garage Not Available,Redbridge,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Male,Child
2015,12/1/2015,168,Metroline,Metroline,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,12/1/2015,168,Metroline,Metroline,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Male,Elderly
2015,12/1/2015,168,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Male,Elderly
2015,12/1/2015,169,East London,Stagecoach,Garage Not Available,Redbridge,Injuries treated on scene,Onboard Injuries,Pedestrian,Unknown,Unknown
2015,12/1/2015,170,London General,Go-Ahead,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,12/1/2015,171,London Central,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,171,London Central,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,174,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,175,East London,Stagecoach,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,12/1/2015,175,East London,Stagecoach,Garage Not Available,None London Borough,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,176,Arriva London South,Arriva London,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,176,Arriva London South,Arriva London,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,176,Arriva London South,Arriva London,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,177,Selkent,Stagecoach,Garage Not Available,Greenwich,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,177,Selkent,Stagecoach,Garage Not Available,Greenwich,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,177,Selkent,Stagecoach,Garage Not Available,Greenwich,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,180,London General,Go-Ahead,Garage Not Available,Greenwich,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,181,London General,Go-Ahead,Garage Not Available,Greenwich,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,12/1/2015,181,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,12/1/2015,181,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2015,12/1/2015,181,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,181,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,181,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,181,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,181,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,182,Metroline,Metroline,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,184,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,189,Metroline,Metroline,Garage Not Available,Camden,Reported Minor Injury - Treated at Hospital,Collision Incident,Bus Driver,Male,Adult
2015,12/1/2015,189,Metroline,Metroline,Garage Not Available,Camden,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Elderly
2015,12/1/2015,189,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Collision Incident,Pedestrian,Male,Unknown
2015,12/1/2015,192,London General,Go-Ahead,Garage Not Available,Haringey,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,194,Arriva London South,Arriva London,Garage Not Available,Bromley,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,194,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,194,Arriva London South,Arriva London,Garage Not Available,Croydon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Pedestrian,Unknown,Unknown
2015,12/1/2015,195,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,195,Metroline West,Metroline,Garage Not Available,Ealing,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,12/1/2015,196,London General,Go-Ahead,Garage Not Available,Southwark,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Adult
2015,12/1/2015,197,Arriva London South,Arriva London,Garage Not Available,Bromley,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,197,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,197,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,197,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,197,Arriva London South,Arriva London,Garage Not Available,Southwark,Injuries treated on scene,Collision Incident,Pedestrian,Unknown,Unknown
2015,12/1/2015,198,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,12/1/2015,202,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child
