,Artist Name,Lead Streams,Feats,Tracks,One Billion,100 Million,Last Updated
380,Tate McRae,"3,371,616,079","2,028,969,469",53,0,8,10.09.22
381,Bryan Adams,"3,365,887,458","739,286,985",394,0,8,10.09.22
382,Summer Walker,"3,363,193,393","517,135,427",91,0,9,11.09.22
383,Trey Songz,"3,357,005,694","1,295,854,047",268,0,7,16.09.22
384,Bob Dylan,"3,352,960,099","498,204,068","1,308",0,6,13.09.22
385,Grupo Firme,"3,348,434,531","503,968,381",205,0,8,31.07.22
386,Armin van Buuren,"3,340,463,682","673,800,705","2,051",0,4,21.08.22
387,Rels B,"3,327,775,726","1,884,183,028",107,0,5,31.07.22
388,Boyce Avenue,"3,287,510,482","6,192,858,304",450,0,3,20.09.22
389,Pentatonix,"3,285,741,959","4,265,483",201,0,2,12.09.22
390,Ski Mask The Slump God,"3,276,018,075","302,858,918",73,0,7,19.09.22
391,R3HAB,"3,274,814,964","540,870,550",336,0,4,31.07.22
392,LANY,"3,270,335,409","2,141,323,366",86,0,8,17.08.22
393,Tainy,"3,255,357,184","5,360,562,962",44,1,5,06.09.22
394,PARTYNEXTDOOR,"3,243,038,851",0,80,0,9,31.07.22
395,La Arrolladora Banda El Limón De Rene Camacho,"3,236,920,653",0,332,0,5,21.08.22
396,James Blunt,"3,226,977,012","231,077,825",172,0,6,31.07.22
397,The Police,"3,222,974,290","352,247,735",122,1,7,16.09.22
398,Cage The Elephant,"3,219,794,411","301,358,086",109,0,6,14.08.22
399,Fetty Wap,"3,217,362,515","1,097,279,258",138,0,7,06.08.22
400,Jeremy Zucker,"3,215,507,829","163,740,766",96,0,8,31.07.22
401,Dean Lewis,"3,212,555,492","63,757,921",48,1,6,31.07.22
402,John Williams,"3,211,135,011","247,574,441","2,410",0,2,31.07.22
403,Bibi Blocksberg,"3,207,503,226","43,371,022","5,203",0,0,08.07.22
404,Artist,Lead Streams,Feats,Tracks,1b,100m,Update
405,Outkast,"3,196,044,035","119,832,137",222,0,6,31.07.22
406,Becky Hill,"3,194,644,880","396,587,742",195,0,10,16.09.22
407,Sam Hunt,"3,189,888,914","2,403,169,234",61,0,8,31.07.22
408,Sigala,"3,182,931,037","77,042,747",118,0,9,31.07.22
409,Carlos Vives,"3,181,877,775","1,957,856,299",276,0,6,31.07.22
410,Jhené Aiko,"3,178,645,401","521,301,528",114,0,7,19.09.22
411,Rudimental,"3,160,482,589","997,641",208,0,6,31.07.22
412,ScHoolboy Q,"3,147,481,533","1,656,164,329",89,0,8,31.07.22
413,Marvin Gaye,"3,143,836,699","709,421,106",750,0,7,31.07.22
414,Offset,"3,141,568,579","156,055,221",53,1,7,15.09.22
415,Stray Kids,"3,120,244,998","544,047,899",169,0,5,19.09.22
416,Sam Feldt,"3,107,699,941","174,098,397",173,0,6,31.07.22
417,Iron Maiden,"3,103,589,124","5,232,238",426,0,7,19.09.22
418,Zac Brown Band,"3,100,596,570","39,496,270",141,0,7,31.07.22
419,Jax Jones,"3,080,700,501","6,402,079",89,0,12,31.07.22
420,ILLENIUM,"3,076,454,009","4,905,865,217",218,0,4,31.07.22
421,Joan Sebastian,"3,063,649,523","39,660,958",506,0,8,31.07.22
422,Hillsong Worship,"3,062,386,056","699,574,957",847,0,4,31.07.22
423,Kali Uchis,"3,055,543,671","873,635,526",67,0,4,20.09.22
424,Skillet,"3,050,996,601","1,335,247",195,0,7,01.09.22
425,Juanes,"3,046,714,537",0,201,0,8,31.07.22
426,Blake Shelton,"3,044,373,576","18,747,880",203,0,9,07.09.22
427,alt-J,"3,025,145,409","146,654",145,0,8,31.07.22
428,Chris Stapleton,"3,024,791,697","1,117,326,282",60,0,9,01.08.22
429,Lil Yachty,"3,023,049,234",0,190,0,6,31.07.22
430,Quavo,"3,022,133,428","62,540,256",85,0,8,14.09.22
431,Los Ángeles Azules,"3,020,957,267","876,355,276",303,0,6,15.08.22
432,NLE Choppa,"3,018,674,271","1,134",125,0,5,25.08.22
433,Feid,"3,009,497,561","436,178,161",146,0,5,16.09.22
434,Journey,"3,008,391,718","3,853,999,824",278,1,5,17.09.22
435,The Vamps,"3,006,139,960","194,535,961",148,0,8,31.07.22
436,BROCKHAMPTON,"3,002,168,774",0,113,0,5,31.07.22
437,Soda Stereo,"3,000,230,369","4,310,489,285",198,0,5,18.09.22
438,The Black Keys,"2,995,726,401","1,036,388,958",199,0,5,03.09.22
439,Liam Payne,"2,990,601,102","937,757,024",51,0,8,19.09.22
440,Mike Posner,"2,987,016,135","5,692,666,319",183,1,4,26.08.22
441,Weezer,"2,970,962,554","606,712,238",271,0,4,24.08.22
442,Korn,"2,968,839,699","1,690,872,391",293,0,5,05.09.22
443,El Alfa,"2,966,087,446","3,762,124",193,0,9,16.09.22
444,Tim McGraw,"2,964,965,833","1,427,914,798",318,0,7,11.08.22
445,Madison Beer,"2,958,196,752","231,488,539",54,0,11,19.09.22
446,Imanbek,"2,957,190,912","138,810,390",65,1,5,08.09.22
447,Rise Against,"2,955,084,542","543,326,342",185,0,5,04.09.22
448,The Doors,"2,953,574,273","2,887,125,495",724,0,7,11.09.22
449,Maren Morris,"2,940,819,852","24,281,620",68,1,6,31.07.22
450,Mau y Ricky,"2,936,936,952","1,808,585,763",66,0,6,31.07.22
451,Bon Iver,"2,928,247,210",0,50,0,7,31.07.22
452,RAF Camora,"2,926,653,996","952,817,602",369,0,5,31.07.22
453,Lunay,"2,925,162,457","313,902,252",59,0,9,18.08.22
454,Maria Becerra,"2,921,291,638","1,360,259,448",43,0,6,20.09.22
455,Carly Rae Jepsen,"2,921,086,654",0,141,0,5,19.09.22
456,Why Don't We,"2,917,638,636","378,905",99,0,8,19.08.22
457,Vicente Fernández,"2,910,574,978","2,478,742,591",865,0,4,31.07.22
458,A$AP Ferg,"2,903,470,782",0,96,0,6,11.09.22
459,Juan Gabriel,"2,901,846,633","137,641,031",482,0,5,31.07.22
460,JP Cooper,"2,895,291,874","939,497,796",144,0,4,31.07.22
461,PNL,"2,889,660,746","4,423,329",72,0,5,15.09.22
462,The Cure,"2,882,831,026","1,343,266",545,0,6,14.08.22
463,Mabel,"2,874,150,906","463,313,203",145,0,7,30.08.22
464,Birdy,"2,864,553,572","14,222,939",111,0,8,15.09.22
465,Papa Roach,"2,861,296,786","3,118,921,754",236,0,4,31.07.22
466,MARINA,"2,860,314,714","62,804,762",121,0,7,19.09.22
467,Jesse & Joy,"2,856,285,668",0,124,0,11,20.09.22
468,T.I.,"2,848,098,002","47,313,864",440,0,6,19.09.22
469,SAINt JHN,"2,841,651,735","5,081,836,495",55,1,3,31.07.22
470,Bradley Cooper,"2,832,555,130",0,12,1,4,18.09.22
471,Bonez MC,"2,815,182,209","184,240,949",166,0,5,31.07.22
472,Noah Cyrus,"2,813,340,209","3,924,285,642",74,0,6,19.09.22
473,C. Tangana,"2,808,496,289","98,804,484",81,0,9,18.09.22
474,MEDUZA,"2,806,488,850","102,139,066",55,0,5,31.07.22
475,Ludovico Einaudi,"2,791,367,383","25,567,335",565,0,5,31.07.22
476,Depeche Mode,"2,784,128,682",0,709,0,3,08.09.22
477,Destiny's Child,"2,775,187,867","85,729,842",183,0,8,17.09.22
478,Kenny Chesney,"2,772,827,226","2,245,144,528",277,0,3,10.08.22
479,Paul McCartney,"2,767,237,931","3,009,354,038",918,0,5,14.09.22
480,Eric Church,"2,759,312,007","29,797,048",286,0,4,31.07.22
481,Dave,"2,749,490,108","2,028,969,469",62,0,8,08.09.22
482,Eric Clapton,"2,747,310,452","739,286,985",698,0,6,15.09.22
483,KHEA,"2,743,045,197","517,135,427",81,0,9,18.09.22
484,EXO,"2,725,969,831","1,295,854,047",309,0,6,19.09.22
485,Simon & Garfunkel,"2,718,178,664","498,204,068",172,0,5,19.09.22
486,TINI,"2,717,301,467","503,968,381",71,0,8,19.09.22
487,Norah Jones,"2,714,788,741","673,800,705",297,0,4,11.08.22
488,Iggy Azalea,"2,703,950,724","1,884,183,028",108,0,6,08.09.22
489,George Michael,"2,703,100,036","6,192,858,304",185,0,4,19.09.22
490,Jay Wheeler,"2,701,443,856","4,265,483",146,0,3,06.09.22
491,De La Ghetto,"2,695,370,320","302,858,918",158,0,7,31.07.22
492,Nacho,"2,692,139,444","540,870,550",151,0,8,26.08.22
493,bbno$,"2,691,389,490","2,141,323,366",149,0,3,18.09.22
494,The Beach Boys,"2,687,373,992","5,360,562,962","1,528",0,7,08.08.22
495,The Game,"2,686,873,055",0,770,0,6,17.08.22
496,Bibi und Tina,"2,680,606,898",0,"3,509",0,0,30.06.22
497,Ufo361,"2,676,667,284","231,077,825",236,0,0,08.09.22
498,R.E.M.,"2,665,630,567","352,247,735",590,0,5,08.09.22
499,Aminé,"2,661,288,241","301,358,086",72,0,4,06.08.22
500,Normani,"2,658,470,073","1,097,279,258",17,1,4,12.09.22
501,AJR,"2,649,403,045","163,740,766",86,0,5,18.08.22
502,Christina Perri,"2,646,573,107","63,757,921",103,1,3,13.08.22
503,X Ambassadors,"2,621,685,116","247,574,441",119,0,4,25.08.22
504,Breaking Benjamin,"2,619,625,553","43,371,022",102,0,6,31.07.22
505,Artist,Lead Streams,Feats,Tracks,1b,100m,Update
506,"Earth, Wind & Fire","2,606,939,541","93,944,725",385,1,5,18.08.22
507,Hillsong UNITED,"2,599,812,772","141,413,805",366,0,2,01.08.22
508,Rod Wave,"2,598,143,018","72,180,826",136,0,3,08.09.22
509,Nick Jonas,"2,588,951,174","56,096,500",95,0,8,20.09.22
510,Rich The Kid,"2,587,583,439","1,860,430,328",166,0,4,29.08.22
511,Jimi Hendrix,"2,585,036,209","1,041,574",506,0,5,19.09.22
512,The Smiths,"2,582,782,853",0,143,0,6,13.09.22
513,Dermot Kennedy,"2,581,422,010",0,78,0,5,31.07.22
514,SEVENTEEN,"2,580,817,471",0,150,0,1,19.09.22
515,Milky Chance,"2,580,709,652","8,400,414",88,1,4,31.07.22
516,Volbeat,"2,579,498,906",0,205,0,5,31.07.22
517,TOTO,"2,575,874,146","3,027,807",391,1,4,08.08.22
518,Dimitri Vegas & Like Mike,"2,572,306,129","102,871,980",267,0,4,31.07.22
519,Sabrina Carpenter,"2,569,519,803","148,923,932",99,0,6,16.09.22
520,Robbie Williams,"2,557,179,105","22,418,993",429,0,6,17.09.22
521,Matoma,"2,555,408,299","300,374,829",126,0,5,31.07.22
522,Years & Years,"2,550,829,792","90,524,082",112,0,7,31.07.22
523,Mitski,"2,547,259,202","23,137,320",73,0,6,19.09.22
524,Jon Bellion,"2,543,285,648","344,351,614",84,0,5,31.07.22
525,The xx,"2,542,777,584","10,468,775",77,0,5,31.07.22
526,Van Morrison,"2,542,234,398","95,529,950",864,0,4,13.09.22
527,Nelly Furtado,"2,534,235,066","287,364,576",211,0,6,15.09.22
528,Luciano,"2,526,245,631","440,387,420",157,0,0,20.09.22
529,B.o.B,"2,525,038,408","1,274,578,007",431,0,7,31.07.22
530,T-Pain,"2,522,886,931","3,095,732,093",215,0,8,31.07.22
531,Lynyrd Skynyrd,"2,519,169,676","599,968",362,0,4,07.09.22
532,Stormzy,"2,500,482,085","997,592,500",69,0,7,21.08.22
533,Sfera Ebbasta,"2,496,062,465","1,276,058,719",89,0,1,27.08.22
534,Rick Ross,"2,491,175,711","4,970,243,020",340,0,4,31.07.22
535,Cali Y El Dandee,"2,490,592,473","214,013,480",74,0,9,31.07.22
536,Kid Ink,"2,489,130,300","2,816,280,604",198,0,8,31.07.22
537,Shinedown,"2,479,535,960","13,718,335",197,0,6,04.09.22
538,Natanael Cano,"2,475,463,509","225,114,570",135,0,6,12.09.22
539,Van Halen,"2,466,995,848","24,281",207,0,6,19.09.22
540,Limp Bizkit,"2,466,419,030","3,218,081",134,0,6,01.08.22
541,The Fray,"2,463,436,621","4,486,342",98,0,5,31.07.22
542,Samra,"2,461,380,410","403,500,820",120,0,3,19.09.22
543,The Cranberries,"2,460,868,337","2,725,658",264,0,4,27.08.22
544,Black Sabbath,"2,459,611,513","13,968,959",286,0,4,07.09.22
545,All Time Low,"2,459,397,211","1,585,127",212,0,2,31.07.22
546,DNCE,"2,458,758,461","54,841,242",36,1,4,31.07.22
547,El Fantasma,"2,457,887,099","65,281,602",210,0,6,21.08.22
548,Damso,"2,448,621,601","761,548,765",95,0,1,15.09.22
549,Andy Grammer,"2,431,629,519","4,962,513",79,0,5,31.07.22
550,Rage Against The Machine,"2,430,839,934",0,119,0,7,14.08.22
551,Luan Santana,"2,430,000,476","247,964,502",214,0,4,19.09.22
552,Aitana,"2,428,820,555","19,883,705",74,0,7,19.09.22
553,Juan Magán,"2,428,032,283","871,230,826",208,0,5,31.07.22
554,KYLE,"2,420,485,330","166,464,714",112,0,5,31.07.22
555,Keith Urban,"2,416,463,388","380,461,137",205,0,6,21.08.22
556,Joel Corry,"2,415,759,211","63,258,648",153,0,5,31.07.22
557,Daryl Hall & John Oates,"2,405,798,697","33,973",555,0,6,31.07.22
558,Sabaton,"2,399,679,054",0,313,0,2,15.09.22
559,MGMT,"2,396,610,713","1,038,472,738",86,0,5,31.07.22
560,Kodaline,"2,386,258,538","283,421,137",125,0,4,05.09.22
561,Aya Nakamura,"2,386,108,307","151,618,177",68,0,5,19.09.22
562,Plan B,"2,383,828,013","578,240,022",95,0,7,31.07.22
563,Rag'n'Bone Man,"2,382,013,837","79,032,903",138,0,3,31.07.22
564,Shaggy,"2,381,998,464","477,705,428",433,0,5,31.07.22
565,Of Monsters and Men,"2,380,280,721","3,318,019",63,0,5,13.09.22
566,Rod Stewart,"2,379,541,913","502,097,842",731,0,4,09.08.22
567,The White Stripes,"2,377,686,382",0,172,1,3,11.08.22
568,Hollywood Undead,"2,373,538,882","21,078,180",143,0,3,01.08.22
569,Mac DeMarco,"2,366,844,862","75,712,651",150,0,4,18.09.22
570,Gerardo Ortiz,"2,362,366,616","564,161,466",257,0,3,31.07.22
571,A Day To Remember,"2,357,711,163",0,135,0,4,31.07.22
572,Quinn XCII,"2,350,578,227","155,201,156",85,0,5,31.07.22
573,Ice Cube,"2,344,900,860","287,402,247",292,0,5,31.07.22
574,Clairo,"2,340,931,623","751,281,514",25,0,7,31.07.22
575,Swedish House Mafia,"2,340,727,040","12,820,948",58,0,6,31.07.22
576,League of Legends,"2,340,011,159","1,934,825,362",495,0,6,18.09.22
577,Eladio Carrion,"2,339,040,331","404,020,084",147,0,4,13.09.22
578,Lofi Fruits Music,"2,329,999,921","106,066,268","1,010",0,0,31.07.22
579,Prince,"2,327,965,052","3,281,243",835,0,5,24.08.22
580,Os Barões Da Pisadinha,"2,325,967,532","571,967,470",160,0,6,31.07.22
581,Brytiago,"2,325,768,055","2,046,857,334",85,0,5,08.09.22
582,Casper Magico,"2,324,673,947","194,400,208",95,0,5,31.07.22
583,José José,"2,323,517,374","149,057,243",525,0,2,31.07.22
584,Evanescence,"2,320,082,358",0,110,0,4,12.09.22
585,Sublime,"2,317,831,260",0,219,0,5,31.07.22
586,Die drei !!!,"2,317,017,983",0,"3,275",0,0,31.07.22
587,Tom Odell,"2,313,290,532","43,963,745",131,1,3,10.09.22
588,GIMS,"2,311,019,564","294,623,436",179,0,4,31.07.22
589,Chencho Corleone,"2,307,620,270","1,850,768,207",21,0,6,11.09.22
590,Cigarettes After Sex,"2,297,049,191",0,30,0,6,30.08.22
591,Bryant Myers,"2,296,987,693","2,211,793,211",102,0,5,31.07.22
592,Axwell /\ Ingrosso,"2,295,622,491",0,47,1,5,31.07.22
593,Red Velvet,"2,293,993,571","14,995,635",131,0,5,19.09.22
594,George Strait,"2,293,305,564","36,161,867",444,0,2,31.07.22
595,Carlos Rivera,"2,291,158,958","507,636,763",210,0,5,31.07.22
596,Carrie Underwood,"2,287,677,862","390,796,945",170,0,3,18.09.22
597,Enya,"2,281,284,138","342,937,830",145,0,4,10.08.22
598,Pedro Capó,"2,277,124,460","181,475,492",71,1,5,31.07.22
599,girl in red,"2,264,464,619","6,043,639",29,0,6,15.09.22
600,Aretha Franklin,"2,259,373,196","8,960,966",900,0,4,31.07.22
601,Ozzy Osbourne,"2,258,551,820","66,842,960",231,0,3,19.09.22
602,Scorpions,"2,257,465,297",0,345,0,5,05.09.22
603,Nas,"2,255,035,088","890,352,457",339,0,4,04.09.22
604,ODESZA,"2,251,141,203","128,174,755",170,0,4,31.07.22
605,Joyner Lucas,"2,250,754,960","146,002,559",87,0,6,11.09.22
606,Artist,Lead Streams,Feats,Tracks,1b,100m,Update
607,Ali Gatie,"2,236,769,112","2,270,763",54,0,4,19.08.22
608,Mustard,"2,234,505,311","1,986,562,902",74,0,4,31.07.22
609,PnB Rock,"2,228,993,718","1,859,997,166",116,0,5,12.09.22
610,Zoé,"2,227,159,139","12,125,790",193,0,6,31.07.22
611,Goodboys,"2,225,051,739","5,153,122",44,0,4,31.07.22
612,KISS,"2,222,550,482",0,510,0,4,17.08.22
613,WALK THE MOON,"2,213,255,179","103,849,073",98,1,3,31.07.22
614,Danna Paola,"2,212,142,768","72,725,046",103,0,6,19.09.22
615,Don Diablo,"2,200,628,570","105,584,811",248,0,1,31.07.22
616,Jorja Smith,"2,195,160,357","465,601,602",81,0,4,31.07.22
617,Los Tigres Del Norte,"2,195,087,945","182,374,635",639,0,1,31.07.22
618,Gryffin,"2,193,509,712","482,869,625",146,0,6,31.07.22
619,RAYE,"2,192,939,509","575,319,981",95,0,4,31.07.22
620,Junior H,"2,190,309,741","300,889,299",104,0,5,12.09.22
621,The Smashing Pumpkins,"2,172,954,938",0,418,0,6,19.09.22
622,Sum 41,"2,172,099,956","7,414,337",128,0,5,31.07.22
623,Alan Jackson,"2,168,305,190","90,085,724",269,0,2,11.08.22
624,Marco Antonio Solís,"2,167,056,600","686,549,494",201,0,5,31.07.22
625,WILLOW,"2,162,026,224","405,412,770",76,0,3,16.09.22
626,Ella Mai,"2,161,392,693","334,957,558",52,0,6,11.09.22
627,Marilyn Manson,"2,156,699,936","56,980,790",227,0,4,31.07.22
628,Joey Bada$$,"2,149,110,284","767,949,252",119,0,4,11.09.22
629,Lord Huron,"2,147,142,104",0,76,1,3,31.07.22
630,Sleeping At Last,"2,146,420,809","727,285",298,0,5,01.08.22
631,Astrid S,"2,145,022,194","131,055,141",107,0,5,04.09.22
632,TKKG,"2,141,387,313",0,"4,398",0,0,31.07.22
633,Sido,"2,141,006,547","522,502,437",368,0,2,31.07.22
634,TOMORROW X TOGETHER,"2,136,382,863",0,69,0,6,10.09.22
635,Colbie Caillat,"2,133,775,510","126,624,751",105,0,4,15.09.22
636,Banda El Recodo,"2,127,016,589","2,232,807",601,0,3,01.08.22
637,Rascal Flatts,"2,124,400,562","53,441,983",248,0,5,31.07.22
638,Dolly Parton,"2,122,503,850","173,626,251",978,0,4,09.08.22
639,3 Doors Down,"2,122,358,023","631,510",144,0,3,31.07.22
640,Wale,"2,117,359,552","1,520,275,780",353,0,4,07.09.22
641,Moneybagg Yo,"2,117,349,736","1,313,168,750",266,0,1,31.07.22
642,Electric Light Orchestra,"2,112,872,480","696,381",305,0,4,31.07.22
643,Two Door Cinema Club,"2,112,307,879","1,980,119",142,0,4,12.08.22
644,Hardwell,"2,109,914,592","360,947,672",462,0,1,31.07.22
645,Brent Faiyaz,"2,107,146,096","905,946,624",63,0,7,31.07.22
646,Chase Atlantic,"2,105,375,619","11,762,990",75,0,4,31.07.22
647,Kontra K,"2,103,318,066","219,924,638",301,0,1,31.07.22
648,iann dior,"2,102,922,842","2,291,368,890",55,0,5,31.07.22
649,Powfu,"2,092,377,791","186,520,817",73,1,1,31.07.22
650,Bethel Music,"2,092,086,801",0,312,0,0,31.07.22
651,JID,"2,089,652,973","797,904,614",70,0,4,07.09.22
652,Louis Tomlinson,"2,086,972,274",0,43,0,4,16.09.22
653,The Clash,"2,085,949,767",0,223,0,3,08.09.22
654,Noriel,"2,083,887,397","1,469,283,474",94,0,4,31.07.22
655,gnash,"2,083,638,974","303,083,754",84,1,2,31.07.22
656,MC Kevinho,"2,082,054,602","296,844,156",74,0,5,31.07.22
657,David Bisbal,"2,078,820,031","432,972,620",248,0,4,03.08.22
658,Pharrell Williams,"2,077,074,226","6,537,561,403",110,1,3,31.07.22
659,Gera MX,"2,071,389,389","527,168,213",184,0,1,28.08.22
660,Kacey Musgraves,"2,070,185,118","150,866,265",126,0,5,19.09.22
661,Luísa Sonza,"2,068,349,876","9,401,615",66,0,5,19.09.22
662,Leon Bridges,"2,064,776,224","809,960,704",78,0,5,31.07.22
663,Chief Keef,"2,064,287,110","625,082,456",575,0,5,18.09.22
664,Martin Jensen,"2,063,060,185","304,861,454",79,0,4,31.07.22
665,Stromae,"2,062,404,120","60,545,155",57,0,4,12.08.22
666,Annie Lennox,"2,062,340,171","9,754,428",306,0,3,02.09.22
667,Ruth B.,"2,057,984,888",0,48,0,5,31.07.22
668,NEFFEX,"2,056,583,318","824,121",213,0,3,31.07.22
669,Duran Duran,"2,052,957,469",0,483,0,5,09.08.22
670,Jaden,"2,050,432,169","1,460,830,445",110,0,2,31.07.22
671,Bing Crosby,"2,043,924,592","8,462,632","1,345",0,7,31.07.22
672,Seeb,"2,043,477,578","1,673,715,968",112,0,5,31.07.22
673,Ms. Lauryn Hill,"2,040,646,969","353,528,858",89,0,5,11.08.22
674,Arizona Zervas,"2,039,690,926","35,697,483",37,1,2,31.07.22
675,Santa Fe Klan,"2,039,138,179","541,493,142",217,0,5,18.08.22
676,Miracle Tones,"2,031,004,961",0,126,0,0,31.07.22
677,Regard,"2,029,133,220",0,42,1,4,31.07.22
678,Westlife,"2,026,058,221","39,635",231,0,3,09.09.22
679,The Kooks,"2,024,254,904",0,249,0,5,11.09.22
680,Mike WiLL Made-It,"2,021,477,415","345,422,787",144,0,6,15.08.22
681,Elevation Worship,"2,019,584,095","22,054,975",255,0,2,31.07.22
682,Internet Money,"2,018,584,676","372,681,646",43,1,5,31.07.22
683,M83,"2,015,140,978","16,290,793",237,0,3,31.07.22
684,Portugal. The Man,"2,003,183,409","50,754,902",195,1,1,31.07.22
685,R. Kelly,"2,002,013,664","409,379,157",363,0,2,31.07.22
686,Saweetie,"2,000,089,741","595,752,335",73,0,4,01.09.22
687,Dilsinho,"1,996,437,258","411,783,927",195,0,5,12.09.22
688,Charlie Brown Jr.,"1,995,556,424","39,048,849",278,0,4,17.08.22
689,Ha*Ash,"1,989,802,115","490,646,007",131,0,4,01.09.22
690,Gwen Stefani,"1,988,899,782","1,073,941,569",99,0,4,17.09.22
691,Mötley Crüe,"1,986,516,487",0,238,0,5,19.09.22
692,Jessie Reyez,"1,982,350,944","512,534,113",73,0,4,16.09.22
693,Owl City,"1,980,070,565","93,709,322",111,0,2,31.07.22
694,Apache 207,"1,977,481,576","126,206,018",46,0,5,31.07.22
695,Nekfeu,"1,977,245,131","518,867,756",98,0,0,20.08.22
696,Queens of the Stone Age,"1,973,861,331",0,140,0,5,31.07.22
697,Cosculluela,"1,973,500,286","1,068,089,499",159,0,5,31.07.22
698,Keane,"1,971,059,662","607,099",197,0,2,31.07.22
699,Tee Grizzley,"1,970,417,387","196,499,343",145,0,3,31.07.22
700,Ezhel,"1,969,446,772","194,725,091",64,0,3,08.09.22
701,Gigi D'Agostino,"1,961,013,546","1,153,536",423,1,3,31.07.22
702,DMX,"1,959,946,681","264,430,121",304,0,4,31.07.22
703,Bruno & Marrone,"1,959,875,993","230,637,427",428,0,2,31.07.22
704,Yung Gravy,"1,959,097,379","10,002,713",78,0,6,18.09.22
705,Desiigner,"1,955,514,520","548,795,846",55,1,2,31.07.22
706,Timmy Trumpet,"1,954,597,157","104,577,459",183,0,3,31.07.22
707,Artist,Lead Streams,Feats,Tracks,1b,100m,Update
708,Thirty Seconds To Mars,"1,954,498,523","47,931,016",84,0,4,04.09.22
709,Denzel Curry,"1,952,649,461","528,744,853",137,0,4,06.09.22
710,Jay Chou,"1,951,129,090","28,029,086",327,0,0,31.07.22
711,Chelsea Cutler,"1,950,899,986","452,181,568",95,0,4,31.07.22
712,Alex Rose,"1,949,166,634","537,789,626",82,0,4,31.07.22
713,Olly Murs,"1,946,478,736","47,818,752",179,0,4,16.09.22
714,Vampire Weekend,"1,945,573,015",0,74,0,2,31.07.22
715,Miranda Lambert,"1,938,843,377","212,318,887",208,0,5,17.09.22
716,Santana,"1,933,599,979","276,396,587",714,0,4,31.07.22
717,The Goo Goo Dolls,"1,933,399,868","315,062",279,1,3,07.09.22
718,Aloe Blacc,"1,930,856,165","251,730,315",217,0,4,31.07.22
719,Wham!,"1,930,785,286","861,833",36,0,2,23.08.22
720,Willy William,"1,930,491,419","355,230,752",82,1,3,31.07.22
721,MAX,"1,929,553,352","143,407,145",144,0,5,10.09.22
722,Dierks Bentley,"1,923,717,525","173,377,106",153,0,6,01.08.22
723,The Who,"1,923,165,495",0,881,0,6,11.09.22
724,Granular,"1,919,564,121",0,574,0,2,31.07.22
725,Stefflon Don,"1,914,806,534","345,633,899",86,0,6,18.08.22
726,La Oreja de Van Gogh,"1,912,311,819","66,113,877",183,0,3,31.07.22
727,OMI,"1,908,116,986","131,136,335",45,1,2,31.07.22
728,Alice In Chains,"1,902,125,921","171,453",162,0,5,03.09.22
729,Giveon,"1,901,077,447","589,310,224",32,0,4,12.09.22
730,John Lennon,"1,900,843,192","5,769,602",498,0,3,16.08.22
731,Los Temerarios,"1,899,241,961","183,284",322,0,0,06.08.22
732,Loud Luxury,"1,898,927,877","89,734,246",135,0,4,31.07.22
733,Ghostemane,"1,897,237,706","68,873,586",140,0,3,19.08.22
734,Snow Patrol,"1,897,170,969",0,191,0,3,09.08.22
735,beabadoobee,"1,893,281,518","12,412,498",76,1,2,06.09.22
736,Lee Brice,"1,893,216,404","14,898,633",97,0,6,31.07.22
737,Trevor Daniel,"1,893,164,011","207,826,260",50,1,2,31.07.22
738,James TW,"1,892,634,482","8,164,452",44,0,5,31.07.22
739,Louis Armstrong,"1,888,813,523","16,402,469","2,311",0,4,31.07.22
740,Beret,"1,887,419,481","54,947,411",50,0,3,31.07.22
741,Shania Twain,"1,885,781,696","182,041,753",187,0,4,17.09.22
742,Calle 13,"1,883,809,656","131,655,648",81,0,5,31.07.22
743,Booba,"1,880,281,066","678,185,823",247,0,0,31.07.22
744,Niska,"1,879,295,266","617,175,106",105,0,1,31.07.22
745,Ciara,"1,875,900,807","505,417,778",158,0,5,16.08.22
746,Incubus,"1,872,492,242","2,113,242",229,0,3,31.07.22
747,MØ,"1,867,886,470","3,388,886,631",124,0,4,31.07.22
748,Mon Laferte,"1,867,546,187","328,196,750",143,0,4,31.08.22
749,Conor Maynard,"1,867,293,612","371,487,728",137,0,3,31.07.22
750,Ella Fitzgerald,"1,865,209,139","12,514,602","2,120",0,2,09.08.22
751,Sting,"1,864,917,481","294,461,183",495,0,3,15.08.22
752,Vintage Culture,"1,863,460,359","35,304,995",205,0,2,31.07.22
753,Kevin Roldan,"1,860,423,142","479,771,429",147,0,2,31.07.22
754,Blueface,"1,856,041,642","617,180,661",98,0,4,18.09.22
755,Nat King Cole,"1,853,717,658","8,675,904","1,129",0,3,31.07.22
756,Yo Gotti,"1,852,943,310","1,311,194,792",494,0,2,31.07.22
757,Lady A,"1,850,637,526","138,695,513",229,0,5,31.07.22
758,Two Feet,"1,850,083,119","43,492,840",67,0,3,31.07.22
759,Thalia,"1,849,494,711","356,801,594",320,0,2,19.09.22
760,Taio Cruz,"1,849,088,545","27,054,116",94,0,4,19.08.22
761,Old Dominion,"1,846,826,397","5,326,630",85,0,7,09.08.22
762,Dean Martin,"1,839,950,779","11,973,306",696,0,5,31.07.22
763,Oliver Tree,"1,839,830,515","47,958,499",63,0,4,31.08.22
764,John Newman,"1,839,265,446","386,221,358",95,0,4,31.07.22
765,CRO,"1,837,987,132","186,326,829",163,0,2,19.08.22
