index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
904,60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,CO,80907,EL PASO,7197765000,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Below the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"2222 N NEVADA AVE
COLORADO SPRINGS, CO 80907
(38.865568, -104.820123)"
905,41312,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543,CLEBURNE,5018873000,Critical Access Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"1800 BYPASS ROAD
HEBER SPRINGS, AR 72543
(35.506578, -92.001319)"
906,30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,6022392000,Acute Care Hospitals,Voluntary non-profit - Other,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,"1111 EAST MCDOWELL ROAD
PHOENIX, AZ 85006
(33.465724, -112.058127)"
907,21306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,1915 EAST REZANOF DRIVE,KODIAK,AK,99615,KODIAK ISLAND,9074869592,Critical Access Hospitals,Voluntary non-profit - Church,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1915 EAST REZANOF DRIVE
KODIAK, AK 99615
(57.800835, -152.373943)"
908,80007,BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,DE,19958,SUSSEX,3026453300,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,"424 SAVANNAH RD
LEWES, DE 19958
(38.771441, -75.14222)"
909,50359,TULARE REGIONAL MEDICAL CENTER,869 CHERRY AVENUE,TULARE,CA,93274,TULARE,5596880821,Acute Care Hospitals,Government - Hospital District or Authority,True,,1.0,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"869 CHERRY AVENUE
TULARE, CA 93274
(36.212917, -119.335998)"
910,51332,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH RD,SAN ANDREAS,CA,95249,CALAVERAS,2097542515,Critical Access Hospitals,Voluntary non-profit - Other,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"768 MOUNTAIN RANCH RD
SAN ANDREAS, CA 95249
(38.190973, -120.670661)"
911,10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,2513682500,Acute Care Hospitals,Government - Hospital District or Authority,True,,4.0,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"401 MEDICAL PARK DRIVE
ATMORE, AL 36502
(31.017363, -87.479645)"
912,40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,SALINE,5017766000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,"#1 MEDICAL PARK DRIVE
BENTON, AR 72015
(34.572716, -92.585094)"
913,100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,POLK,8636871100,Acute Care Hospitals,Voluntary non-profit - Private,True,,2.0,,Below the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,"1324 LAKELAND HILLS BLVD
LAKELAND, FL 33805
(28.059671, -81.953248)"
914,30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755,PIMA,5209013549,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,"1551 EAST TANGERINE ROAD
ORO VALLEY, AZ 85755
(32.427304, -110.947967)"
915,50069,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,92868,ORANGE,7146339111,Acute Care Hospitals,Voluntary non-profit - Church,True,,2.0,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,"1100 WEST STEWART DR
ORANGE, CA 92868
(33.782399, -117.866093)"
916,100234,WEST PALM HOSPITAL,2201 45TH ST,WEST PALM BEACH,FL,33407,PALM BEACH,5618446141,Acute Care Hospitals,Proprietary,True,,2.0,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"2201 45TH ST
WEST PALM BEACH, FL 33407
(26.758968, -80.088164)"
917,50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,3105176441,Acute Care Hospitals,Voluntary non-profit - Other,True,,3.0,This hospitals star rating only includes data reported on inpatient services,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"25825 SOUTH VERMONT AVENUE
HARBOR CITY, CA 90710
(33.788623, -118.294366)"
918,10029,EAST ALABAMA MEDICAL CENTER,2000 PEPPERELL PARKWAY,OPELIKA,AL,36801,LEE,3347493411,Acute Care Hospitals,Government - Hospital District or Authority,True,,4.0,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"2000 PEPPERELL PARKWAY
OPELIKA, AL 36801
(32.638055, -85.404003)"
919,51314,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVE,LAKE ISABELLA,CA,93240,KERN,7603792681,Critical Access Hospitals,Government - Hospital District or Authority,True,,2.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"6412 LAUREL AVE
LAKE ISABELLA, CA 93240
(35.634539, -118.404637)"
920,50030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,5305338500,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Above the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"2767 OLIVE HIGHWAY
OROVILLE, CA 95966
(39.505584, -121.543802)"
921,10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,3343822200,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"29 L V STABLER DRIVE
GREENVILLE, AL 36037
(31.82945, -86.64586)"
922,60071,DELTA COUNTY MEMORIAL HOSPITAL,1501 E 3RD STREET,DELTA,CO,81416,DELTA,9708747681,Acute Care Hospitals,Government - Local,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"1501 E 3RD STREET
DELTA, CO 81416
(38.743166, -108.047515)"
923,50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,3237834011,Acute Care Hospitals,Voluntary non-profit - Other,True,,3.0,This hospitals star rating only includes data reported on inpatient services,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"4867 SUNSET BLVD
LOS ANGELES, CA 90027
(34.09814, -118.294931)"
924,50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,6195436222,Acute Care Hospitals,Voluntary non-profit - Other,True,,3.0,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,"200 WEST ARBOR DRIVE
SAN DIEGO, CA 92103
(32.753717, -117.165914)"
925,101301,SHANDS LIVE OAK REGIONAL MEDICAL CENTER,1100 SW 11TH ST,LIVE OAK,FL,32060,SUWANNEE,9043621413,Critical Access Hospitals,Proprietary,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1100 SW 11TH ST
LIVE OAK, FL 32060
(30.289918, -83.003674)"
926,30093,BANNER DEL E WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,MARICOPA,6232144000,Acute Care Hospitals,Voluntary non-profit - Private,True,,4.0,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"14502 WEST MEEKER BOULEVARD
SUN CITY WEST, AZ 85375
(33.658307, -112.371939)"
927,10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,BALDWIN,2519282375,Acute Care Hospitals,Government - Hospital District or Authority,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Below the National average,,Below the National average,,"750 MORPHY AVENUE
FAIRHOPE, AL 36532
(30.519999, -87.890333)"
928,10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,True,,2.0,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,"1300 SOUTH MONTGOMERY AVENUE
SHEFFIELD, AL 35660
(34.748249, -87.698866)"
929,50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,5302746000,Acute Care Hospitals,Voluntary non-profit - Other,True,,3.0,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"155 GLASSON WAY
GRASS VALLEY, CA 95945
(39.228961, -121.047276)"
930,50313,SUTTER TRACY COMMUNITY HOSPITAL,1420 N TRACY BLVD,TRACY,CA,95376,SAN JOAQUIN,2098351500,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1420 N TRACY BLVD
TRACY, CA 95376
(37.744232, -121.43494)"
931,50191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Acute Care Hospitals,Voluntary non-profit - Church,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"1050 LINDEN AVE
LONG BEACH, CA 90813
(33.779901, -118.186685)"
932,110177,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,RICHMOND,7066516008,Acute Care Hospitals,Proprietary,True,,2.0,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,"3651 WHEELER ROAD
AUGUSTA, GA 30909
(33.482889, -82.094793)"
933,51302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,7608765501,Critical Access Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"501 EAST LOCUST STREET
LONE PINE, CA 93545
(36.608374, -118.058159)"
934,100077,BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,CHARLOTTE,9417664122,Acute Care Hospitals,Proprietary,True,,2.0,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"2500 HARBOR BLVD
PORT CHARLOTTE, FL 33952
(26.989338, -82.096688)"
935,50393,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,5269045000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Above the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"11500 BROOKSHIRE AVENUE
DOWNEY, CA 90241
(33.935397, -118.131837)"
936,31317,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,PARKER,AZ,85344,LA PAZ,9286699201,Critical Access Hospitals,Voluntary non-profit - Private,True,,3.0,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1200 WEST MOHAVE ROAD
PARKER, AZ 85344
(34.135299, -114.285226)"
937,100122,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,CRESTVIEW,FL,32539,OKALOOSA,8506898100,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"151 REDSTONE AVE SE
CRESTVIEW, FL 32539
(30.736947, -86.561842)"
938,50581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,5626026751,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"3700 E SOUTH ST
LAKEWOOD, CA 90712
(33.860226, -118.148086)"
939,70006,STAMFORD HOSPITAL,30 SHELBURNE ROAD,STAMFORD,CT,6904,FAIRFIELD,2032761000,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Above the National average,,"30 SHELBURNE ROAD
STAMFORD, CT 06904
(41.054912, -73.553927)"
940,50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,CA,94589,SOLANO,7076511000,Acute Care Hospitals,Voluntary non-profit - Other,True,,3.0,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"975 SERENO DR
VALLEJO, CA 94589
(38.128437, -122.247586)"
941,100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233,SARASOTA,9413421100,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,"5731 BEE RIDGE RD
SARASOTA, FL 34233
(27.298975, -82.454848)"
942,50396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,SANTA BARBARA,8056827111,Acute Care Hospitals,Voluntary non-profit - Private,True,,5.0,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"400 WEST PUEBLO
SANTA BARBARA, CA 93102
(34.429483, -119.723077)"
943,50397,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210,FRESNO,5599356400,Acute Care Hospitals,Government - Hospital District or Authority,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"1191 PHELPS AVENUE
COALINGA, CA 93210
(36.151513, -120.34143)"
944,70039,MASONICARE HEALTH CENTER,22 MASONIC AVE,WALLINGFORD,CT,6492,NEW HAVEN,2036795900,Acute Care Hospitals,Voluntary non-profit - Private,False,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"22 MASONIC AVE
WALLINGFORD, CT 06492
(41.459676, -72.83731)"
945,21311,PEACEHEALTH KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,Critical Access Hospitals,Voluntary non-profit - Church,True,,3.0,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"3100 TONGASS AVENUE
KETCHIKAN, AK 99901
(55.352974, -131.686966)"
946,50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,7079355000,Acute Care Hospitals,Government - Hospital District or Authority,True,,4.0,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"347 ANDRIEUX ST
SONOMA, CA 95476
(38.288469, -122.46494)"
947,41320,LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,AR,71822,LITTLE RIVER,8708985011,Critical Access Hospitals,Voluntary non-profit - Other,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"451 WEST LOCKE STREET
ASHDOWN, AR 71822
(33.669572, -94.135025)"
948,100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NAPLES,FL,34119,COLLIER,2393484000,Acute Care Hospitals,Proprietary,True,,2.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"6101 PINE RIDGE ROAD
NAPLES, FL 34119
(26.211743, -81.732356)"
949,50557,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,STANISLAUS,2095264500,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,"1700 COFFEE RD
MODESTO, CA 95355
(37.668701, -120.975674)"
950,10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,BALDWIN,2519493400,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Below the National average,,"1613 NORTH MCKENZIE STREET
FOLEY, AL 36535
(30.426109, -87.683187)"
951,40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,HOPE,AR,71801,HEMPSTEAD,8707223800,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"2001 SOUTH MAIN
HOPE, AR 71801
(33.647678, -93.587058)"
952,70008,JOHNSON MEMORIAL HOSPITAL,201 CHESTNUT HILL RD,STAFFORD SPRINGS,CT,6076,TOLLAND,8606844251,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"201 CHESTNUT HILL RD
STAFFORD SPRINGS, CT 06076
(41.977367, -72.389971)"
953,100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,7800 US HWY 98 W,MIRAMAR BEACH,FL,32550,WALTON,8502783600,Acute Care Hospitals,Voluntary non-profit - Other,True,,4.0,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"7800 US HWY 98 W
MIRAMAR BEACH, FL 32550
(30.376925, -86.307354)"
954,100087,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,SARASOTA,9419179000,Acute Care Hospitals,Government - Hospital District or Authority,True,,5.0,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,"1700 S TAMIAMI TRL
SARASOTA, FL 34239
(27.318268, -82.529687)"
955,10099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,ESCAMBIA,2518678061,Acute Care Hospitals,Government - Hospital District or Authority,True,,2.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Below the National average,,"1301 BELLEVILLE AVENUE
BREWTON, AL 36426
(31.127105, -87.072378)"
956,30105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,4808545050,Acute Care Hospitals,Voluntary non-profit - Private,False,,5.0,,Above the National average,,Above the National average,,Above the National average,,Above the National average,,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"6750 EAST BAYWOOD AVENUE
MESA, AZ 85206
(33.410429, -111.686221)"
957,60124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 W 2ND PLACE,LAKEWOOD,CO,80228,JEFFERSON,7203215000,Acute Care Hospitals,Proprietary,True,,4.0,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"11650 W 2ND PLACE
LAKEWOOD, CO 80228
(39.717952, -105.128441)"
958,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Proprietary,True,,3.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"101 HOSPITAL CIRCLE
LUVERNE, AL 36049
(31.692595, -86.266156)"
959,33302,PHOENIX CHILDREN'S HOSPITAL,1919 EAST THOMAS ROAD,PHOENIX,AZ,85016,MARICOPA,6029331000,Childrens,Voluntary non-profit - Private,False,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1919 EAST THOMAS ROAD
PHOENIX, AZ 85016
(33.480216, -112.041193)"
960,41309,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,WALNUT RIDGE,AR,72476,LAWRENCE,8708861200,Critical Access Hospitals,Government - Local,True,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1309 WEST MAIN
WALNUT RIDGE, AR 72476
(36.074766, -90.968734)"
961,50575,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,21530 S PIONEER BLVD,HAWAIIAN GARDENS,CA,90716,LOS ANGELES,5628600401,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"21530 S PIONEER BLVD
HAWAIIAN GARDENS, CA 90716
(33.833054, -118.081791)"
962,10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,MARION,2059216200,Acute Care Hospitals,Voluntary non-profit - Private,True,,5.0,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"1256 MILITARY STREET SOUTH
HAMILTON, AL 35570
(34.126444, -87.989825)"
963,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA,CA,93003,VENTURA,8056525011,Acute Care Hospitals,Voluntary non-profit - Private,True,,3.0,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,"147 N BRENT ST
VENTURA, CA 93003
(34.274184, -119.257238)"
964,30036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,4807283000,Acute Care Hospitals,Voluntary non-profit - Other,True,,4.0,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,Above the National average,,Same as the National average,,Above the National average,,"1955 WEST FRYE ROAD
CHANDLER, AZ 85224
(33.298635, -111.875109)"
965,10069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,BARBOUR,3346887271,Acute Care Hospitals,Government - Hospital District or Authority,True,,3.0,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"820 W WASHINGTON ST
EUFAULA, AL 36027
(31.88798, -85.156613)"
966,50471,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,2139772121,Acute Care Hospitals,Proprietary,True,,3.0,,Above the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"1225 WILSHIRE BOULEVARD
LOS ANGELES, CA 90017
(34.053209, -118.265292)"
